property_id,valuation_uncertainty_risk,developer_risk,locality_quality_risk,market_liquidity_risk,price_volatility_risk,risk_score,risk_band
3427,39.07,46.27,32.94,31.9,6.06,32.9,MODERATE
3428,9.02,13.5,44.65,72.77,3.22,28.92,LOW
3429,36.69,27.6,34.09,22.41,5.31,26.79,LOW
3430,21.53,41.92,63.25,50.14,3.97,37.04,MODERATE
3431,19.72,9.17,40.22,58.67,10.3,28.09,LOW
3432,14.97,67.71,69.63,63.49,5.5,44.73,MODERATE
3433,17.95,52.85,61.4,60.31,7.14,40.47,MODERATE
3434,37.2,47.08,64.62,62.23,1.45,44.3,MODERATE
3435,39.23,50.43,54.79,31.06,8.54,38.35,MODERATE
3436,37.52,44.42,44.94,41.99,4.2,36.28,MODERATE
3437,27.61,31.05,36.51,72.54,8.54,36.2,MODERATE
3438,36.99,9.3,62.83,59.7,4.82,36.34,MODERATE
3439,5.26,41.92,43.87,39.72,19.26,29.31,LOW
3440,13.8,49.18,53.49,50.77,10.04,35.64,MODERATE
3441,8.39,45.69,35.93,38.19,7.67,27.21,LOW
3442,21.6,81.03,36.51,72.54,8.54,44.7,MODERATE
3443,16.32,81.03,36.79,73.54,2.69,42.76,MODERATE
3444,36.24,28.79,49.79,22.56,7.83,30.46,MODERATE
3445,5.82,30.65,54.59,66.05,6.77,32.73,MODERATE
3446,26.67,39.19,53.94,66.16,1.04,38.68,MODERATE
3447,9.02,55.28,62.83,59.7,4.82,38.54,MODERATE
3448,38.39,9.3,74.34,80.87,5.45,43.32,MODERATE
3449,46.54,81.03,37.97,85.55,7.91,53.73,MODERATE
3450,38.48,45.61,44.39,16.48,3.54,31.45,MODERATE
3451,49.86,55.29,43.72,62.22,4.4,45.37,MODERATE
3452,15.37,67.71,49.79,22.56,7.83,33.03,MODERATE
3453,25.52,13.5,61.51,50.38,8.86,32.78,MODERATE
3454,27.79,27.6,49.06,88.54,1.51,40.22,MODERATE
3455,6.08,22.06,54.8,54.62,4.34,28.47,LOW
3456,11.17,9.17,34.49,52.59,6.05,22.95,LOW
3457,2.64,38.81,59.24,22.75,11.82,26.59,LOW
3458,18.88,81.78,61.4,60.31,7.14,46.49,MODERATE
3459,7.51,67.71,62.96,56.72,14.21,41.49,MODERATE
3460,24.28,49.18,44.14,84.78,4.01,42.29,MODERATE
3461,16.95,22.06,37.7,35.87,3.28,23.86,LOW
3462,54.17,7.4,28.14,37.62,28.48,32.45,MODERATE
3463,6.8,30.5,52.61,51.56,6.38,29.59,LOW
3464,9.21,22.06,49.28,20.61,8.21,21.92,LOW
3465,100.0,70.78,59.46,42.01,6.98,60.5,ELEVATED
3466,14.87,45.69,62.96,56.72,14.21,38.92,MODERATE
3467,13.5,32.66,64.55,94.57,7.93,42.92,MODERATE
3468,8.48,39.19,42.71,43.66,6.29,28.17,LOW
3469,15.59,39.19,69.63,63.49,5.5,39.18,MODERATE
3470,32.18,45.69,62.96,56.72,14.21,43.25,MODERATE
3471,10.39,33.91,61.4,60.31,7.14,34.79,MODERATE
3472,15.53,70.78,63.25,50.14,3.97,41.31,MODERATE
3473,20.81,45.69,38.77,75.74,3.32,37.74,MODERATE
3474,22.19,33.91,62.03,35.4,11.62,33.56,MODERATE
3475,24.94,44.42,54.8,54.62,4.34,37.65,MODERATE
3476,9.48,30.65,43.72,62.22,4.4,30.35,MODERATE
3477,49.85,39.87,50.05,54.59,6.49,42.34,MODERATE
3478,18.43,50.43,62.34,56.72,6.72,39.51,MODERATE
3479,12.1,55.29,26.54,32.88,8.7,27.27,LOW
3480,59.96,7.4,56.62,50.18,100.0,52.83,MODERATE
3481,11.86,27.6,61.51,50.38,8.86,32.19,MODERATE
3482,34.28,38.81,34.09,22.41,5.31,28.43,LOW
3483,12.45,50.98,62.34,56.72,6.72,38.13,MODERATE
3484,51.2,50.43,36.79,73.54,2.69,45.36,MODERATE
3485,47.39,9.3,63.25,50.14,3.97,36.98,MODERATE
3486,11.41,41.92,63.25,50.14,3.97,34.51,MODERATE
3487,64.96,30.5,41.57,33.83,3.77,37.99,MODERATE
3488,29.0,9.3,62.34,56.72,6.72,33.93,MODERATE
3489,41.36,45.61,43.21,37.75,6.15,36.58,MODERATE
3490,7.98,31.05,45.68,70.55,5.22,32.23,MODERATE
3491,2.58,9.17,74.84,21.52,9.31,23.15,LOW
3492,0.67,27.6,34.49,52.59,6.05,24.01,LOW
3493,27.29,30.5,47.75,23.78,2.21,27.56,LOW
3494,9.2,30.65,27.39,79.52,5.52,30.64,MODERATE
3495,1.86,79.62,54.8,54.62,4.34,38.92,MODERATE
3496,26.26,55.29,43.41,62.07,2.53,39.1,MODERATE
3497,13.21,67.71,62.96,56.72,14.21,42.91,MODERATE
3498,34.03,35.8,37.97,85.55,7.91,41.56,MODERATE
3499,19.08,54.51,41.57,33.83,3.77,31.32,MODERATE
3500,2.05,70.78,64.62,62.23,1.45,40.26,MODERATE
3501,19.15,50.43,64.55,94.57,7.93,47.89,MODERATE
3502,4.87,77.67,49.06,88.54,1.51,44.5,MODERATE
3503,63.78,45.69,69.63,63.49,5.5,52.53,MODERATE
3504,43.76,81.03,61.34,75.53,1.78,54.79,MODERATE
3505,47.23,28.79,41.04,21.17,0.05,30.01,MODERATE
3506,23.18,30.65,49.08,53.12,1.49,32.59,MODERATE
3507,16.18,27.6,43.21,37.75,6.15,26.68,LOW
3508,27.01,92.37,43.21,37.75,6.15,42.34,MODERATE
3509,43.8,31.05,49.28,20.61,8.21,32.37,MODERATE
3510,34.9,47.08,61.34,75.53,1.78,45.78,MODERATE
3511,34.26,44.85,55.16,54.74,3.55,40.05,MODERATE
3512,10.12,27.6,44.14,84.78,4.01,34.44,MODERATE
3513,33.36,39.19,42.71,43.66,6.29,34.4,MODERATE
3514,25.24,22.06,54.8,54.62,4.34,33.26,MODERATE
3515,13.28,70.78,27.39,79.52,5.52,39.69,MODERATE
3516,5.61,46.27,64.62,62.23,1.45,36.24,MODERATE
3517,35.93,55.28,55.38,71.74,7.53,46.59,MODERATE
3518,2.91,55.29,43.41,62.07,2.53,33.26,MODERATE
3519,3.27,30.5,32.58,28.53,7.36,20.24,LOW
3520,4.61,52.85,23.77,18.02,4.26,20.72,LOW
3521,52.13,54.69,36.79,73.54,2.69,46.44,MODERATE
3522,9.88,13.5,66.25,44.11,5.32,28.04,LOW
3523,11.03,41.92,63.25,50.14,3.97,34.42,MODERATE
3524,26.57,33.91,46.74,32.43,8.08,30.47,MODERATE
3525,5.94,27.6,74.34,80.87,5.45,38.87,MODERATE
3526,16.11,21.89,55.38,71.74,7.53,34.96,MODERATE
3527,32.9,28.79,66.25,44.11,5.32,36.85,MODERATE
3528,29.24,45.61,49.06,88.54,1.51,44.18,MODERATE
3529,21.65,9.3,44.14,84.78,4.01,33.66,MODERATE
3530,50.08,32.66,27.39,79.52,5.52,41.26,MODERATE
3531,8.68,70.78,46.47,69.35,1.31,39.69,MODERATE
3532,19.11,22.06,48.0,31.83,2.74,25.57,LOW
3533,15.09,67.71,52.06,66.65,0.0,41.06,MODERATE
3534,30.99,39.19,69.63,63.49,5.5,43.03,MODERATE
3535,27.94,81.03,36.51,72.54,8.54,46.28,MODERATE
3536,0.42,54.51,45.17,43.38,7.55,29.85,LOW
3537,9.19,81.03,61.34,75.53,1.78,46.14,MODERATE
3538,21.5,52.85,48.0,31.83,2.74,32.32,MODERATE
3539,19.61,30.65,35.93,38.19,7.67,27.0,LOW
3540,34.8,54.69,41.04,21.17,0.05,32.09,MODERATE
3541,35.47,44.42,26.82,39.87,3.59,31.63,MODERATE
3542,2.83,38.81,59.24,22.75,11.82,26.64,LOW
3543,24.39,54.51,47.75,23.78,2.21,31.64,MODERATE
3544,2.42,46.27,52.06,66.65,0.0,33.6,MODERATE
3545,8.54,7.4,62.34,56.72,6.72,28.43,LOW
3546,7.96,50.43,27.39,79.52,5.52,34.29,MODERATE
3547,19.39,50.43,64.55,94.57,7.93,47.95,MODERATE
3548,10.1,50.43,62.34,56.72,6.72,37.43,MODERATE
3549,28.02,7.4,49.06,88.54,1.51,36.23,MODERATE
3550,51.74,31.05,49.28,20.61,8.21,34.35,MODERATE
3551,76.41,55.29,43.41,62.07,2.53,51.63,MODERATE
3552,9.42,35.8,61.51,50.38,8.86,33.22,MODERATE
3553,9.05,79.62,26.82,39.87,3.59,32.06,MODERATE
3554,1.31,39.87,61.4,60.31,7.14,33.72,MODERATE
3555,61.88,13.5,49.79,22.56,7.83,33.81,MODERATE
3556,52.45,50.43,49.08,53.12,1.49,43.86,MODERATE
3557,40.47,7.4,41.57,33.83,3.77,27.25,LOW
3558,39.03,70.78,46.47,69.35,1.31,47.27,MODERATE
3559,1.13,50.43,32.94,31.9,6.06,24.24,LOW
3560,18.13,30.5,46.03,96.31,7.43,40.21,MODERATE
3561,2.78,28.79,41.04,21.17,0.05,18.9,LOW
3562,9.48,50.98,41.44,31.24,6.52,28.08,LOW
3563,18.12,92.37,61.4,60.31,7.14,48.42,MODERATE
3564,20.53,13.5,66.25,44.11,5.32,30.7,MODERATE
3565,2.21,39.19,43.72,62.22,4.4,30.24,MODERATE
3566,20.6,54.69,45.17,43.38,7.55,34.93,MODERATE
3567,55.64,81.78,61.4,60.31,7.14,55.68,ELEVATED
3568,41.16,9.17,32.94,31.9,6.06,26.0,LOW
3569,29.61,35.8,44.39,16.48,3.54,27.27,LOW
3570,83.77,22.06,37.7,35.87,3.28,40.56,MODERATE
3571,12.95,39.19,26.82,39.87,3.59,24.95,LOW
3572,30.16,77.67,55.38,71.74,7.53,49.63,MODERATE
3573,9.87,35.8,43.21,37.75,6.15,26.74,LOW
3574,21.26,77.67,38.77,75.74,3.32,44.25,MODERATE
3575,20.01,70.78,54.8,54.62,4.34,41.69,MODERATE
3576,27.2,39.19,26.82,39.87,3.59,28.51,LOW
3577,7.67,9.17,49.33,36.19,8.62,22.15,LOW
3578,32.7,70.78,74.84,21.52,9.31,43.0,MODERATE
3579,21.77,27.6,55.38,71.74,7.53,37.52,MODERATE
3580,13.24,49.18,23.77,18.02,4.26,22.14,LOW
3581,46.61,50.43,32.94,31.9,6.06,35.62,MODERATE
3582,66.74,39.87,34.3,19.13,10.61,36.94,MODERATE
3583,49.82,81.03,64.25,82.95,6.21,59.03,ELEVATED
3584,13.34,44.85,34.09,22.41,5.31,24.4,LOW
3585,13.93,47.08,43.87,39.72,19.26,32.51,MODERATE
3586,1.89,54.69,54.79,31.06,8.54,29.86,LOW
3587,3.06,45.61,55.38,71.74,7.53,36.44,MODERATE
3588,100.0,79.62,46.47,69.35,1.31,64.28,ELEVATED
3589,19.83,39.19,36.51,72.54,8.54,35.88,MODERATE
3590,3.19,9.17,46.47,69.35,1.31,25.99,LOW
3591,35.03,79.62,62.83,59.7,4.82,49.91,MODERATE
3592,11.75,30.5,46.03,96.31,7.43,38.62,MODERATE
3593,41.21,9.17,61.63,40.68,4.75,33.31,MODERATE
3594,1.98,79.62,43.42,67.64,5.36,39.43,MODERATE
3595,23.48,45.61,64.25,82.95,6.21,45.36,MODERATE
3596,55.3,13.5,26.82,39.87,3.59,30.4,MODERATE
3597,31.87,44.42,63.25,50.14,3.97,40.13,MODERATE
3598,16.74,46.27,46.47,69.35,1.31,36.8,MODERATE
3599,9.83,81.78,56.62,50.18,100.0,55.17,ELEVATED
3600,14.39,44.85,55.16,54.74,3.55,35.08,MODERATE
3601,5.52,81.78,61.4,60.31,7.14,43.15,MODERATE
3602,47.76,13.5,49.79,22.56,7.83,30.29,MODERATE
3603,37.17,35.8,52.61,51.56,6.38,38.24,MODERATE
3604,11.04,45.61,43.21,37.75,6.15,29.0,LOW
3605,24.19,47.08,64.62,62.23,1.45,41.05,MODERATE
3606,19.42,50.98,35.93,38.19,7.67,31.02,MODERATE
3607,7.12,39.87,27.73,28.53,9.45,22.42,LOW
3608,9.05,50.43,62.34,56.72,6.72,37.17,MODERATE
3609,31.78,32.66,36.51,72.54,8.54,37.57,MODERATE
3610,33.48,49.18,23.77,18.02,4.26,27.2,LOW
3611,23.07,45.61,38.07,12.64,8.6,26.32,LOW
3612,99.93,55.28,44.14,84.78,4.01,62.43,ELEVATED
3613,6.55,54.69,59.46,42.01,6.98,33.92,MODERATE
3614,18.43,49.18,44.14,84.78,4.01,40.83,MODERATE
3615,3.59,67.71,49.79,22.56,7.83,30.08,MODERATE
3616,0.22,81.78,56.62,50.18,100.0,52.77,MODERATE
3617,29.98,81.78,40.07,84.98,2.17,49.19,MODERATE
3618,19.24,27.8,64.25,82.95,6.21,40.74,MODERATE
3619,0.17,33.91,49.79,22.56,7.83,22.47,LOW
3620,19.64,55.29,44.94,41.99,4.2,33.98,MODERATE
3621,7.56,13.5,45.17,43.38,7.55,23.43,LOW
3622,1.71,7.4,62.34,56.72,6.72,26.73,LOW
3623,21.84,27.8,49.06,88.54,1.51,38.77,MODERATE
3624,20.25,45.61,38.07,12.64,8.6,25.62,LOW
3625,9.46,54.69,36.79,73.54,2.69,35.77,MODERATE
3626,10.78,30.5,41.57,33.83,3.77,24.44,LOW
3627,38.24,52.85,64.62,62.23,1.45,45.72,MODERATE
3628,22.51,9.17,40.22,58.67,10.3,28.78,LOW
3629,35.51,27.8,49.06,88.54,1.51,42.18,MODERATE
3630,3.43,52.85,61.4,60.31,7.14,36.84,MODERATE
3631,15.28,50.98,40.07,84.98,2.17,39.35,MODERATE
3632,11.67,39.19,67.09,69.3,9.98,39.53,MODERATE
3633,13.27,81.03,54.59,66.05,6.77,44.67,MODERATE
3634,7.05,9.17,50.05,54.59,6.49,25.5,LOW
3635,9.27,92.37,44.14,84.78,4.01,47.18,MODERATE
3636,1.5,35.8,37.97,85.55,7.91,33.42,MODERATE
3637,45.56,55.29,34.3,19.13,10.61,34.72,MODERATE
3638,46.19,45.61,55.16,54.74,3.55,43.18,MODERATE
3639,9.76,30.65,49.79,22.56,7.83,24.21,LOW
3640,24.5,46.27,26.82,39.87,3.59,29.25,LOW
3641,22.04,49.18,40.07,84.98,2.17,40.68,MODERATE
3642,29.47,9.17,50.05,54.59,6.49,31.1,MODERATE
3643,9.02,46.27,53.94,66.16,1.04,35.68,MODERATE
3644,24.93,46.27,46.43,78.47,6.48,41.44,MODERATE
3645,24.45,55.28,27.73,28.53,9.45,29.84,LOW
3646,42.85,22.06,49.28,20.61,8.21,30.33,MODERATE
3647,2.69,50.43,32.94,31.9,6.06,24.63,LOW
3648,20.36,21.89,43.72,62.22,4.4,31.32,MODERATE
3649,9.15,7.4,74.34,80.87,5.45,35.63,MODERATE
3650,6.91,35.8,67.09,69.3,9.98,37.66,MODERATE
3651,7.28,22.06,38.77,75.74,3.32,29.63,LOW
3652,6.93,55.29,34.3,19.13,10.61,25.07,LOW
3653,2.19,55.29,43.72,62.22,4.4,33.45,MODERATE
3654,28.08,49.18,47.71,75.92,5.14,42.35,MODERATE
3655,16.76,27.6,34.49,52.59,6.05,28.03,LOW
3656,5.8,39.87,49.28,20.61,8.21,24.63,LOW
3657,5.8,28.79,37.7,35.87,3.28,22.41,LOW
3658,55.72,55.29,55.74,73.6,6.83,51.88,MODERATE
3659,100.0,54.51,47.81,43.54,7.25,55.26,ELEVATED
3660,57.38,30.5,34.09,22.41,5.31,32.54,MODERATE
3661,45.48,92.37,34.3,19.13,10.61,42.12,MODERATE
3662,26.45,49.18,55.38,71.74,7.53,43.0,MODERATE
3663,17.26,33.91,49.79,22.56,7.83,26.74,LOW
3664,27.88,70.78,74.84,21.52,9.31,41.8,MODERATE
3665,0.4,9.3,62.83,59.7,4.82,27.19,LOW
3666,4.92,44.42,26.82,39.87,3.59,23.99,LOW
3667,19.65,70.78,63.25,50.14,3.97,42.34,MODERATE
3668,11.0,38.81,34.09,22.41,5.31,22.61,LOW
3669,17.6,30.5,41.57,33.83,3.77,26.15,LOW
3670,10.84,30.5,64.62,62.23,1.45,34.4,MODERATE
3671,1.34,50.43,49.08,53.12,1.49,31.09,MODERATE
3672,2.56,30.65,37.2,33.49,4.35,21.56,LOW
3673,26.76,55.28,62.83,59.7,4.82,42.98,MODERATE
3674,46.04,92.37,43.21,37.75,6.15,47.1,MODERATE
3675,29.83,52.85,40.22,58.67,10.3,39.35,MODERATE
3676,2.35,22.06,33.99,44.43,2.53,21.06,LOW
3677,5.63,21.89,43.72,62.22,4.4,27.63,LOW
3678,20.86,81.78,63.25,50.14,3.97,44.85,MODERATE
3679,19.5,81.78,46.47,69.35,1.31,44.59,MODERATE
3680,40.59,70.78,40.07,84.98,2.17,49.64,MODERATE
3681,5.09,27.6,55.38,71.74,7.53,33.35,MODERATE
3682,21.1,44.42,36.69,13.35,13.11,26.13,LOW
3683,63.76,50.98,48.0,31.83,2.74,42.51,MODERATE
3684,50.86,30.65,44.14,84.78,4.01,45.23,MODERATE
3685,34.57,92.37,46.47,69.35,1.31,50.48,MODERATE
3686,47.05,9.17,49.33,36.19,8.62,31.99,MODERATE
3687,25.07,30.65,63.25,50.14,3.97,35.67,MODERATE
3688,2.2,92.37,43.21,37.75,6.15,36.14,MODERATE
3689,64.01,52.85,64.62,62.23,1.45,52.16,MODERATE
3690,4.43,46.27,53.94,66.16,1.04,34.54,MODERATE
3691,42.05,13.5,56.62,50.18,100.0,49.57,MODERATE
3692,29.28,55.29,43.72,62.22,4.4,40.23,MODERATE
3693,20.43,81.03,36.51,72.54,8.54,44.4,MODERATE
3694,10.77,50.43,49.28,20.61,8.21,27.99,LOW
3695,25.7,7.4,49.06,88.54,1.51,35.65,MODERATE
3696,8.92,47.08,64.62,62.23,1.45,37.23,MODERATE
3697,32.67,79.62,43.42,67.64,5.36,47.1,MODERATE
3698,27.69,39.19,67.09,69.3,9.98,43.54,MODERATE
3699,30.79,47.08,61.34,75.53,1.78,44.76,MODERATE
3700,7.54,30.65,63.25,50.14,3.97,31.29,MODERATE
3701,30.21,81.03,49.06,88.54,1.51,51.5,MODERATE
3702,47.8,45.61,44.39,16.48,3.54,33.78,MODERATE
3703,41.13,50.98,35.93,38.19,7.67,36.45,MODERATE
3704,27.63,7.4,56.62,50.18,100.0,44.75,MODERATE
3705,5.26,55.28,62.83,59.7,4.82,37.6,MODERATE
3706,2.93,44.42,28.14,37.62,28.48,27.04,LOW
3707,10.68,92.37,34.3,19.13,10.61,33.42,MODERATE
3708,13.58,81.03,36.51,72.54,8.54,42.69,MODERATE
3709,9.35,50.98,40.07,84.98,2.17,37.87,MODERATE
3710,22.64,45.61,42.71,43.66,6.29,33.0,MODERATE
3711,13.51,49.18,54.8,54.62,4.34,35.75,MODERATE
3712,18.07,54.69,53.94,66.16,1.04,39.63,MODERATE
3713,0.56,33.91,46.74,32.43,8.08,23.97,LOW
3714,38.0,77.67,63.25,50.14,3.97,48.31,MODERATE
3715,9.13,33.91,27.73,28.53,9.45,21.74,LOW
3716,76.14,35.8,67.09,69.3,9.98,54.97,MODERATE
3717,33.77,38.81,61.69,65.14,8.5,42.85,MODERATE
3718,28.29,45.61,44.39,16.48,3.54,28.9,LOW
3719,52.36,55.29,46.47,69.35,1.31,47.51,MODERATE
3720,3.63,50.98,26.82,39.87,3.59,24.98,LOW
3721,25.31,30.5,32.58,28.53,7.36,25.75,LOW
3722,14.72,45.61,46.74,32.43,8.08,29.85,LOW
3723,17.93,30.65,35.93,38.19,7.67,26.58,LOW
3724,24.55,46.27,46.47,69.35,1.31,38.75,MODERATE
3725,13.7,46.27,32.94,31.9,6.06,26.56,LOW
3726,65.99,52.85,61.4,60.31,7.14,52.48,MODERATE
3727,100.0,45.69,41.04,21.17,0.05,46.59,MODERATE
3728,31.41,50.43,37.2,33.49,4.35,32.73,MODERATE
3729,3.79,31.05,43.87,39.72,19.26,26.77,LOW
3730,33.72,55.28,62.83,59.7,4.82,44.72,MODERATE
3731,43.37,35.8,52.61,51.56,6.38,39.79,MODERATE
3732,100.0,35.8,55.74,73.6,6.83,59.05,ELEVATED
3733,4.21,7.4,43.41,62.07,2.53,24.01,LOW
3734,8.65,35.8,44.39,16.48,3.54,22.03,LOW
3735,51.88,44.42,45.14,30.75,2.65,37.43,MODERATE
3736,23.18,45.61,43.21,37.75,6.15,32.03,MODERATE
3737,8.34,50.43,27.39,79.52,5.52,34.38,MODERATE
3738,7.12,47.08,64.62,62.23,1.45,36.78,MODERATE
3739,18.76,41.92,37.7,35.87,3.28,28.28,LOW
3740,8.06,39.19,53.49,50.77,10.04,32.21,MODERATE
3741,11.23,79.62,62.83,59.7,4.82,43.96,MODERATE
3742,46.44,92.37,61.4,60.31,7.14,55.5,ELEVATED
3743,39.65,81.78,46.47,69.35,1.31,49.63,MODERATE
3744,94.85,77.67,63.25,50.14,3.97,62.52,ELEVATED
3745,2.45,50.43,44.65,72.77,3.22,34.67,MODERATE
3746,3.88,47.08,61.63,40.68,4.75,31.56,MODERATE
3747,17.39,39.19,43.72,62.22,4.4,34.03,MODERATE
3748,26.75,50.43,44.65,72.77,3.22,40.74,MODERATE
3749,13.14,9.3,46.14,60.26,0.85,26.55,LOW
3750,45.25,32.66,61.4,60.31,7.14,43.26,MODERATE
3751,51.17,9.3,62.83,59.7,4.82,39.88,MODERATE
3752,38.29,50.43,62.34,56.72,6.72,44.48,MODERATE
3753,23.03,49.18,49.33,36.19,8.62,33.99,MODERATE
3754,14.04,55.29,34.3,19.13,10.61,26.84,LOW
3755,34.72,54.51,74.34,80.87,5.45,51.44,MODERATE
3756,17.74,27.6,45.17,43.38,7.55,28.8,LOW
3757,39.38,44.42,61.51,50.38,8.86,42.44,MODERATE
3758,82.69,79.62,45.17,43.38,7.55,55.44,ELEVATED
3759,5.2,39.87,62.23,24.09,4.71,27.24,LOW
3760,6.47,81.78,45.96,28.05,13.05,34.73,MODERATE
3761,2.83,30.65,43.72,62.22,4.4,28.69,LOW
3762,1.84,55.29,43.72,62.22,4.4,33.37,MODERATE
3763,12.58,81.03,35.93,38.19,7.67,35.32,MODERATE
3764,47.3,55.29,34.3,19.13,10.61,35.16,MODERATE
3765,29.52,67.71,49.79,22.56,7.83,36.57,MODERATE
3766,49.09,27.6,36.51,72.54,8.54,40.88,MODERATE
3767,24.69,45.61,64.25,82.95,6.21,45.67,MODERATE
3768,33.78,45.69,62.96,56.72,14.21,43.65,MODERATE
3769,32.21,39.87,54.59,66.05,6.77,41.17,MODERATE
3770,34.35,50.98,35.93,38.19,7.67,34.76,MODERATE
3771,100.0,13.5,61.34,75.53,1.78,55.34,ELEVATED
3772,7.06,50.43,49.79,22.56,7.83,27.5,LOW
3773,32.17,32.66,64.55,94.57,7.93,47.59,MODERATE
3774,9.83,27.6,44.14,84.78,4.01,34.36,MODERATE
3775,21.61,92.37,34.3,19.13,10.61,36.15,MODERATE
3776,11.86,52.85,61.4,60.31,7.14,38.95,MODERATE
3777,4.3,46.27,26.82,39.87,3.59,24.2,LOW
3778,22.6,30.5,47.75,23.78,2.21,26.39,LOW
3779,17.17,7.4,56.62,50.18,100.0,42.13,MODERATE
3780,16.15,44.85,55.16,54.74,3.55,35.52,MODERATE
3781,4.41,21.89,43.72,62.22,4.4,27.33,LOW
3782,5.19,41.92,37.97,85.55,7.91,35.57,MODERATE
3783,24.09,45.61,55.38,71.74,7.53,41.7,MODERATE
3784,24.78,39.19,67.09,69.3,9.98,42.81,MODERATE
3785,22.59,81.78,59.46,42.01,6.98,43.34,MODERATE
3786,16.85,50.98,62.34,56.72,6.72,39.23,MODERATE
3787,15.45,67.71,26.54,32.88,8.7,30.59,MODERATE
3788,18.9,7.4,41.44,31.24,6.52,21.72,LOW
3789,87.0,45.69,62.96,56.72,14.21,56.95,ELEVATED
3790,3.51,50.43,64.55,94.57,7.93,43.98,MODERATE
3791,95.44,30.5,38.77,75.74,3.32,53.36,MODERATE
3792,18.11,39.19,67.09,69.3,9.98,41.14,MODERATE
3793,26.57,55.28,55.38,71.74,7.53,44.25,MODERATE
3794,0.54,67.71,36.79,73.54,2.69,36.15,MODERATE
3795,36.09,77.67,63.25,50.14,3.97,47.83,MODERATE
3796,2.45,9.17,37.97,85.55,7.91,28.34,LOW
3797,5.46,45.61,38.77,75.74,3.32,33.89,MODERATE
3798,14.92,50.98,44.65,72.77,3.22,37.89,MODERATE
3799,30.19,45.61,56.62,50.18,100.0,53.03,MODERATE
3800,5.72,28.79,49.79,22.56,7.83,22.83,LOW
3801,100.0,13.5,61.51,50.38,8.86,51.41,MODERATE
3802,27.92,70.78,66.25,44.11,5.32,44.01,MODERATE
3803,100.0,31.05,44.94,41.99,4.2,49.22,MODERATE
3804,25.25,55.28,34.49,52.59,6.05,35.69,MODERATE
3805,10.52,27.8,50.05,54.59,6.49,30.09,MODERATE
3806,59.19,35.8,67.09,69.3,9.98,50.73,MODERATE
3807,17.58,39.19,28.14,37.62,28.48,29.66,LOW
3808,3.08,30.65,49.79,22.56,7.83,22.54,LOW
3809,100.0,46.27,52.06,66.65,0.0,58.0,ELEVATED
3810,7.92,30.65,33.99,44.43,2.53,24.17,LOW
3811,16.31,49.18,54.8,54.62,4.34,36.45,MODERATE
3812,13.9,50.98,41.44,31.24,6.52,29.18,LOW
3813,8.07,35.8,37.97,85.55,7.91,35.07,MODERATE
3814,17.9,55.29,43.41,62.07,2.53,37.01,MODERATE
3815,1.51,22.06,48.0,31.83,2.74,21.17,LOW
3816,17.21,79.62,62.83,59.7,4.82,45.46,MODERATE
3817,28.83,35.8,26.82,39.87,3.59,28.24,LOW
3818,2.25,55.28,61.63,40.68,4.75,32.79,MODERATE
3819,26.43,7.4,56.62,50.18,100.0,44.45,MODERATE
3820,5.3,50.43,64.55,94.57,7.93,44.42,MODERATE
3821,60.27,31.05,34.3,19.13,10.61,33.55,MODERATE
3822,23.48,13.5,37.97,85.55,7.91,34.46,MODERATE
3823,51.22,44.42,44.94,41.99,4.2,39.7,MODERATE
3824,28.92,32.66,49.86,55.73,6.34,35.83,MODERATE
3825,4.4,30.5,52.61,51.56,6.38,28.99,LOW
3826,50.1,9.3,62.83,59.7,4.82,39.62,MODERATE
3827,33.14,67.71,55.74,73.6,6.83,48.72,MODERATE
3828,4.68,47.08,59.24,22.75,11.82,28.76,LOW
3829,22.75,55.29,43.72,62.22,4.4,38.59,MODERATE
3830,8.03,33.91,42.71,43.66,6.29,27.01,LOW
3831,0.35,52.85,40.22,58.67,10.3,31.98,MODERATE
3832,23.54,9.17,40.22,58.67,10.3,29.04,LOW
3833,18.53,92.37,46.47,69.35,1.31,46.47,MODERATE
3834,31.4,52.85,61.4,60.31,7.14,43.83,MODERATE
3835,33.93,7.4,49.06,88.54,1.51,37.71,MODERATE
3836,18.13,41.92,37.7,35.87,3.28,28.12,LOW
3837,12.76,70.78,66.25,44.11,5.32,40.22,MODERATE
3838,30.99,44.42,40.22,58.67,10.3,37.95,MODERATE
3839,11.3,77.67,63.25,50.14,3.97,41.63,MODERATE
3840,17.09,81.78,61.4,60.31,7.14,46.04,MODERATE
3841,18.09,47.08,64.62,62.23,1.45,39.53,MODERATE
3842,19.87,31.05,26.54,32.88,8.7,24.37,LOW
3843,39.17,54.69,36.51,72.54,8.54,43.82,MODERATE
3844,32.97,44.42,28.14,37.62,28.48,34.55,MODERATE
3845,48.49,77.67,64.62,62.23,1.45,53.24,MODERATE
3846,24.91,30.5,43.41,62.07,2.53,33.8,MODERATE
3847,1.47,27.6,64.55,94.57,7.93,38.9,MODERATE
3848,29.66,7.4,49.06,88.54,1.51,36.64,MODERATE
3849,63.62,54.69,54.79,31.06,8.54,45.29,MODERATE
3850,7.51,52.85,64.62,62.23,1.45,38.03,MODERATE
3851,6.13,30.65,40.07,84.98,2.17,33.0,MODERATE
3852,29.37,39.87,35.93,38.19,7.67,31.29,MODERATE
3853,16.95,46.27,52.06,66.65,0.0,37.23,MODERATE
3854,22.73,27.6,36.51,72.54,8.54,34.29,MODERATE
