listing_id,property_id,listing_date,asking_price,status,days_on_market,price_change_pct
6349,4016,2025-04-05,12009000.0,Expired,21,-2.17
6350,239,2025-01-22,16936000.0,Sold,106,-3.6
6351,205,2026-01-28,6009000.0,Sold,91,-2.66
6352,2608,2024-03-17,13133000.0,Sold,98,-0.35
6353,5553,2023-08-28,18426000.0,Expired,44,-2.07
6354,4341,2023-12-31,9527000.0,Active,114,-0.76
6355,4928,2026-07-29,11545000.0,Active,107,5.67
6356,3389,2023-11-27,11479000.0,Active,50,1.57
6357,2973,2025-02-10,16121000.0,Active,28,-2.95
6358,4391,2026-04-13,6936000.0,Sold,6,-2.12
6359,2688,2023-11-25,14400000.0,Active,56,-2.74
6360,4952,2023-09-20,10493000.0,Sold,90,2.47
6361,7450,2023-12-12,13008000.0,Active,190,-5.49
6362,6161,2025-08-01,15725000.0,Sold,129,1.9
6363,4167,2023-09-29,15480000.0,Active,118,-3.31
6364,5389,2023-12-11,21672000.0,Withdrawn,61,-2.45
6365,1349,2024-01-04,16092000.0,Active,5,-0.87
6366,7962,2024-04-09,7008000.0,Expired,135,-0.83
6367,4401,2024-04-18,14255000.0,Sold,126,-4.46
6368,7619,2023-11-27,8918000.0,Expired,27,-1.55
6369,5127,2026-06-28,6213000.0,Sold,145,5.69
6370,5434,2025-07-12,15000000.0,Active,5,-0.06
6371,817,2025-08-01,8454000.0,Sold,174,-0.67
6372,5223,2024-12-30,9825000.0,Active,181,-1.37
6373,821,2023-09-21,6806000.0,Sold,77,-0.43
6374,193,2024-05-13,12215000.0,Sold,5,-1.84
6375,1777,2024-08-02,8369000.0,Sold,150,1.37
6376,3646,2025-05-24,9493000.0,Sold,67,4.6
6377,4625,2024-09-14,16143000.0,Expired,142,-2.22
6378,6315,2026-02-24,10963000.0,Active,154,-1.64
6379,7705,2024-05-30,17716000.0,Withdrawn,47,-0.4
6380,251,2023-09-22,11108000.0,Active,129,-0.13
6381,1789,2025-05-05,9254000.0,Active,43,-4.86
6382,7555,2025-08-18,13701000.0,Active,38,0.49
6383,7375,2026-03-10,13476000.0,Expired,105,-7.74
6384,6685,2026-06-04,8713000.0,Sold,21,-0.06
6385,3701,2026-05-14,6884000.0,Sold,51,3.31
6386,6123,2024-07-03,14952000.0,Sold,133,-3.05
6387,2464,2024-01-09,10242000.0,Sold,5,-0.18
6388,6938,2024-10-30,14427000.0,Active,5,6.53
6389,5500,2023-10-21,15275000.0,Active,92,-8.16
6390,1168,2026-04-26,14819000.0,Sold,67,-2.03
6391,6169,2024-12-11,6632000.0,Active,28,-0.54
6392,3894,2026-02-03,7479000.0,Sold,62,-2.94
6393,6812,2024-01-29,13014000.0,Active,83,0.75
6394,1097,2024-07-03,20716000.0,Active,39,-4.18
6395,2680,2024-01-01,19630000.0,Active,122,-0.88
6396,1848,2026-03-30,12006000.0,Active,159,-7.05
6397,3905,2024-04-01,13276000.0,Active,41,-1.59
6398,7261,2025-12-02,18156000.0,Active,58,-1.45
6399,505,2024-02-25,11250000.0,Active,91,0.05
6400,1622,2026-07-07,22189000.0,Expired,81,-4.78
6401,6480,2025-10-03,9281000.0,Sold,93,-7.13
6402,2473,2026-02-28,17253000.0,Expired,94,-2.71
6403,2547,2026-02-21,12812000.0,Active,93,5.0
6404,1388,2024-05-23,4890000.0,Active,5,2.02
6405,2995,2026-08-18,18070000.0,Withdrawn,61,-0.1
6406,6774,2024-08-01,5363000.0,Withdrawn,60,-4.37
6407,3817,2024-07-04,16563000.0,Withdrawn,74,1.94
6408,5319,2024-10-26,5870000.0,Active,13,-3.98
6409,718,2024-12-10,9051000.0,Active,5,-0.92
6410,3485,2024-06-16,8654000.0,Active,88,5.23
6411,4435,2025-11-22,3612000.0,Active,57,6.9
6412,659,2024-01-26,9024000.0,Active,81,-0.9
6413,5058,2024-04-26,9589000.0,Sold,54,3.39
6414,4009,2026-02-28,15319000.0,Sold,107,3.12
6415,4525,2025-07-26,10031000.0,Withdrawn,126,-1.89
6416,7951,2026-04-26,10188000.0,Sold,85,-6.58
6417,4995,2026-04-13,12353000.0,Active,120,-3.07
6418,4235,2024-01-05,12889000.0,Active,77,-2.2
6419,3765,2023-11-08,13597000.0,Active,35,-5.77
6420,2990,2023-11-14,9784000.0,Withdrawn,41,-0.99
6421,4638,2026-05-24,10891000.0,Expired,39,-0.19
6422,2105,2024-06-01,11133000.0,Sold,31,-6.19
6423,1256,2023-10-19,6610000.0,Withdrawn,106,0.87
6424,6802,2025-03-10,11724000.0,Sold,24,-2.78
6425,2483,2026-06-25,3259000.0,Active,7,-3.86
6426,384,2025-06-04,10590000.0,Expired,71,-0.06
6427,2608,2024-09-04,13133000.0,Sold,106,-6.3
6428,194,2025-07-08,8647000.0,Active,141,-2.15
6429,3808,2024-08-24,8557000.0,Withdrawn,110,0.21
6430,3720,2024-01-30,14131000.0,Active,60,0.33
6431,2582,2024-06-20,12896000.0,Expired,5,-0.45
6432,2566,2025-09-13,14265000.0,Sold,145,2.11
6433,2764,2024-10-21,6743000.0,Sold,45,-6.31
6434,2799,2024-01-27,9145000.0,Expired,5,-2.83
6435,6329,2026-03-03,11235000.0,Sold,162,-2.41
6436,5992,2025-02-12,9489000.0,Withdrawn,83,1.68
6437,2340,2024-11-27,12855000.0,Sold,62,-1.06
6438,3407,2024-08-09,12857000.0,Active,104,-7.95
6439,732,2025-12-01,12816000.0,Expired,48,1.99
6440,6260,2024-05-02,15297000.0,Active,5,-2.86
6441,2873,2026-06-22,10576000.0,Sold,61,-4.4
6442,3121,2025-11-21,14660000.0,Expired,96,-7.4
6443,4781,2024-06-11,15081000.0,Sold,92,-4.68
6444,4178,2026-01-04,10079000.0,Sold,51,-2.67
6445,6978,2023-08-30,15851000.0,Expired,70,-3.3
6446,6477,2023-09-25,13222000.0,Sold,97,-6.88
6447,2605,2024-08-08,15219000.0,Active,70,-0.76
6448,2383,2026-02-05,8326000.0,Sold,69,1.87
6449,532,2023-12-11,11976000.0,Active,84,-1.45
6450,6080,2025-09-15,19842000.0,Withdrawn,70,-3.1
6451,4317,2024-04-09,16615000.0,Sold,101,1.32
6452,635,2026-07-29,12750000.0,Sold,87,-5.99
6453,1770,2026-06-02,10522000.0,Sold,71,-1.48
6454,3805,2023-12-12,16304000.0,Expired,158,-4.75
6455,2371,2024-04-21,16598000.0,Sold,42,-7.29
6456,5971,2025-08-28,12425000.0,Active,46,-6.59
6457,3,2025-07-22,12757000.0,Sold,43,-2.8
6458,5814,2025-11-11,16211000.0,Expired,68,1.47
6459,206,2026-01-01,14342000.0,Expired,63,-6.43
6460,5952,2025-07-13,9608000.0,Active,93,-6.51
6461,4136,2025-11-26,16771000.0,Active,133,-0.99
6462,6203,2023-09-02,12346000.0,Sold,109,-0.48
6463,7095,2025-02-14,9686000.0,Sold,59,-0.27
6464,2622,2025-06-06,10452000.0,Sold,19,2.78
6465,4740,2025-09-07,14406000.0,Active,110,-0.65
6466,5627,2025-07-20,12305000.0,Withdrawn,88,-6.63
6467,7740,2025-03-28,16794000.0,Sold,86,2.23
6468,6004,2025-05-12,8534000.0,Sold,50,-5.56
6469,2891,2025-09-08,9226000.0,Sold,134,-2.88
6470,3194,2024-08-06,11474000.0,Sold,8,-0.56
6471,7647,2025-11-16,35612500.0,Sold,5,-5.97
6472,2667,2023-10-17,5722000.0,Sold,109,0.16
6473,6240,2025-04-21,20186000.0,Expired,50,-1.66
6474,7582,2025-12-06,12884000.0,Sold,120,-1.13
6475,3307,2024-04-25,13818000.0,Active,88,-2.17
6476,898,2023-09-04,18355000.0,Expired,69,-2.65
6477,1086,2023-12-14,10709000.0,Sold,5,-4.83
6478,1280,2025-08-27,6595000.0,Withdrawn,118,1.6
6479,6705,2025-07-14,16299000.0,Active,75,2.7
6480,7049,2026-07-14,13617000.0,Withdrawn,128,0.16
6481,6492,2025-07-20,12189000.0,Sold,37,-0.78
6482,671,2025-02-05,8748000.0,Active,44,-3.05
6483,7292,2026-02-23,15185000.0,Sold,86,3.53
6484,1506,2024-05-09,13731000.0,Active,5,-4.37
6485,6461,2024-06-08,8544000.0,Sold,88,-5.44
6486,3576,2024-04-20,22535000.0,Active,96,-4.6
6487,4815,2026-08-04,20625000.0,Sold,34,-6.07
6488,5168,2026-02-14,16342000.0,Sold,87,-2.98
6489,7577,2026-03-15,12551000.0,Active,70,0.51
6490,1956,2025-01-14,6196000.0,Withdrawn,94,-3.35
6491,5256,2024-12-05,16342000.0,Withdrawn,27,-4.75
6492,7369,2025-06-10,16885000.0,Sold,63,0.05
6493,250,2023-09-26,12964000.0,Active,67,-1.02
6494,6458,2025-08-17,21542000.0,Active,113,-2.48
6495,1893,2025-02-20,10364000.0,Active,60,2.33
6496,3440,2024-09-17,8893000.0,Sold,148,2.38
6497,7597,2026-02-21,6451000.0,Active,47,1.34
6498,1854,2024-09-20,11336000.0,Expired,117,2.69
6499,2855,2024-05-10,9855000.0,Active,59,-2.74
6500,1504,2025-08-18,10412000.0,Active,119,-1.54
6501,3386,2026-02-27,10399000.0,Active,35,-0.39
6502,3572,2025-01-31,12224000.0,Active,120,-7.0
6503,3793,2026-03-22,12519000.0,Sold,126,1.77
6504,3427,2023-10-12,19582000.0,Active,18,-1.24
6505,6629,2026-08-01,14309000.0,Active,174,1.99
6506,5331,2026-01-07,6210000.0,Expired,119,3.44
6507,7872,2024-04-10,12950000.0,Expired,108,-0.35
6508,44,2023-09-09,5628000.0,Sold,82,-3.55
6509,3613,2026-05-15,12918000.0,Active,106,-4.23
6510,2619,2023-12-24,8565000.0,Sold,63,-2.37
6511,4679,2024-08-12,13005000.0,Active,92,-2.95
6512,3164,2024-10-29,25803000.0,Active,5,1.64
6513,1289,2025-05-08,13326000.0,Sold,109,-2.27
6514,2943,2024-12-22,14185000.0,Sold,191,-4.46
6515,220,2025-07-26,7415000.0,Withdrawn,75,2.39
6516,1926,2025-11-05,15892000.0,Sold,43,-0.51
6517,2973,2024-09-15,16121000.0,Sold,70,2.22
6518,3514,2025-04-29,10075000.0,Withdrawn,112,-4.73
6519,2449,2024-08-12,13773000.0,Sold,71,-1.35
6520,3472,2025-12-30,11715000.0,Active,91,-1.19
6521,2775,2026-06-13,12017000.0,Sold,117,-0.32
6522,991,2023-09-24,15372000.0,Active,66,-0.27
6523,2947,2024-09-06,19511000.0,Withdrawn,5,0.25
6524,1813,2026-05-26,22165000.0,Expired,55,-2.63
6525,7744,2024-02-03,9060000.0,Sold,58,1.36
6526,4954,2023-11-01,24276000.0,Active,5,-7.43
6527,804,2024-06-07,10718000.0,Active,59,2.27
6528,490,2025-10-27,17171000.0,Sold,44,-2.58
6529,3557,2024-10-21,5104000.0,Expired,43,-2.49
6530,5877,2025-02-23,19148000.0,Sold,129,3.44
6531,1494,2024-10-27,12907000.0,Sold,79,-5.77
6532,3646,2024-04-01,9493000.0,Sold,99,-8.43
6533,7082,2026-04-09,9800000.0,Sold,86,1.84
6534,2892,2025-06-13,14307000.0,Sold,18,4.32
6535,1706,2026-04-23,8595000.0,Active,129,-7.31
6536,3517,2024-06-30,2911000.0,Withdrawn,30,-7.34
6537,3341,2024-11-28,15544000.0,Active,18,-1.69
6538,6411,2025-07-16,9451000.0,Sold,111,0.86
6539,54,2023-11-27,11218000.0,Withdrawn,63,-0.51
6540,2576,2024-09-02,10386000.0,Sold,59,-1.09
6541,3592,2024-06-10,7252000.0,Sold,5,0.61
6542,616,2026-01-26,12946000.0,Active,35,0.16
6543,5179,2025-10-18,13607000.0,Sold,94,-1.74
6544,5945,2026-05-26,11235000.0,Active,5,-1.79
6545,7208,2025-07-17,11842000.0,Withdrawn,120,3.24
6546,7405,2026-06-04,8132000.0,Sold,84,0.42
6547,955,2024-10-10,11418000.0,Active,39,-0.09
6548,2434,2025-11-07,11405000.0,Active,67,0.13
6549,1630,2025-03-04,15549000.0,Active,74,-8.6
6550,2782,2026-04-23,11414000.0,Sold,20,-0.56
6551,6860,2025-06-20,9540000.0,Active,62,0.79
6552,650,2025-03-01,8357000.0,Active,58,1.03
6553,2348,2025-03-25,13628000.0,Sold,188,-4.92
6554,4491,2025-11-03,6712000.0,Active,80,1.2
6555,3279,2025-08-08,15658000.0,Sold,47,-1.59
6556,5456,2024-10-24,8979000.0,Active,72,0.69
6557,2641,2026-01-11,11458000.0,Withdrawn,62,-0.08
6558,3802,2023-11-25,9690000.0,Sold,51,-4.51
6559,2562,2024-01-01,6481000.0,Sold,89,-0.89
6560,3250,2026-07-07,11300000.0,Sold,63,-5.1
6561,6540,2026-02-05,8697000.0,Sold,61,-4.29
6562,371,2025-01-05,10736000.0,Active,99,0.57
6563,858,2025-05-19,13048000.0,Sold,74,0.98
6564,4887,2025-06-10,21965000.0,Sold,71,-3.52
6565,4754,2026-04-08,7466000.0,Withdrawn,76,-2.22
6566,7486,2024-01-29,10494000.0,Sold,107,-1.72
6567,6880,2026-02-10,18036000.0,Expired,35,-3.64
6568,5489,2024-02-11,10369000.0,Withdrawn,69,0.29
6569,384,2024-05-10,10590000.0,Active,103,-3.7
6570,6206,2023-11-17,10177000.0,Sold,142,-7.04
6571,3878,2024-08-14,6082000.0,Sold,42,-6.17
6572,2553,2025-02-02,5459000.0,Expired,76,1.69
6573,4335,2024-01-17,15099000.0,Active,83,-8.64
6574,4291,2023-08-22,9211000.0,Sold,123,-4.11
6575,2726,2025-09-14,6721000.0,Active,5,-6.08
6576,4035,2026-02-18,12437000.0,Active,57,1.53
6577,3294,2025-03-10,12486000.0,Withdrawn,45,-4.4
6578,6205,2024-08-31,12167000.0,Sold,57,-1.09
6579,5249,2025-11-26,10306000.0,Expired,31,-0.55
6580,7134,2024-12-02,6884000.0,Active,103,-5.37
6581,6829,2024-11-27,10706000.0,Active,28,-1.22
6582,6112,2025-09-13,17758000.0,Expired,50,-0.36
6583,4252,2025-09-24,9546000.0,Active,77,-3.39
6584,3989,2026-07-04,19829000.0,Expired,36,-7.45
6585,7546,2024-06-01,12624000.0,Active,123,1.51
6586,7790,2024-03-14,14566000.0,Active,142,-1.51
6587,7949,2026-01-03,19577000.0,Active,5,-1.42
6588,923,2025-02-14,17599000.0,Sold,68,-0.37
6589,2916,2025-10-04,13818000.0,Active,66,4.92
6590,2951,2024-03-13,7071000.0,Sold,102,-6.22
6591,7958,2024-03-27,12132000.0,Expired,68,-3.54
6592,5706,2025-08-02,11886000.0,Active,101,3.49
6593,3047,2024-04-30,9270000.0,Sold,31,-1.28
6594,7605,2025-02-07,12028000.0,Withdrawn,31,-1.41
6595,975,2024-05-24,21838000.0,Expired,14,-5.21
6596,1231,2026-05-11,9206000.0,Sold,103,3.89
6597,2436,2023-12-08,11484000.0,Sold,71,2.51
6598,7648,2026-04-27,10647000.0,Expired,38,3.57
6599,1815,2025-10-19,10582000.0,Active,110,-0.31
6600,2935,2023-09-02,4140000.0,Withdrawn,21,-3.03
6601,4934,2024-05-22,4747000.0,Active,44,-2.54
6602,6104,2023-09-27,7927000.0,Sold,20,-1.36
6603,1364,2025-05-31,8681000.0,Sold,109,-6.51
6604,3941,2026-04-28,6837000.0,Active,5,-3.21
6605,6484,2024-05-31,9665000.0,Sold,68,0.42
6606,204,2024-09-28,12401000.0,Active,100,-8.05
6607,161,2025-02-26,9095000.0,Sold,78,-0.53
6608,7708,2023-10-30,18467000.0,Expired,113,-4.19
6609,4488,2025-10-04,14161000.0,Active,126,-0.99
6610,769,2024-06-30,11048000.0,Sold,90,0.66
6611,3749,2024-08-29,22883000.0,Active,103,4.64
6612,6719,2026-07-26,14693000.0,Sold,44,-3.38
6613,2582,2025-08-15,12896000.0,Sold,68,0.96
6614,1094,2026-08-16,7850000.0,Expired,92,-3.17
6615,7037,2024-01-15,12583000.0,Expired,93,-0.71
6616,4501,2026-07-06,16234000.0,Sold,80,-8.38
6617,608,2026-01-05,11312000.0,Sold,81,-1.82
6618,7843,2024-04-23,8983000.0,Expired,38,3.14
6619,5711,2026-03-30,3121000.0,Withdrawn,47,-5.38
6620,1541,2025-07-22,12473000.0,Active,45,2.68
6621,2876,2026-05-10,16362000.0,Active,59,-3.7
6622,3192,2026-03-23,13232000.0,Sold,140,-2.47
6623,1838,2025-05-10,8025000.0,Sold,108,1.46
6624,690,2024-09-16,14191000.0,Active,90,-5.05
6625,3760,2026-03-06,10348000.0,Active,132,-1.04
6626,2950,2025-09-07,20093000.0,Active,91,1.06
6627,5337,2025-02-08,11204000.0,Sold,150,-1.1
6628,2104,2025-06-16,5830000.0,Withdrawn,25,-4.6
6629,366,2026-07-15,6185000.0,Sold,5,-1.05
6630,5819,2025-06-15,4273000.0,Active,38,2.67
6631,3576,2024-10-26,22535000.0,Sold,134,-1.38
6632,7912,2025-08-24,20429000.0,Expired,77,-3.97
6633,7935,2024-03-06,17097000.0,Active,77,-0.12
6634,4551,2024-04-07,12341000.0,Expired,36,3.69
6635,4200,2025-05-22,13236000.0,Sold,34,0.43
6636,4173,2024-12-29,14495000.0,Sold,26,-0.93
6637,4326,2024-04-19,11799000.0,Expired,131,-2.37
6638,6034,2025-10-18,11874000.0,Active,55,-3.12
6639,7426,2023-12-07,16822000.0,Active,20,3.38
6640,7432,2026-07-08,17883000.0,Withdrawn,116,-0.82
6641,2379,2025-12-27,21092000.0,Sold,75,-5.44
6642,1206,2023-11-06,12827000.0,Sold,29,-0.69
6643,4989,2025-05-19,13085000.0,Sold,88,-0.93
6644,3840,2023-11-21,7983000.0,Sold,62,-0.25
6645,5670,2024-08-05,16898000.0,Withdrawn,78,-3.4
6646,2736,2023-12-09,21894000.0,Active,31,-4.41
6647,6171,2026-04-19,18215000.0,Expired,120,-6.75
6648,3348,2023-11-08,5856000.0,Sold,89,-3.3
6649,1676,2025-08-07,8896000.0,Expired,136,-2.68
6650,299,2023-10-14,14751000.0,Sold,123,-4.95
6651,957,2023-09-21,17726000.0,Sold,73,-1.94
6652,6943,2024-08-13,13043000.0,Active,108,-4.64
6653,1115,2024-10-01,7627000.0,Active,136,-3.93
6654,6624,2025-12-05,12457000.0,Expired,119,-0.35
6655,6717,2023-10-07,8470000.0,Sold,130,-7.41
6656,2506,2026-03-28,20087000.0,Sold,117,-0.26
6657,1475,2024-11-05,11078000.0,Expired,115,1.28
6658,4461,2025-05-13,8244000.0,Active,64,-0.36
6659,7003,2026-07-01,10774000.0,Sold,83,-2.25
6660,5795,2026-02-17,12884000.0,Withdrawn,134,1.56
6661,4447,2026-01-26,10834000.0,Active,76,-2.63
6662,3727,2025-10-07,37810000.0,Sold,96,2.22
6663,3472,2026-04-07,11715000.0,Active,47,-4.42
6664,6397,2024-02-22,9029000.0,Sold,53,-2.91
6665,2829,2024-01-19,12066000.0,Withdrawn,21,-6.42
6666,6001,2025-10-27,8210000.0,Active,148,3.25
6667,2851,2024-03-05,7161000.0,Active,172,-1.6
6668,5108,2026-03-15,8119000.0,Active,121,-6.63
6669,2507,2026-05-09,10720000.0,Sold,24,-5.74
6670,3771,2025-04-22,2356000.0,Sold,46,-5.04
6671,2965,2025-12-27,16796000.0,Sold,37,-1.69
6672,4595,2025-03-15,11959000.0,Withdrawn,46,-4.09
6673,950,2024-08-06,14629000.0,Active,176,-3.44
6674,6091,2025-09-29,13503000.0,Sold,115,-3.0
6675,6143,2026-01-18,11866000.0,Expired,82,-1.88
6676,4604,2023-10-23,5110000.0,Active,92,0.94
6677,5424,2025-12-08,10571000.0,Sold,141,2.14
6678,6645,2025-12-04,15444000.0,Sold,5,3.74
6679,2851,2025-05-11,7161000.0,Expired,68,-7.46
6680,6742,2024-04-03,15921000.0,Active,93,-1.41
6681,166,2026-02-15,18037000.0,Active,94,-1.63
6682,3487,2023-12-12,12711000.0,Sold,93,-4.24
6683,2510,2025-01-27,12366000.0,Active,5,-2.01
6684,920,2026-08-02,13850000.0,Expired,73,-0.2
6685,114,2026-07-23,18169000.0,Expired,65,-2.4
6686,3505,2025-04-26,12912000.0,Sold,43,-0.16
6687,992,2024-12-13,17968000.0,Sold,123,-1.54
6688,7524,2025-03-11,6786000.0,Sold,61,-5.0
6689,6048,2025-01-26,9947000.0,Sold,60,1.78
6690,7863,2024-02-21,7657000.0,Active,88,-5.11
6691,6351,2024-04-22,16670000.0,Active,55,-5.57
6692,3840,2026-08-06,7983000.0,Expired,30,-0.08
6693,1259,2024-11-26,7828000.0,Expired,77,3.47
6694,7610,2026-06-22,8599000.0,Sold,93,3.24
6695,3427,2025-04-18,19582000.0,Active,49,-2.6
6696,515,2024-01-21,12055000.0,Sold,103,-2.42
6697,5328,2025-07-31,17340000.0,Active,72,-3.68
6698,4805,2025-03-07,20155000.0,Active,58,1.86
6699,3197,2025-06-26,6824000.0,Withdrawn,214,-0.21
6700,6282,2026-01-23,10224000.0,Sold,110,-4.36
6701,4435,2024-04-05,3612000.0,Sold,82,-0.66
6702,2585,2023-11-02,9169000.0,Active,174,-0.45
6703,68,2023-12-14,20774000.0,Withdrawn,43,4.23
6704,1597,2024-04-30,13764000.0,Active,123,-3.67
6705,5661,2026-05-30,17676000.0,Sold,74,1.81
6706,4479,2026-02-28,7208000.0,Withdrawn,96,5.82
6707,19,2024-07-15,5596000.0,Sold,29,-1.2
6708,2731,2025-10-10,21353000.0,Sold,106,0.57
6709,3522,2025-04-07,15326000.0,Active,186,-2.39
6710,6218,2025-12-29,10863000.0,Withdrawn,81,-2.47
6711,573,2026-01-17,10468000.0,Sold,5,-5.94
6712,7083,2025-04-03,13612000.0,Active,189,-2.49
6713,7833,2024-03-23,11712000.0,Active,56,3.07
6714,5396,2025-07-19,15280000.0,Active,67,-1.73
6715,7216,2026-08-03,8600000.0,Sold,161,0.61
6716,2259,2024-12-11,8596000.0,Expired,164,1.91
6717,2903,2025-11-08,8676000.0,Expired,119,-0.08
6718,6040,2024-04-29,16546000.0,Withdrawn,63,-3.57
6719,651,2024-01-02,6932000.0,Active,113,-1.04
6720,5742,2024-04-20,9649000.0,Withdrawn,75,-3.91
6721,5090,2024-04-04,13889000.0,Active,17,1.05
6722,6839,2023-10-26,19085000.0,Active,100,0.12
6723,2588,2024-05-20,10738000.0,Expired,68,1.25
6724,7877,2024-06-07,6059000.0,Active,126,-0.38
6725,3263,2024-02-21,18213000.0,Sold,5,1.08
6726,1339,2026-02-28,17061000.0,Withdrawn,74,-3.04
6727,4997,2024-07-28,10509000.0,Active,109,-2.76
6728,3635,2023-09-23,7664000.0,Active,103,-3.61
6729,5781,2026-03-15,8841000.0,Withdrawn,77,2.55
6730,2828,2026-04-13,8673000.0,Sold,128,-2.65
6731,5682,2023-09-05,10618000.0,Active,11,-0.9
6732,6020,2024-08-05,18769000.0,Active,129,1.63
6733,5878,2024-04-30,13022000.0,Withdrawn,129,-2.2
6734,5233,2024-09-13,10703000.0,Withdrawn,45,-0.57
6735,2218,2025-08-01,9802000.0,Withdrawn,52,4.0
6736,3540,2025-02-26,13082000.0,Expired,88,2.35
6737,7846,2024-01-09,18473000.0,Sold,24,2.83
6738,6041,2024-03-31,5435000.0,Active,150,-0.46
6739,1038,2024-06-04,9222000.0,Sold,96,-5.94
6740,5835,2025-10-21,19701000.0,Active,22,-1.22
6741,4384,2025-08-20,20839000.0,Withdrawn,107,-1.25
6742,3979,2025-12-20,5587000.0,Active,101,-0.7
6743,6333,2023-09-19,9308000.0,Active,8,0.4
6744,2962,2025-04-19,12785000.0,Sold,64,2.33
6745,3227,2024-03-03,12067000.0,Active,97,-0.73
6746,5687,2025-08-03,13390000.0,Active,5,-2.36
6747,6838,2024-04-30,8049000.0,Sold,80,-0.3
6748,5842,2026-08-11,10251000.0,Active,12,-2.55
6749,7032,2023-10-22,6962000.0,Active,24,-5.75
6750,6615,2026-06-04,12553000.0,Active,101,-2.64
6751,1099,2025-10-27,17632000.0,Sold,158,-0.82
6752,2325,2025-03-28,12197000.0,Active,79,-1.32
6753,940,2025-02-09,10745000.0,Active,23,-2.2
6754,3717,2025-05-29,18120000.0,Sold,34,-7.67
6755,3415,2025-04-17,21217000.0,Active,83,0.76
6756,1449,2024-02-17,15472000.0,Sold,45,-6.94
6757,571,2024-08-27,12906000.0,Sold,125,0.31
6758,7679,2025-02-03,13615000.0,Sold,5,1.86
6759,2905,2024-09-11,14081000.0,Withdrawn,61,2.1
6760,5097,2025-01-10,12289000.0,Expired,25,-1.45
6761,5302,2026-08-11,12360000.0,Sold,230,-2.23
6762,2506,2024-11-29,20087000.0,Sold,7,-3.32
6763,918,2024-07-08,11295000.0,Sold,165,-4.22
6764,1875,2024-08-05,8508000.0,Sold,17,-10.52
6765,4929,2026-03-08,20603000.0,Sold,41,-2.45
6766,7232,2026-06-23,12525000.0,Active,158,-2.47
6767,6983,2024-04-13,10437000.0,Sold,79,-1.41
6768,7428,2023-09-25,10919000.0,Active,41,-3.12
6769,6337,2025-12-12,10600000.0,Expired,103,1.88
6770,1679,2024-10-10,15147000.0,Active,29,-1.07
6771,616,2024-11-18,12946000.0,Sold,10,-1.74
6772,4502,2026-04-23,12782000.0,Withdrawn,101,-2.3
6773,1750,2023-10-25,16494000.0,Withdrawn,102,-0.69
6774,3826,2026-04-21,7727000.0,Active,42,-4.68
6775,7087,2025-09-23,10248000.0,Active,85,-2.64
6776,6865,2024-04-09,10637000.0,Active,48,4.05
6777,4189,2026-05-08,20035000.0,Sold,76,-2.03
6778,2478,2023-11-27,11504000.0,Active,27,-1.87
6779,4750,2025-05-09,15664000.0,Active,109,2.65
6780,3506,2026-08-05,21750000.0,Sold,131,1.82
6781,3476,2025-10-15,10484000.0,Sold,128,-0.42
6782,4530,2025-09-21,21005000.0,Sold,44,1.34
6783,1136,2026-08-18,6896000.0,Active,31,-1.2
6784,4001,2026-08-08,16931000.0,Active,5,1.1
6785,375,2025-05-27,10410000.0,Sold,208,-3.66
6786,7227,2024-08-23,18313000.0,Expired,57,-4.67
6787,5163,2024-04-17,13022000.0,Sold,107,-5.57
6788,207,2025-06-02,17463000.0,Expired,82,0.25
6789,4876,2025-02-07,8421000.0,Sold,75,-2.85
6790,1320,2025-10-24,11160000.0,Sold,133,-1.32
6791,1142,2026-02-26,7932000.0,Active,159,-0.91
6792,4628,2024-05-26,16148000.0,Sold,39,-0.5
6793,7390,2023-10-21,6583000.0,Active,73,-2.79
6794,6310,2025-02-04,3882000.0,Active,14,-0.16
6795,2691,2025-07-02,8999000.0,Active,14,-3.07
6796,7324,2026-07-20,18796000.0,Withdrawn,11,2.65
6797,3256,2023-08-29,8558000.0,Sold,173,-1.16
6798,90,2026-06-23,16311000.0,Withdrawn,85,0.15
6799,5214,2025-02-02,7167000.0,Sold,124,-0.01
6800,4109,2025-07-11,3642000.0,Sold,60,-0.45
6801,3021,2024-04-07,6628000.0,Active,115,0.82
6802,1858,2024-11-15,12421000.0,Sold,63,2.68
6803,805,2026-01-24,7596000.0,Active,56,-2.41
6804,945,2025-05-17,8470000.0,Active,88,1.32
6805,2790,2026-04-09,21331000.0,Expired,90,-0.03
6806,5954,2026-04-28,7712000.0,Active,155,-3.28
6807,3876,2024-06-29,8280000.0,Active,78,-2.83
6808,7606,2026-05-23,15697000.0,Active,70,-6.12
6809,7706,2025-03-09,9502000.0,Withdrawn,49,-2.78
6810,1611,2023-10-08,8083000.0,Active,11,-1.05
6811,2924,2024-01-24,18477000.0,Active,5,-0.33
6812,6056,2023-12-03,12333000.0,Sold,31,-2.84
6813,3883,2024-03-07,9622000.0,Active,115,-5.18
6814,3222,2024-06-11,17851000.0,Sold,77,-1.9
6815,6804,2026-07-22,10399000.0,Expired,82,-4.17
6816,7176,2024-07-12,3713000.0,Sold,123,-0.39
6817,5149,2024-07-12,13510000.0,Active,126,1.91
6818,4392,2025-04-23,12813000.0,Active,59,-0.83
6819,7130,2026-06-06,17526000.0,Active,106,-2.51
6820,5022,2024-05-13,8190000.0,Withdrawn,83,-3.35
