rental_id,property_id,rental_date,monthly_rent,vacancy_days,lease_duration
5328,3583,2024-12-23,20300.0,35,24
5329,500,2026-01-04,33600.0,16,11
5330,3387,2025-12-03,50900.0,43,11
5331,629,2025-07-25,26900.0,6,11
5332,3312,2026-03-06,23500.0,0,12
5333,3911,2026-03-31,16000.0,28,11
5334,6612,2024-01-12,56600.0,32,12
5335,2432,2025-08-09,37400.0,51,24
5336,6324,2025-07-20,29100.0,35,11
5337,1581,2023-11-15,66400.0,18,12
5338,5070,2026-06-24,37500.0,37,11
5339,5911,2026-05-12,30200.0,24,12
5340,3647,2026-07-13,60400.0,68,11
5341,1641,2025-02-05,26000.0,16,11
5342,3840,2026-02-17,28100.0,47,24
5343,6552,2023-01-27,38200.0,21,11
5344,4781,2025-05-27,47600.0,13,12
5345,1932,2026-01-25,23900.0,37,12
5346,1303,2023-11-21,59400.0,15,36
5347,6848,2024-08-13,62700.0,40,24
5348,2804,2023-02-13,24100.0,18,11
5349,6076,2026-05-12,41900.0,42,11
5350,7411,2024-05-12,25500.0,36,12
5351,2548,2023-07-22,19000.0,35,11
5352,7314,2026-06-20,65000.0,12,12
5353,5572,2025-02-28,52300.0,23,11
5354,5376,2023-02-28,25200.0,31,36
5355,360,2023-09-29,55300.0,0,36
5356,5844,2023-08-14,44100.0,5,12
5357,6554,2025-12-29,38400.0,12,24
5358,7340,2024-05-10,47100.0,17,11
5359,6230,2025-08-12,28600.0,15,11
5360,6591,2023-03-03,10400.0,23,11
5361,887,2026-01-15,53100.0,17,24
5362,903,2025-04-26,18100.0,30,11
5363,2045,2026-02-14,19300.0,44,12
5364,6430,2025-04-06,20100.0,45,11
5365,5632,2026-03-14,43200.0,12,11
5366,1311,2025-07-01,22500.0,1,11
5367,629,2023-08-01,28700.0,9,11
5368,900,2023-02-28,16700.0,36,11
5369,811,2026-02-16,23300.0,35,11
5370,3727,2022-08-21,40600.0,14,11
5371,6400,2024-05-17,69900.0,13,11
5372,3508,2022-12-04,47700.0,24,12
5373,1325,2022-10-19,20600.0,54,36
5374,4821,2023-04-01,54000.0,35,11
5375,6055,2023-11-22,28700.0,28,24
5376,246,2024-11-18,40800.0,53,12
5377,2962,2024-03-05,48000.0,19,11
5378,6733,2025-11-13,30800.0,15,24
5379,947,2025-04-21,36500.0,49,11
5380,5487,2024-04-24,28700.0,30,11
5381,528,2024-05-31,31800.0,42,24
5382,3292,2026-02-21,23000.0,0,12
5383,2461,2023-11-10,18000.0,11,11
5384,8,2025-05-18,35900.0,13,24
5385,2580,2025-05-28,26900.0,14,11
5386,3506,2024-04-28,49100.0,42,11
5387,2063,2026-04-14,19200.0,31,24
5388,4695,2024-08-27,47700.0,31,11
5389,5849,2025-08-12,44800.0,0,12
5390,7128,2025-01-02,23400.0,10,12
5391,7752,2023-01-26,34100.0,18,11
5392,5273,2022-12-12,53000.0,33,11
5393,6881,2023-10-09,45800.0,8,11
5394,4382,2025-08-26,29900.0,29,11
5395,3752,2025-07-25,22800.0,39,11
5396,3756,2026-01-12,40500.0,2,24
5397,2864,2025-07-25,18000.0,0,11
5398,6098,2025-01-12,14600.0,33,11
5399,6367,2024-07-29,37400.0,26,36
5400,86,2024-09-08,34200.0,40,12
5401,3190,2024-08-20,18000.0,33,11
5402,4328,2023-01-10,33900.0,48,11
5403,2522,2025-01-03,15900.0,29,11
5404,6348,2022-10-14,33900.0,29,11
5405,3704,2025-10-30,46800.0,12,11
5406,1673,2026-03-20,48800.0,66,11
5407,3668,2025-04-05,45600.0,43,11
5408,7477,2024-03-05,75500.0,36,11
5409,4103,2023-08-10,27400.0,23,12
5410,3408,2024-09-22,67300.0,23,11
5411,2268,2024-04-06,20300.0,25,24
5412,5972,2024-08-31,25500.0,18,12
5413,2267,2025-06-18,14000.0,6,11
5414,6008,2025-07-27,38100.0,20,12
5415,5079,2022-12-27,19400.0,33,12
5416,2421,2025-11-26,19000.0,9,12
5417,3723,2024-01-18,32600.0,43,11
5418,2558,2024-04-25,11700.0,22,24
5419,961,2025-01-06,53600.0,6,11
5420,5846,2026-08-09,17800.0,17,12
5421,2901,2025-02-22,28800.0,12,12
5422,2719,2025-04-11,24900.0,37,11
5423,7476,2024-02-28,27000.0,38,36
5424,3006,2026-08-10,46600.0,12,11
5425,4548,2025-09-01,52400.0,5,11
5426,7776,2024-10-11,26300.0,14,36
5427,4039,2023-04-11,38700.0,21,11
5428,1714,2024-07-19,54200.0,40,11
5429,1224,2024-09-23,43700.0,30,11
5430,4199,2022-09-06,36200.0,26,11
5431,2850,2026-06-06,11900.0,0,11
5432,7587,2025-06-28,41500.0,31,11
5433,1493,2023-04-05,39500.0,49,24
5434,3400,2022-08-22,23600.0,10,11
5435,677,2025-03-09,37200.0,30,11
5436,6834,2024-11-06,37300.0,17,11
5437,5741,2025-04-29,22500.0,66,12
5438,2225,2026-05-29,28000.0,16,12
5439,3831,2023-10-18,37300.0,13,11
5440,610,2023-04-02,48900.0,4,12
5441,2710,2023-05-29,24700.0,7,24
5442,4526,2023-06-23,25700.0,22,11
5443,3912,2024-04-24,54400.0,26,11
5444,3997,2022-09-14,29000.0,41,24
5445,997,2024-09-11,21200.0,34,12
5446,2505,2025-07-17,33700.0,38,36
5447,638,2025-06-25,47200.0,9,11
5448,1666,2022-10-01,43700.0,38,11
5449,7937,2024-10-07,24100.0,10,12
5450,3782,2022-10-31,17900.0,26,36
5451,3513,2024-03-26,18500.0,38,11
5452,3759,2024-05-28,31700.0,9,12
5453,4021,2026-03-03,40200.0,35,11
5454,2827,2025-09-03,18600.0,26,11
5455,7338,2024-12-20,21000.0,0,11
5456,4473,2026-08-03,23900.0,22,24
5457,4888,2024-02-13,24300.0,20,12
5458,116,2025-03-14,34900.0,24,36
5459,5068,2024-01-08,8200.0,25,11
5460,2047,2023-10-09,67000.0,25,11
5461,705,2024-10-29,64300.0,16,12
5462,3238,2024-04-12,35900.0,7,11
5463,1132,2026-03-14,25100.0,30,24
5464,6605,2023-09-04,49700.0,11,12
5465,3080,2024-07-22,39800.0,20,12
5466,2209,2024-11-21,19100.0,44,11
5467,6013,2026-05-29,42600.0,21,12
5468,7379,2024-02-24,22100.0,18,12
5469,154,2024-09-10,22500.0,23,11
5470,6121,2024-04-21,25900.0,24,24
5471,5646,2024-02-15,30000.0,22,12
5472,3785,2026-02-08,27100.0,0,11
5473,5506,2023-12-26,64400.0,42,12
5474,4514,2024-08-06,60900.0,60,12
5475,3874,2023-01-14,31000.0,20,12
5476,1090,2024-05-01,19700.0,30,11
5477,4296,2024-01-19,37200.0,15,36
5478,6147,2022-10-25,20900.0,0,12
5479,1957,2025-04-23,44900.0,32,11
5480,1244,2025-10-25,39500.0,23,12
5481,5643,2025-12-01,46700.0,33,12
5482,7601,2023-06-18,40900.0,37,12
5483,2453,2023-11-06,38900.0,15,24
5484,7313,2026-05-04,15200.0,22,12
5485,1811,2022-12-28,24200.0,40,24
5486,2004,2022-10-30,8500.0,21,11
5487,2843,2025-02-19,51700.0,7,12
5488,5822,2024-05-22,29300.0,17,11
5489,4912,2024-12-26,40300.0,28,11
5490,7578,2023-03-22,40000.0,19,12
5491,4853,2025-07-06,36500.0,28,11
5492,2937,2023-03-04,24800.0,22,11
5493,5155,2024-10-01,34700.0,32,12
5494,671,2026-06-24,28400.0,30,24
5495,6373,2024-05-07,19200.0,40,11
5496,2693,2025-09-01,33500.0,42,11
5497,2380,2023-06-28,24300.0,19,11
5498,4046,2025-09-18,47400.0,45,24
5499,2504,2025-06-12,53200.0,19,12
5500,1160,2024-07-24,26100.0,25,36
5501,712,2023-08-08,15300.0,24,12
5502,6475,2025-05-05,28000.0,52,12
5503,7626,2023-01-12,24700.0,19,36
5504,2083,2024-08-12,36800.0,15,11
5505,6608,2024-11-11,43700.0,48,24
5506,6430,2023-01-25,21500.0,15,36
5507,4753,2025-10-06,38900.0,58,11
5508,7973,2025-12-28,32300.0,7,11
5509,4604,2023-01-24,9400.0,25,36
5510,4662,2023-10-07,27200.0,0,11
5511,2228,2024-07-21,35300.0,12,11
5512,2902,2023-04-01,38800.0,41,11
5513,891,2026-01-15,50600.0,24,11
5514,84,2023-03-17,30300.0,45,11
5515,1453,2025-04-17,23200.0,16,11
5516,7048,2023-03-10,15500.0,22,11
5517,2734,2024-02-18,26500.0,18,11
5518,3256,2025-11-27,16800.0,29,11
5519,4418,2023-12-25,33400.0,37,11
5520,4068,2022-09-23,43200.0,51,11
5521,6841,2022-11-12,32900.0,0,12
5522,1422,2024-01-01,47700.0,19,11
5523,3298,2024-12-28,30000.0,11,11
5524,4303,2022-10-04,30800.0,41,11
5525,624,2026-08-10,62800.0,14,11
5526,5800,2025-07-06,36600.0,30,36
5527,3042,2025-04-18,21700.0,28,11
5528,3649,2024-12-23,47600.0,37,36
5529,3661,2024-11-01,60700.0,20,24
5530,4675,2023-06-21,35900.0,3,11
5531,7131,2026-01-07,32600.0,43,11
5532,6136,2024-03-28,36400.0,30,11
5533,273,2024-06-19,36000.0,55,12
5534,4160,2024-09-18,47300.0,51,11
5535,2522,2024-07-18,16800.0,38,12
5536,6143,2023-11-15,20100.0,14,12
5537,6998,2023-01-09,26200.0,41,36
5538,1421,2023-06-29,41900.0,21,11
5539,7603,2023-06-11,36400.0,19,11
5540,3437,2025-10-22,64400.0,30,11
5541,4229,2023-10-06,8900.0,28,11
5542,6205,2024-09-26,22100.0,26,24
5543,6465,2025-09-21,19100.0,24,11
5544,7485,2022-11-14,23200.0,54,24
5545,5204,2022-10-02,26900.0,22,36
5546,6236,2022-12-14,71000.0,30,24
5547,3692,2023-07-12,25900.0,48,12
5548,2640,2023-04-06,45400.0,31,36
5549,4167,2023-11-11,47800.0,11,24
5550,3147,2026-05-19,35400.0,24,11
5551,3997,2026-07-30,28000.0,30,11
5552,292,2024-08-07,37300.0,7,11
5553,2534,2026-07-12,83300.0,51,11
5554,6757,2023-09-30,30400.0,21,11
5555,3332,2024-05-20,13500.0,5,11
5556,7570,2024-11-27,48400.0,35,24
5557,6916,2026-06-25,29800.0,22,11
5558,281,2024-04-14,21000.0,31,11
5559,2994,2026-08-05,29100.0,28,12
5560,590,2024-04-14,19600.0,45,11
5561,5070,2024-03-08,35000.0,33,11
5562,255,2024-09-06,23300.0,2,11
5563,4376,2024-08-14,32400.0,11,12
5564,4884,2023-05-31,32500.0,11,11
5565,840,2023-01-12,47200.0,0,36
5566,7834,2025-01-20,32100.0,23,11
5567,3921,2024-02-22,24100.0,21,11
5568,712,2023-03-20,16500.0,39,11
5569,6854,2023-04-03,44400.0,43,11
5570,5566,2025-09-29,43200.0,18,12
5571,1411,2025-02-28,36300.0,39,36
5572,3987,2022-11-09,34700.0,33,24
5573,1711,2023-04-19,29400.0,13,12
5574,2788,2023-08-19,56200.0,7,11
5575,6673,2023-02-25,43500.0,17,24
5576,5858,2026-03-21,28600.0,21,11
5577,6180,2023-10-13,53500.0,43,11
5578,3232,2024-02-14,37300.0,33,12
5579,3471,2025-08-10,55300.0,0,11
5580,4408,2024-06-09,48100.0,16,11
5581,5757,2026-01-09,15700.0,15,24
5582,387,2026-06-12,30200.0,32,11
5583,5934,2023-05-16,18400.0,24,11
5584,344,2022-12-13,33900.0,20,11
5585,6059,2024-02-10,40200.0,19,12
5586,2031,2024-11-20,36200.0,45,11
5587,4153,2022-10-22,30700.0,30,12
5588,5051,2023-09-07,33100.0,57,12
5589,3184,2026-04-29,57900.0,16,11
5590,4176,2026-01-14,47200.0,25,24
5591,5753,2023-04-19,33600.0,27,12
5592,4619,2026-01-30,8200.0,23,12
5593,2861,2026-03-01,32900.0,20,11
5594,3320,2022-09-06,18100.0,11,11
5595,2032,2022-11-29,40700.0,33,24
5596,6155,2024-03-30,49500.0,22,11
5597,3497,2022-10-22,20500.0,34,36
5598,1891,2024-10-20,23400.0,10,12
5599,308,2023-02-03,50400.0,31,36
5600,3698,2023-05-09,10600.0,23,11
5601,2810,2024-12-13,48800.0,0,11
5602,5076,2024-08-01,36500.0,63,24
5603,6824,2024-11-05,50500.0,61,24
5604,1163,2025-09-19,22600.0,19,11
5605,5653,2024-07-29,69700.0,16,12
5606,206,2025-02-02,37800.0,47,12
5607,7506,2024-12-19,37500.0,0,36
5608,7705,2024-02-28,61800.0,0,11
5609,4696,2023-05-29,23200.0,18,12
5610,3533,2022-12-19,24300.0,1,12
5611,7368,2023-03-13,66500.0,28,24
5612,6131,2024-03-13,34100.0,15,11
5613,3899,2023-12-04,42600.0,32,24
5614,3707,2024-11-02,21300.0,30,12
5615,3684,2025-11-18,71700.0,29,11
5616,2607,2026-01-24,39200.0,15,11
5617,5256,2023-11-05,47100.0,0,36
5618,4409,2023-04-03,35800.0,22,12
5619,312,2023-03-19,36500.0,23,24
5620,2768,2025-10-30,33100.0,44,11
5621,2035,2023-09-03,58300.0,26,11
5622,7047,2024-11-08,32800.0,16,11
5623,274,2023-08-21,44000.0,33,11
5624,3727,2024-10-23,41500.0,13,11
5625,4180,2024-03-16,24700.0,44,11
5626,1864,2025-07-13,55900.0,9,11
5627,7233,2023-08-11,35300.0,4,12
5628,3353,2024-06-24,26300.0,28,12
5629,6304,2024-06-25,27900.0,17,12
5630,4642,2023-11-01,19900.0,37,12
5631,6438,2022-10-19,52400.0,24,11
5632,7061,2026-05-28,14400.0,39,24
5633,4453,2025-12-25,36300.0,10,11
5634,529,2026-02-13,44800.0,31,36
5635,994,2026-04-15,33100.0,24,11
5636,3809,2022-10-05,46700.0,32,11
5637,3635,2023-03-30,20600.0,24,12
5638,4199,2025-05-08,35100.0,0,12
5639,2835,2025-02-27,10900.0,38,12
5640,2608,2025-11-18,39500.0,38,11
5641,2896,2026-04-25,20300.0,20,24
5642,3998,2025-10-14,24800.0,27,12
5643,5802,2025-01-18,61500.0,0,11
5644,6719,2023-08-18,43000.0,32,11
5645,5347,2024-12-05,30300.0,24,36
5646,153,2022-08-29,33200.0,31,12
5647,5878,2022-12-22,37100.0,45,11
5648,3035,2023-09-09,68900.0,0,11
5649,2983,2026-05-10,28700.0,30,11
5650,7423,2025-10-14,34900.0,21,24
5651,2863,2026-02-15,23700.0,28,11
5652,6077,2024-11-26,41100.0,14,24
5653,5429,2025-08-11,16300.0,33,11
5654,1791,2025-12-15,40700.0,42,24
5655,2667,2025-11-22,13200.0,18,12
5656,3966,2025-11-06,58400.0,37,24
5657,1131,2025-02-04,38700.0,43,11
5658,2592,2025-07-26,37800.0,18,24
5659,5102,2026-01-08,55700.0,24,24
5660,5323,2024-02-23,43900.0,34,11
5661,7515,2025-04-07,46200.0,30,11
5662,4295,2025-01-11,37000.0,44,11
5663,3945,2026-03-09,24400.0,5,24
5664,7417,2025-07-16,16300.0,15,11
5665,3578,2024-04-08,30500.0,25,24
5666,1958,2024-11-03,38200.0,37,36
5667,7519,2025-09-28,42600.0,5,24
5668,3144,2023-10-16,20300.0,3,24
5669,1027,2026-07-05,36500.0,41,12
5670,410,2023-07-08,51600.0,32,11
5671,5620,2022-12-12,16500.0,11,11
5672,167,2023-01-03,53300.0,44,11
5673,516,2025-08-27,66000.0,28,12
5674,1699,2024-09-11,19700.0,18,11
5675,6593,2023-01-28,31600.0,23,24
5676,3749,2026-01-24,56600.0,41,11
5677,3573,2026-01-20,23100.0,21,12
5678,4968,2025-03-02,45400.0,35,24
5679,692,2023-11-18,35400.0,19,24
5680,2579,2026-06-06,20200.0,31,12
5681,2167,2024-01-01,35400.0,3,11
5682,5378,2022-12-23,58600.0,25,11
5683,4783,2025-06-13,26400.0,2,36
5684,4461,2023-04-05,26000.0,40,12
5685,1394,2025-03-06,37600.0,23,11
5686,1362,2024-05-31,47900.0,37,11
5687,2343,2024-12-24,34300.0,33,11
5688,1573,2022-08-23,36200.0,5,12
5689,3491,2023-11-18,15600.0,34,11
5690,7901,2022-10-15,42200.0,30,11
5691,569,2024-01-29,20600.0,13,12
5692,1126,2022-08-21,31100.0,40,12
5693,1947,2025-08-12,52200.0,0,36
5694,175,2025-10-20,46400.0,32,12
5695,2204,2025-11-10,64800.0,42,24
5696,2280,2026-03-30,22000.0,22,11
5697,4387,2024-06-12,36600.0,37,12
5698,4254,2023-10-26,45500.0,39,11
5699,4011,2025-11-26,21000.0,2,24
5700,7259,2024-06-20,41600.0,6,24
5701,1530,2023-06-26,30700.0,42,24
5702,3945,2022-09-20,24100.0,17,11
5703,3247,2023-01-19,23000.0,17,11
5704,1602,2025-11-14,46800.0,36,11
5705,7159,2024-01-18,61500.0,42,24
5706,1179,2026-04-11,28100.0,31,11
5707,7777,2023-09-21,35200.0,15,12
5708,6160,2024-07-12,75000.0,26,11
5709,372,2026-06-02,27400.0,15,12
5710,5058,2023-03-30,23600.0,0,11
5711,43,2023-12-12,29700.0,23,12
5712,1951,2026-07-16,46100.0,25,24
5713,3574,2025-01-12,59900.0,10,24
5714,2591,2025-10-18,25100.0,46,11
5715,4267,2024-06-14,43800.0,10,11
5716,2939,2023-09-15,26400.0,23,11
5717,1866,2023-07-11,35300.0,13,11
5718,1321,2026-01-24,35000.0,26,12
5719,4877,2026-05-20,39100.0,1,12
5720,4904,2023-09-11,29700.0,14,11
5721,4964,2025-02-08,18200.0,8,11
5722,6146,2024-12-15,39200.0,24,36
5723,7020,2026-04-26,27300.0,46,11
5724,3469,2024-09-25,24600.0,13,11
5725,3043,2022-08-25,43200.0,24,11
5726,4013,2026-05-28,38300.0,6,11
5727,5109,2023-08-15,33400.0,20,11
5728,7184,2023-01-22,27600.0,32,12
5729,1012,2023-07-20,46900.0,22,11
5730,5406,2025-08-16,25200.0,8,11
5731,2438,2026-08-18,42500.0,0,12
5732,2290,2023-10-16,53800.0,0,11
5733,1509,2023-05-18,22600.0,25,11
5734,6563,2025-02-25,20400.0,30,12
5735,3490,2026-06-27,41500.0,52,24
5736,393,2022-12-01,20700.0,19,11
5737,1020,2025-12-19,14000.0,14,11
5738,4726,2022-09-13,9000.0,16,11
5739,7562,2023-04-22,24100.0,8,12
5740,1897,2025-09-02,17500.0,11,11
5741,5725,2024-06-08,43000.0,14,36
5742,669,2023-07-27,67100.0,8,12
5743,2825,2022-11-23,36600.0,45,12
5744,3748,2025-03-20,40900.0,25,12
5745,5098,2022-10-25,35100.0,23,24
5746,7881,2024-08-03,48000.0,0,11
5747,1514,2026-06-04,28200.0,66,11
5748,7410,2023-08-07,23100.0,19,11
5749,3819,2025-05-17,15400.0,14,24
5750,7416,2022-10-11,32300.0,37,24
5751,455,2022-09-28,39600.0,20,11
5752,2529,2024-10-07,45100.0,35,11
5753,3302,2024-04-04,26400.0,20,36
5754,1572,2023-12-18,21600.0,26,12
5755,7699,2024-04-05,34100.0,31,36
5756,3166,2023-01-05,10700.0,39,11
5757,900,2023-12-03,18700.0,15,11
5758,4512,2024-03-20,27600.0,46,11
5759,4162,2024-03-09,24200.0,39,36
5760,5047,2023-10-15,55000.0,13,11
5761,2623,2022-11-17,34500.0,8,12
5762,3357,2024-05-25,55200.0,38,11
5763,378,2026-06-08,32600.0,0,11
5764,4651,2024-03-26,20300.0,2,11
5765,3783,2025-01-11,31900.0,58,24
5766,3134,2026-02-21,32000.0,32,36
5767,4797,2024-02-24,42800.0,17,11
5768,3330,2025-03-05,45000.0,4,12
5769,5449,2024-12-20,33200.0,27,36
5770,4700,2024-09-16,15000.0,29,12
5771,4664,2023-09-20,44500.0,21,11
5772,7445,2023-08-23,37400.0,53,11
5773,113,2022-11-29,18100.0,26,11
5774,5246,2022-09-06,19800.0,7,11
5775,3275,2025-03-26,29100.0,14,12
5776,7891,2024-04-03,34200.0,40,12
5777,2430,2023-01-22,47000.0,45,12
5778,1968,2026-08-02,24100.0,40,11
5779,7606,2026-04-27,57100.0,12,11
5780,140,2024-06-16,50300.0,1,12
5781,1455,2024-07-04,45300.0,20,12
5782,3019,2025-08-24,30100.0,31,11
5783,3244,2024-05-30,18800.0,58,24
5784,525,2026-06-07,28500.0,4,12
5785,2673,2025-09-10,32700.0,3,24
5786,6170,2023-07-10,30400.0,29,11
5787,7141,2024-07-21,31000.0,9,11
5788,7390,2024-12-05,20200.0,43,12
5789,6392,2023-11-15,23500.0,4,11
5790,905,2023-06-04,27400.0,0,11
5791,7380,2023-06-11,29100.0,29,24
5792,3177,2026-08-05,20900.0,33,24
5793,5558,2022-10-13,26000.0,31,24
5794,50,2024-09-29,21500.0,23,11
5795,4043,2023-01-28,53100.0,17,12
5796,3644,2026-03-04,21500.0,25,11
5797,19,2024-05-27,18700.0,43,24
5798,4929,2024-12-05,47400.0,27,24
5799,6473,2025-09-01,16500.0,27,11
5800,1506,2025-12-17,34300.0,25,24
5801,4155,2026-08-09,26600.0,19,11
5802,2663,2023-09-30,38300.0,52,11
5803,455,2022-09-23,39300.0,22,11
5804,6569,2026-04-27,34000.0,9,24
5805,5378,2023-09-15,57000.0,20,11
5806,5318,2023-10-23,16100.0,1,24
5807,3853,2026-05-31,43200.0,43,11
5808,2492,2025-11-15,24800.0,48,12
5809,7917,2023-12-21,54900.0,8,12
5810,4411,2024-12-31,18700.0,28,12
5811,1584,2024-06-04,48600.0,0,24
5812,6492,2023-07-18,35900.0,23,36
5813,3558,2023-07-26,6100.0,0,24
5814,128,2025-04-13,29500.0,22,12
5815,6066,2023-11-05,37000.0,32,11
5816,7802,2024-11-21,47300.0,9,12
5817,4965,2024-04-05,36600.0,30,11
5818,6686,2025-06-09,22400.0,12,11
5819,7350,2024-01-02,42700.0,25,11
5820,6036,2026-05-24,70300.0,0,12
5821,6619,2023-07-20,28600.0,47,11
5822,7126,2026-07-30,16900.0,19,24
5823,2823,2024-07-21,39100.0,1,24
5824,4560,2025-05-09,54600.0,49,11
5825,4770,2025-11-27,26300.0,1,12
5826,1446,2025-07-16,41400.0,30,36
5827,6495,2024-01-28,21000.0,5,11
5828,5816,2026-04-05,47100.0,33,12
5829,5912,2026-02-20,34800.0,30,24
5830,202,2025-08-30,30300.0,42,11
5831,6289,2023-11-17,33000.0,36,11
5832,2421,2025-05-31,18800.0,29,12
5833,526,2024-12-22,38400.0,0,11
5834,7896,2023-05-10,24700.0,18,11
5835,5565,2025-02-20,38300.0,15,11
5836,5654,2026-07-21,47300.0,20,11
5837,1372,2023-06-29,25300.0,41,11
5838,4884,2024-03-05,34600.0,6,11
5839,2032,2023-01-30,43500.0,10,11
5840,7403,2025-08-04,50200.0,15,12
5841,3629,2024-07-17,28400.0,31,11
5842,5710,2025-12-16,33900.0,34,11
5843,4624,2023-07-29,41600.0,18,11
5844,6191,2026-08-11,48200.0,47,11
5845,3890,2023-07-02,38500.0,17,12
5846,5932,2024-11-26,25800.0,7,11
5847,3355,2023-11-06,49600.0,7,12
5848,3739,2024-05-05,36600.0,5,24
5849,7316,2026-04-14,33700.0,33,11
5850,2488,2023-09-22,17100.0,19,12
5851,4984,2024-08-12,26900.0,5,12
5852,6372,2025-07-10,39100.0,16,12
5853,7668,2026-05-08,52000.0,25,11
5854,6047,2023-06-02,36400.0,0,11
5855,208,2025-08-14,18400.0,31,24
5856,5756,2024-11-15,29700.0,21,12
5857,5879,2024-01-11,55700.0,8,36
5858,2691,2024-09-26,32700.0,40,12
5859,6442,2026-01-24,33100.0,26,24
5860,4211,2026-07-06,33600.0,37,24
5861,154,2023-08-10,23300.0,18,11
5862,6185,2025-02-13,22800.0,11,24
5863,7764,2026-02-04,32200.0,20,12
5864,3449,2025-04-08,49300.0,46,11
5865,4416,2024-03-08,30500.0,36,24
5866,4872,2024-06-12,37200.0,4,11
5867,1553,2023-01-02,38400.0,6,12
5868,6507,2025-06-09,37100.0,30,11
5869,6292,2026-08-06,56000.0,13,11
5870,2657,2026-06-21,52300.0,39,11
5871,5158,2023-09-23,25600.0,27,11
5872,2244,2023-06-09,45300.0,0,12
5873,7429,2023-02-17,52400.0,12,24
5874,4602,2025-09-10,51100.0,23,11
5875,4798,2026-04-21,19100.0,32,11
5876,3638,2024-03-12,22500.0,52,24
5877,2467,2026-05-20,46400.0,4,11
5878,5656,2024-05-09,18000.0,23,12
5879,7632,2024-02-04,39000.0,23,11
5880,2913,2024-11-14,54900.0,31,11
5881,7213,2023-01-14,29900.0,27,11
5882,5371,2026-02-15,34300.0,17,11
5883,1781,2025-12-06,31200.0,16,12
5884,1335,2024-06-25,33300.0,15,11
5885,3940,2023-02-19,31300.0,0,11
5886,4262,2026-02-26,36500.0,22,12
5887,4681,2023-02-13,39200.0,12,11
5888,7675,2023-03-07,46800.0,38,11
5889,4761,2022-09-24,29000.0,15,11
5890,7649,2025-06-04,57000.0,18,24
5891,4948,2024-12-25,49700.0,27,12
5892,5685,2025-01-30,37600.0,25,11
5893,4289,2026-05-16,35900.0,36,11
5894,5293,2024-02-13,38300.0,34,24
5895,2612,2023-09-08,9500.0,29,11
5896,2356,2023-11-04,41100.0,37,12
5897,4612,2023-06-20,20800.0,15,36
5898,7777,2025-01-01,34400.0,37,24
5899,1114,2025-05-29,32200.0,7,24
5900,2700,2024-06-04,43500.0,0,24
5901,1205,2023-01-15,32600.0,51,36
5902,6232,2023-10-26,52600.0,48,12
5903,6546,2026-07-17,39300.0,26,12
5904,5028,2025-03-20,18400.0,0,36
5905,7400,2024-01-28,36100.0,67,11
5906,7638,2022-08-27,35800.0,39,24
5907,4865,2026-02-16,49100.0,0,11
5908,3065,2025-01-11,54200.0,26,11
5909,568,2023-08-01,25900.0,13,36
5910,3035,2025-04-12,69300.0,46,11
5911,7186,2024-07-14,33400.0,42,24
5912,1299,2025-12-29,24300.0,0,24
5913,1855,2023-01-11,40500.0,18,11
5914,2982,2024-10-18,27200.0,23,11
5915,619,2024-03-19,47000.0,28,12
5916,2515,2026-06-13,12600.0,41,11
5917,4214,2024-12-19,23400.0,40,36
5918,6253,2023-03-28,52100.0,46,12
5919,286,2023-12-03,57600.0,27,11
5920,5691,2025-01-18,42000.0,8,12
5921,2998,2026-01-16,61300.0,17,12
5922,4500,2022-11-08,71700.0,16,11
5923,1117,2022-09-23,49400.0,11,11
5924,5241,2026-04-30,32000.0,36,11
5925,832,2024-03-10,43600.0,28,24
5926,7458,2022-11-06,30100.0,26,11
5927,7485,2022-10-28,24600.0,61,36
5928,83,2022-12-15,31400.0,0,36
5929,1964,2026-06-20,42800.0,8,24
5930,7978,2025-11-28,60500.0,3,11
5931,3575,2025-04-20,42800.0,17,12
5932,3220,2025-08-19,45800.0,11,12
5933,7559,2022-12-19,30400.0,47,11
5934,2138,2023-12-10,35500.0,46,24
5935,4820,2022-12-05,18900.0,15,12
5936,7223,2022-11-30,21000.0,21,11
5937,6542,2024-12-22,37500.0,42,11
5938,176,2023-05-28,31100.0,18,11
5939,5404,2023-08-31,12700.0,22,12
5940,2764,2023-08-23,22500.0,7,12
5941,5049,2025-09-19,27300.0,17,24
5942,373,2025-02-15,48300.0,32,12
5943,1860,2024-09-09,16800.0,34,24
5944,2146,2023-03-11,15600.0,19,11
5945,4893,2022-12-26,21300.0,33,24
5946,3574,2023-07-23,56500.0,29,11
5947,1819,2022-10-27,38400.0,39,11
5948,7832,2025-08-04,46100.0,58,11
5949,1395,2024-09-06,54200.0,25,11
5950,7448,2025-04-03,38400.0,64,24
5951,5651,2023-05-29,47600.0,13,11
5952,4566,2026-01-18,20300.0,23,11
5953,3424,2025-04-19,53300.0,22,11
5954,4846,2024-02-19,14900.0,30,11
5955,3761,2024-12-04,48100.0,14,11
5956,2480,2022-11-02,24000.0,39,12
5957,73,2025-05-10,50600.0,35,11
5958,3033,2026-06-08,15000.0,46,11
5959,5488,2026-04-15,27800.0,24,12
5960,876,2025-11-29,15000.0,28,36
5961,3947,2026-01-16,17000.0,34,12
5962,4232,2024-07-18,65300.0,31,11
5963,2477,2023-06-03,50400.0,47,12
5964,1090,2026-05-12,20300.0,29,11
5965,2267,2022-12-05,13200.0,59,12
