property_id,project_id,property_type,bedrooms,bathrooms,area_sqft,floor,total_floors,age_years,parking,furnishing,asking_price,monthly_rent
3240,428,Studio,2,2,1119,21,14,4,1,Semi-Furnished,13020000.0,44700.0
3241,200,Studio,1,1,810,9,26,4,1,Unfurnished,9637000.0,28000.0
3242,457,Penthouse,3,3,1193,19,16,3,0,Semi-Furnished,13318000.0,42900.0
3243,24,Apartment,3,3,1277,22,29,5,2,Semi-Furnished,13517000.0,42200.0
3244,62,Penthouse,1,1,787,16,19,1,1,Unfurnished,7996000.0,18700.0
3245,94,Apartment,3,2,1474,12,13,3,1,Unfurnished,14130000.0,36800.0
3246,173,Apartment,2,2,1170,17,25,3,2,Unfurnished,14164000.0,34700.0
3247,374,Apartment,3,2,1217,17,26,1,0,Unfurnished,12392000.0,24100.0
3248,139,Studio,3,2,1096,18,20,4,1,Fully-Furnished,12414000.0,34400.0
3249,499,Apartment,3,2,927,19,31,5,1,Unfurnished,8223000.0,18900.0
3250,145,Row House,1,1,1400,5,24,2,2,Unfurnished,11300000.0,27500.0
3251,176,Penthouse,1,1,893,29,27,1,2,Unfurnished,10255000.0,23500.0
3252,459,Apartment,2,1,1155,8,9,2,2,Semi-Furnished,11549000.0,27300.0
3253,436,Apartment,2,2,752,18,25,3,2,Semi-Furnished,7809000.0,24800.0
3254,301,Apartment,3,3,1296,28,6,0,1,Fully-Furnished,12689000.0,27900.0
3255,148,Studio,2,2,1083,26,25,2,1,Fully-Furnished,11879000.0,30300.0
3256,47,Apartment,1,1,778,8,24,2,1,Unfurnished,8558000.0,17600.0
3257,315,Apartment,3,2,1277,12,17,1,1,Unfurnished,14540000.0,34600.0
3258,269,Apartment,3,2,1473,12,7,2,1,Semi-Furnished,18468000.0,52800.0
3259,414,Apartment,2,1,895,7,9,5,1,Unfurnished,10365000.0,29400.0
3260,342,Apartment,3,3,1240,12,7,4,2,Unfurnished,13332000.0,27000.0
3261,139,Apartment,2,2,882,8,31,4,2,Unfurnished,10097000.0,25300.0
3262,225,Row House,4,4,1738,11,20,2,2,Semi-Furnished,15331000.0,30200.0
3263,38,Villa,4,3,1569,13,10,2,1,Semi-Furnished,18213000.0,
3264,90,Villa,1,1,1078,6,14,2,2,Unfurnished,8872000.0,
3265,292,Penthouse,5,4,1985,25,26,5,1,Semi-Furnished,19018000.0,60500.0
3266,300,Villa,2,2,820,0,20,3,1,Unfurnished,10505000.0,25200.0
3267,409,Studio,3,2,991,8,7,5,0,Fully-Furnished,12224000.0,33200.0
3268,220,Studio,3,3,1283,29,25,1,1,Semi-Furnished,14951000.0,26200.0
3269,62,Apartment,1,1,954,0,21,1,2,Semi-Furnished,10055000.0,19400.0
3270,104,Villa,1,1,749,26,11,1,2,Unfurnished,10202000.0,22900.0
3271,334,Villa,3,2,1379,10,21,2,1,Semi-Furnished,13245000.0,40000.0
3272,225,Apartment,3,2,1199,23,22,2,2,Semi-Furnished,12072000.0,37000.0
3273,210,Apartment,4,3,1539,16,5,3,1,Fully-Furnished,16275000.0,49500.0
3274,199,Apartment,1,1,667,17,33,1,1,Fully-Furnished,5740000.0,13800.0
3275,337,Villa,3,2,1115,1,21,3,2,Semi-Furnished,11722000.0,29300.0
3276,453,Villa,4,4,1329,3,10,1,1,Semi-Furnished,16849000.0,51800.0
3277,481,Apartment,5,4,2005,16,24,5,1,Unfurnished,21751000.0,59100.0
3278,309,Apartment,4,4,1635,7,22,4,0,Fully-Furnished,17469000.0,42600.0
3279,155,Studio,4,4,1364,10,19,4,2,Unfurnished,15658000.0,47200.0
3280,301,Penthouse,3,2,1612,11,29,0,1,Unfurnished,19496000.0,54600.0
3281,285,Studio,2,1,1029,24,32,2,1,Semi-Furnished,11917000.0,42400.0
3282,405,Apartment,2,2,1127,25,34,3,1,Semi-Furnished,14174000.0,29100.0
3283,469,Villa,2,2,1126,23,7,0,1,Unfurnished,13070000.0,27800.0
3284,85,Apartment,1,1,615,6,23,0,1,Semi-Furnished,7054000.0,17600.0
3285,115,Studio,4,3,1497,7,5,0,1,Unfurnished,13520000.0,43100.0
3286,450,Apartment,3,2,1077,20,20,3,1,Semi-Furnished,12984000.0,51500.0
3287,251,Penthouse,3,2,1533,21,17,4,1,Semi-Furnished,15867000.0,
3288,323,Studio,3,2,1628,17,28,1,0,Semi-Furnished,15970000.0,40700.0
3289,46,Apartment,5,5,1554,3,6,5,1,Fully-Furnished,18666000.0,68100.0
3290,97,Penthouse,2,2,1030,16,5,3,2,Unfurnished,9916000.0,23400.0
3291,315,Apartment,2,1,790,6,22,1,2,Semi-Furnished,7004000.0,
3292,165,Apartment,1,1,660,11,30,2,0,Semi-Furnished,7577000.0,24000.0
3293,500,Row House,2,1,942,27,15,0,2,Unfurnished,10716000.0,36400.0
3294,277,Apartment,2,1,1169,3,21,1,1,Semi-Furnished,12486000.0,41100.0
3295,138,Row House,4,4,1500,23,8,3,1,Semi-Furnished,15261000.0,39000.0
3296,229,Row House,3,2,1026,7,21,3,1,Fully-Furnished,8359000.0,27700.0
3297,412,Penthouse,4,4,1916,5,13,5,1,Unfurnished,16026000.0,63700.0
3298,52,Apartment,2,2,851,10,19,3,2,Semi-Furnished,10609000.0,29800.0
3299,368,Studio,4,3,1297,10,17,4,1,Fully-Furnished,13225000.0,35500.0
3300,438,Penthouse,3,3,1135,18,31,3,1,Semi-Furnished,9804000.0,24900.0
3301,373,Row House,3,3,1278,17,17,1,1,Unfurnished,15815000.0,41300.0
3302,284,Apartment,1,1,706,23,19,1,1,Semi-Furnished,8908000.0,26500.0
3303,465,Penthouse,2,1,1333,21,29,2,2,Semi-Furnished,13748000.0,32500.0
3304,439,Studio,1,1,879,11,7,0,1,Semi-Furnished,8831000.0,26800.0
3305,410,Apartment,4,3,2031,23,34,4,2,Semi-Furnished,17430000.0,35100.0
3306,152,Row House,2,2,1081,9,4,3,2,Unfurnished,12432000.0,33400.0
3307,327,Apartment,3,2,1476,28,18,5,0,Semi-Furnished,13818000.0,44700.0
3308,216,Apartment,2,1,982,12,12,0,1,Unfurnished,9698000.0,25400.0
3309,257,Studio,3,3,1311,11,10,1,1,Semi-Furnished,11934000.0,22800.0
3310,349,Apartment,4,3,1665,2,10,4,1,Unfurnished,15466000.0,50700.0
3311,81,Apartment,3,3,1144,29,34,4,1,Unfurnished,13197000.0,29000.0
3312,283,Penthouse,2,1,839,24,4,0,2,Semi-Furnished,9150000.0,23100.0
3313,330,Apartment,2,1,867,8,6,1,1,Semi-Furnished,9689000.0,34800.0
3314,155,Row House,2,2,764,20,20,4,1,Semi-Furnished,8069000.0,23700.0
3315,365,Apartment,3,2,1438,24,31,1,2,Fully-Furnished,14686000.0,37200.0
3316,460,Row House,3,2,946,9,8,0,1,Unfurnished,11045000.0,29400.0
3317,157,Apartment,2,2,1109,24,34,3,1,Semi-Furnished,10618000.0,26700.0
3318,332,Apartment,3,3,1122,22,24,2,1,Unfurnished,11243000.0,25600.0
3319,178,Villa,3,3,1204,28,22,4,0,Semi-Furnished,12019000.0,28300.0
3320,104,Row House,2,2,661,16,11,1,1,Semi-Furnished,8626000.0,18300.0
3321,357,Villa,2,2,1008,28,27,1,1,Unfurnished,13072000.0,35600.0
3322,81,Studio,1,1,892,16,5,4,1,Unfurnished,9173000.0,22800.0
3323,61,Apartment,4,3,1627,8,22,5,2,Unfurnished,15481000.0,32700.0
3324,211,Studio,4,3,1658,20,26,4,2,Unfurnished,20200000.0,52800.0
3325,433,Apartment,1,1,736,1,20,5,1,Unfurnished,9896000.0,20600.0
3326,440,Studio,5,5,2174,25,30,2,2,Semi-Furnished,26429000.0,74400.0
3327,340,Penthouse,1,1,757,29,21,1,2,Unfurnished,8347000.0,15500.0
3328,338,Apartment,4,3,1834,26,13,1,1,Unfurnished,20375000.0,47700.0
3329,384,Apartment,3,3,1251,29,4,0,2,Semi-Furnished,14107000.0,46600.0
3330,340,Apartment,3,3,1319,14,24,1,1,Unfurnished,14020000.0,46900.0
3331,87,Apartment,2,1,1034,24,17,2,2,Unfurnished,11910000.0,33000.0
3332,319,Apartment,2,2,768,4,31,2,1,Unfurnished,7317000.0,13500.0
3333,273,Villa,2,2,614,23,13,2,1,Unfurnished,6367000.0,16600.0
3334,238,Studio,2,1,1196,5,28,2,1,Unfurnished,11832000.0,41700.0
3335,67,Penthouse,3,2,1433,17,7,4,0,Semi-Furnished,14718000.0,34500.0
3336,111,Apartment,3,2,1289,28,21,1,1,Fully-Furnished,11758000.0,31500.0
3337,162,Apartment,2,1,963,7,16,4,1,Semi-Furnished,11541000.0,30300.0
3338,302,Apartment,1,1,923,4,34,3,0,Semi-Furnished,9115000.0,24800.0
3339,82,Penthouse,2,1,950,20,19,5,1,Fully-Furnished,11098000.0,27000.0
3340,232,Apartment,2,1,1074,0,18,5,1,Unfurnished,10741000.0,28500.0
3341,24,Apartment,5,4,1624,5,18,5,2,Semi-Furnished,15544000.0,44400.0
3342,224,Apartment,3,3,1352,8,34,0,1,Fully-Furnished,14752000.0,36100.0
3343,291,Apartment,2,1,958,24,11,1,1,Unfurnished,11058000.0,38600.0
3344,490,Row House,2,1,1072,4,9,5,2,Unfurnished,8463000.0,28000.0
3345,132,Penthouse,3,2,1020,14,4,2,1,Unfurnished,11287000.0,27100.0
3346,320,Row House,3,3,1447,7,5,3,1,Unfurnished,14599000.0,30400.0
3347,297,Penthouse,3,2,1188,25,31,2,2,Unfurnished,10163000.0,32300.0
3348,288,Studio,1,1,548,21,16,2,0,Fully-Furnished,5856000.0,15900.0
3349,229,Apartment,2,1,1192,6,25,3,0,Unfurnished,9502000.0,26100.0
3350,175,Penthouse,1,1,1033,18,24,5,0,Semi-Furnished,11413000.0,35900.0
3351,5,Villa,4,3,1371,5,13,5,2,Unfurnished,14508000.0,34400.0
3352,194,Apartment,4,4,1720,16,12,4,1,Semi-Furnished,18850000.0,68200.0
3353,441,Apartment,4,3,1482,24,8,4,2,Fully-Furnished,16535000.0,27400.0
3354,45,Apartment,5,5,1788,16,18,2,2,Unfurnished,24558000.0,72800.0
3355,242,Apartment,5,4,1790,24,16,4,1,Semi-Furnished,15314000.0,46900.0
3356,441,Villa,3,3,1282,28,23,4,0,Unfurnished,12608000.0,35600.0
3357,287,Row House,3,2,1647,17,17,3,1,Unfurnished,14806000.0,53100.0
3358,162,Penthouse,5,5,1800,17,18,4,1,Semi-Furnished,19688000.0,50800.0
3359,179,Villa,3,3,1071,4,33,2,2,Unfurnished,14737000.0,37600.0
3360,303,Apartment,2,1,1251,23,17,3,1,Unfurnished,11778000.0,39200.0
3361,440,Apartment,1,1,910,6,14,2,1,Unfurnished,8170000.0,20500.0
3362,20,Apartment,2,1,1033,1,6,4,1,Semi-Furnished,10852000.0,38700.0
3363,431,Apartment,4,3,1489,18,19,1,2,Semi-Furnished,14794000.0,
3364,475,Apartment,2,2,1182,21,23,2,1,Semi-Furnished,13610000.0,40200.0
3365,269,Penthouse,3,3,1847,27,4,2,0,Unfurnished,23419000.0,74000.0
3366,213,Apartment,2,2,1188,20,22,4,2,Semi-Furnished,14260000.0,43900.0
3367,345,Villa,2,2,984,8,29,5,2,Unfurnished,9327000.0,27900.0
3368,472,Penthouse,3,3,1442,0,23,4,1,Semi-Furnished,15521000.0,42600.0
3369,13,Apartment,5,5,1740,7,10,5,2,Semi-Furnished,18182000.0,66700.0
3370,125,Apartment,2,2,1008,1,29,3,2,Unfurnished,12067000.0,33900.0
3371,120,Studio,2,2,710,26,33,3,1,Unfurnished,8473000.0,21300.0
3372,31,Apartment,4,4,1870,13,33,2,1,Unfurnished,18227000.0,49300.0
3373,83,Apartment,4,3,1467,19,5,2,1,Semi-Furnished,12884000.0,40500.0
3374,491,Apartment,3,2,1286,16,30,2,1,Semi-Furnished,17772000.0,57600.0
3375,235,Apartment,3,2,1169,22,23,5,1,Unfurnished,13840000.0,33500.0
3376,183,Studio,2,2,979,8,17,3,1,Unfurnished,10918000.0,32900.0
3377,139,Apartment,2,2,1031,24,22,4,0,Unfurnished,8949000.0,26800.0
3378,123,Studio,2,1,579,16,13,1,2,Semi-Furnished,5974000.0,14200.0
3379,246,Apartment,1,1,469,21,24,2,1,Semi-Furnished,4466000.0,16200.0
3380,90,Apartment,2,1,788,21,4,2,0,Semi-Furnished,8288000.0,16700.0
3381,367,Apartment,2,1,1135,25,32,2,0,Semi-Furnished,9848000.0,29900.0
3382,326,Apartment,4,3,1599,3,8,3,1,Unfurnished,17585000.0,48000.0
3383,336,Apartment,3,2,1138,0,25,0,0,Semi-Furnished,13321000.0,40500.0
3384,89,Apartment,2,2,1110,27,8,4,2,Fully-Furnished,10242000.0,23300.0
3385,277,Row House,3,2,1214,19,34,1,1,Semi-Furnished,12249000.0,33800.0
3386,86,Penthouse,2,2,1169,25,21,2,1,Semi-Furnished,10399000.0,23800.0
3387,239,Penthouse,4,3,1718,18,14,1,1,Semi-Furnished,14432000.0,52800.0
3388,60,Apartment,1,1,465,9,34,1,0,Unfurnished,4685000.0,16200.0
3389,430,Apartment,3,2,1091,2,11,5,1,Semi-Furnished,11479000.0,39700.0
3390,243,Apartment,2,1,901,16,34,2,2,Unfurnished,9528000.0,28300.0
3391,42,Row House,3,2,1516,1,24,5,1,Semi-Furnished,17105000.0,41300.0
3392,403,Apartment,2,1,1008,2,14,3,2,Semi-Furnished,13858000.0,38300.0
3393,163,Apartment,2,1,855,2,29,2,1,Unfurnished,7387000.0,
3394,169,Apartment,4,4,1555,16,20,1,2,Semi-Furnished,14903000.0,34900.0
3395,11,Apartment,2,2,1057,14,29,5,1,Fully-Furnished,13581000.0,35000.0
3396,270,Penthouse,4,4,1749,12,20,3,0,Semi-Furnished,20386000.0,65200.0
3397,424,Villa,3,2,1264,10,15,4,2,Fully-Furnished,13384000.0,38000.0
3398,277,Apartment,3,2,1370,2,33,1,1,Unfurnished,15200000.0,42000.0
3399,118,Apartment,2,1,1457,2,6,0,1,Semi-Furnished,11686000.0,33300.0
3400,175,Apartment,2,2,891,2,9,5,1,Semi-Furnished,10624000.0,22100.0
3401,261,Apartment,3,3,1218,13,11,2,2,Unfurnished,13347000.0,37900.0
3402,204,Penthouse,3,2,1295,9,19,3,1,Unfurnished,13711000.0,36100.0
3403,107,Apartment,2,1,863,8,4,3,1,Unfurnished,8491000.0,20400.0
3404,124,Apartment,4,4,1399,26,28,1,2,Semi-Furnished,12199000.0,23900.0
3405,491,Apartment,3,2,1142,19,4,2,1,Semi-Furnished,11854000.0,32600.0
3406,255,Row House,3,3,1102,24,14,3,0,Semi-Furnished,14553000.0,40600.0
3407,43,Apartment,4,3,1329,15,28,1,0,Semi-Furnished,12857000.0,34500.0
3408,472,Apartment,4,3,1586,4,10,4,1,Unfurnished,22241000.0,63900.0
3409,154,Apartment,3,2,1022,19,16,1,1,Semi-Furnished,10406000.0,33600.0
3410,225,Apartment,2,1,883,7,25,2,2,Fully-Furnished,7596000.0,21600.0
3411,261,Apartment,3,3,1317,6,27,2,2,Fully-Furnished,16692000.0,59000.0
3412,243,Apartment,1,1,711,24,26,2,1,Semi-Furnished,7244000.0,20600.0
3413,413,Apartment,2,2,674,14,33,3,1,Semi-Furnished,7974000.0,31000.0
3414,143,Studio,3,2,1259,9,6,3,1,Unfurnished,11355000.0,35400.0
3415,11,Apartment,5,4,1947,27,14,5,1,Fully-Furnished,21217000.0,58200.0
3416,284,Apartment,4,4,1485,24,14,1,0,Fully-Furnished,20825000.0,65200.0
3417,313,Apartment,3,3,1265,1,13,4,0,Semi-Furnished,15729000.0,42700.0
3418,295,Apartment,1,1,539,15,21,5,1,Unfurnished,6199000.0,16000.0
3419,87,Row House,3,2,1096,6,8,2,1,Semi-Furnished,11420000.0,33900.0
3420,319,Apartment,5,5,2553,8,5,2,1,Unfurnished,28869000.0,49400.0
3421,93,Studio,3,2,1220,20,27,2,1,Fully-Furnished,16808000.0,48700.0
3422,408,Apartment,3,3,1290,16,23,0,2,Semi-Furnished,16429000.0,29100.0
3423,333,Apartment,2,2,1077,0,19,1,1,Unfurnished,9316000.0,21800.0
3424,43,Penthouse,3,3,1440,7,29,1,2,Unfurnished,15368000.0,50100.0
3425,339,Row House,3,3,1128,3,19,3,1,Semi-Furnished,13174000.0,36800.0
3426,494,Villa,2,2,914,13,33,3,2,Semi-Furnished,10777000.0,32400.0
3427,139,Villa,4,4,1423,23,28,4,1,Unfurnished,19582000.0,35300.0
3428,420,Villa,3,2,1246,6,11,4,2,Unfurnished,15065000.0,32700.0
3429,88,Row House,3,3,1241,12,18,3,1,Unfurnished,13137000.0,
3430,105,Studio,5,5,2039,7,32,5,0,Semi-Furnished,16666000.0,62100.0
3431,500,Apartment,2,1,851,6,19,0,1,Semi-Furnished,9198000.0,25700.0
3432,483,Apartment,2,1,1000,13,28,5,1,Unfurnished,9868000.0,30000.0
3433,89,Row House,3,3,1121,9,26,4,2,Unfurnished,9349000.0,33800.0
3434,215,Row House,1,1,553,13,29,4,1,Unfurnished,6290000.0,13400.0
3435,492,Apartment,5,4,1744,27,10,3,1,Semi-Furnished,16149000.0,30000.0
3436,358,Villa,1,1,977,24,30,0,1,Semi-Furnished,9312000.0,34700.0
3437,190,Apartment,4,4,1676,20,17,3,2,Semi-Furnished,21102000.0,61600.0
3438,99,Studio,3,3,1343,14,17,3,1,Fully-Furnished,12872000.0,45100.0
3439,5,Apartment,3,3,1331,29,15,5,1,Unfurnished,15522000.0,36500.0
3440,463,Villa,1,1,921,25,22,1,2,Semi-Furnished,8893000.0,27300.0
3441,422,Penthouse,2,1,1005,14,20,5,1,Semi-Furnished,11301000.0,29300.0
3442,121,Apartment,2,1,1064,21,15,1,2,Unfurnished,12135000.0,25300.0
3443,300,Apartment,1,1,775,20,14,3,1,Unfurnished,8712000.0,21100.0
3444,11,Apartment,2,2,900,16,13,5,1,Unfurnished,11448000.0,31400.0
3445,456,Penthouse,1,1,988,8,23,3,2,Semi-Furnished,10954000.0,26300.0
3446,95,Row House,2,1,832,15,7,4,2,Fully-Furnished,6622000.0,18100.0
3447,310,Villa,2,2,1155,15,28,1,0,Unfurnished,11581000.0,27700.0
3448,260,Apartment,4,4,1306,0,20,3,2,Fully-Furnished,11595000.0,34000.0
3449,433,Apartment,3,2,1262,4,27,5,1,Unfurnished,18027000.0,48200.0
3450,399,Apartment,1,1,973,20,17,5,1,Semi-Furnished,12925000.0,34000.0
3451,443,Studio,2,2,1100,6,7,1,0,Unfurnished,8928000.0,19300.0
3452,460,Apartment,3,2,1063,7,14,0,2,Semi-Furnished,11621000.0,29700.0
3453,168,Studio,2,1,968,16,25,2,2,Fully-Furnished,9368000.0,21300.0
3454,345,Penthouse,1,1,741,0,26,5,0,Unfurnished,6839000.0,15400.0
3455,436,Studio,2,1,812,9,24,3,0,Fully-Furnished,8982000.0,29200.0
3456,68,Villa,4,3,1355,1,15,4,1,Unfurnished,15801000.0,32200.0
3457,355,Studio,4,4,1361,10,8,2,1,Fully-Furnished,14185000.0,39700.0
3458,473,Apartment,2,2,970,24,23,4,1,Semi-Furnished,8832000.0,27600.0
3459,271,Studio,2,2,833,19,22,0,1,Semi-Furnished,7480000.0,21600.0
3460,237,Apartment,4,4,1563,18,33,5,1,Fully-Furnished,20289000.0,68400.0
3461,266,Row House,3,3,816,5,7,2,1,Unfurnished,8394000.0,27700.0
3462,228,Villa,2,1,993,0,15,2,0,Fully-Furnished,11586000.0,35000.0
3463,140,Studio,2,2,965,9,29,1,0,Semi-Furnished,10233000.0,31000.0
3464,47,Studio,5,5,1433,27,25,2,1,Fully-Furnished,16016000.0,58100.0
3465,177,Studio,1,1,759,10,9,1,1,Semi-Furnished,15365000.0,17000.0
3466,100,Apartment,2,1,897,15,12,2,2,Unfurnished,8784000.0,33700.0
3467,356,Apartment,3,3,1455,21,17,2,1,Fully-Furnished,13549000.0,36600.0
3468,129,Row House,4,3,1609,6,15,1,2,Semi-Furnished,18088000.0,52700.0
3469,218,Apartment,1,1,937,19,26,4,2,Unfurnished,9007000.0,24700.0
3470,100,Studio,2,2,886,13,27,2,0,Unfurnished,9531000.0,20400.0
3471,367,Penthouse,5,4,1982,2,10,2,2,Unfurnished,17831000.0,55400.0
3472,246,Apartment,3,3,1250,18,12,2,2,Unfurnished,11715000.0,31100.0
3473,477,Apartment,3,2,1605,1,19,2,2,Unfurnished,20997000.0,47800.0
3474,232,Apartment,2,1,882,15,32,5,2,Semi-Furnished,7858000.0,23000.0
3475,488,Row House,2,1,785,12,4,1,2,Semi-Furnished,9604000.0,21100.0
3476,360,Apartment,1,1,961,13,24,2,1,Semi-Furnished,10484000.0,28100.0
3477,318,Penthouse,4,3,1644,28,29,5,1,Unfurnished,13891000.0,37500.0
3478,424,Apartment,3,3,1615,10,24,4,1,Unfurnished,18450000.0,47100.0
3479,458,Row House,1,1,525,8,11,4,1,Semi-Furnished,6334000.0,19400.0
3480,407,Villa,2,2,1268,21,16,1,1,Semi-Furnished,11312000.0,27600.0
3481,415,Row House,4,4,1714,5,12,4,1,Semi-Furnished,17255000.0,48300.0
3482,324,Apartment,2,2,999,1,11,5,0,Semi-Furnished,14148000.0,42300.0
3483,302,Apartment,2,1,1164,24,12,3,1,Unfurnished,12980000.0,34800.0
3484,96,Apartment,3,3,1524,26,7,3,0,Fully-Furnished,14910000.0,51800.0
3485,7,Studio,2,2,689,28,28,2,1,Unfurnished,8654000.0,21900.0
3486,105,Apartment,3,2,1184,10,17,5,1,Unfurnished,10161000.0,23700.0
3487,250,Row House,4,3,1478,4,15,4,1,Unfurnished,12711000.0,36800.0
3488,258,Apartment,2,2,1258,18,22,5,1,Fully-Furnished,16729000.0,51700.0
3489,342,Apartment,2,2,964,21,20,4,1,Semi-Furnished,12688000.0,34300.0
3490,449,Studio,2,2,1150,19,27,2,1,Unfurnished,12108000.0,41800.0
3491,188,Row House,1,1,608,16,21,2,1,Unfurnished,6033000.0,15900.0
3492,464,Apartment,3,3,1277,17,32,1,2,Fully-Furnished,14099000.0,35000.0
3493,275,Apartment,4,4,1517,11,24,4,1,Semi-Furnished,14194000.0,45200.0
3494,370,Villa,4,3,1664,14,11,2,1,Semi-Furnished,21382000.0,73900.0
3495,186,Apartment,2,1,1005,18,13,5,1,Semi-Furnished,9877000.0,29100.0
3496,161,Row House,2,1,1039,0,14,1,0,Unfurnished,13881000.0,24800.0
3497,271,Studio,2,1,962,9,18,0,1,Unfurnished,8273000.0,19400.0
3498,18,Apartment,2,1,1097,5,5,2,2,Unfurnished,10763000.0,27700.0
3499,17,Apartment,2,2,782,28,20,2,1,Semi-Furnished,7993000.0,19400.0
3500,322,Penthouse,2,2,808,27,20,5,1,Unfurnished,7497000.0,25300.0
3501,499,Apartment,2,1,895,16,11,5,0,Semi-Furnished,7935000.0,23000.0
3502,334,Penthouse,3,2,1277,17,8,2,1,Unfurnished,12389000.0,30600.0
3503,241,Apartment,3,3,1264,1,5,4,1,Fully-Furnished,9175000.0,22100.0
3504,197,Villa,2,2,1027,22,4,1,2,Unfurnished,7847000.0,22900.0
3505,413,Apartment,2,1,892,19,28,3,0,Unfurnished,12912000.0,43700.0
3506,248,Villa,4,4,1926,26,33,5,2,Fully-Furnished,21750000.0,50000.0
3507,493,Row House,1,1,847,27,21,3,0,Unfurnished,10038000.0,28200.0
3508,69,Row House,3,3,1283,19,24,4,0,Unfurnished,14719000.0,47700.0
3509,402,Apartment,1,1,914,25,4,1,0,Semi-Furnished,9153000.0,23500.0
3510,262,Apartment,1,1,729,11,33,0,2,Semi-Furnished,9100000.0,20700.0
3511,382,Penthouse,4,3,1365,22,24,1,2,Fully-Furnished,15287000.0,40000.0
3512,52,Studio,3,3,1147,5,11,3,0,Fully-Furnished,14748000.0,50900.0
3513,129,Apartment,2,1,781,29,25,1,2,Fully-Furnished,7055000.0,17200.0
3514,436,Row House,1,1,853,18,17,3,2,Fully-Furnished,10075000.0,24600.0
3515,307,Apartment,2,1,938,22,26,4,1,Fully-Furnished,10958000.0,34000.0
3516,280,Row House,2,2,1241,7,32,1,1,Unfurnished,11301000.0,14700.0
3517,160,Villa,1,1,323,10,26,1,1,Semi-Furnished,2911000.0,7500.0
3518,226,Apartment,2,2,1035,17,22,2,1,Fully-Furnished,12807000.0,37200.0
3519,43,Apartment,3,2,1130,28,10,1,1,Fully-Furnished,13871000.0,39300.0
3520,62,Penthouse,1,1,830,5,11,1,0,Unfurnished,9912000.0,27700.0
3521,57,Apartment,3,2,1104,1,5,0,2,Fully-Furnished,10713000.0,29200.0
3522,149,Apartment,3,2,1356,17,26,5,2,Unfurnished,15326000.0,51000.0
3523,105,Apartment,2,2,1163,23,8,5,2,Unfurnished,11061000.0,29000.0
3524,60,Apartment,4,4,1202,9,22,1,2,Semi-Furnished,11517000.0,34800.0
3525,299,Studio,2,1,921,0,25,3,1,Unfurnished,9030000.0,31600.0
3526,431,Row House,1,1,729,26,33,1,2,Semi-Furnished,7597000.0,15700.0
3527,315,Apartment,2,1,1111,9,5,1,1,Fully-Furnished,14052000.0,19800.0
3528,32,Apartment,2,2,1113,15,24,5,1,Unfurnished,9110000.0,14600.0
3529,14,Villa,2,1,928,1,18,2,2,Unfurnished,10306000.0,20700.0
3530,174,Apartment,2,1,1128,11,21,5,0,Unfurnished,11332000.0,32900.0
3531,1,Apartment,3,2,1114,14,13,1,1,Unfurnished,10549000.0,24100.0
3532,474,Studio,4,4,1345,6,16,5,1,Semi-Furnished,14393000.0,43200.0
3533,159,Penthouse,1,1,1024,29,12,4,1,Unfurnished,9306000.0,22900.0
3534,218,Studio,2,2,1468,11,30,4,2,Fully-Furnished,11959000.0,31700.0
3535,121,Penthouse,3,3,1354,8,19,1,0,Fully-Furnished,15987000.0,
3536,251,Villa,2,1,1003,1,12,4,2,Semi-Furnished,10626000.0,31400.0
3537,197,Apartment,3,3,1470,8,15,1,1,Unfurnished,14815000.0,18500.0
3538,175,Studio,3,2,1196,12,28,5,1,Unfurnished,14139000.0,33200.0
3539,270,Apartment,3,3,1115,24,17,3,1,Unfurnished,14245000.0,39300.0
3540,182,Apartment,4,3,1374,19,30,1,2,Unfurnished,13082000.0,43300.0
3541,219,Apartment,4,3,1598,9,7,2,0,Unfurnished,21281000.0,62900.0
3542,355,Apartment,3,2,1380,13,15,2,2,Fully-Furnished,15151000.0,43000.0
3543,278,Apartment,1,1,831,20,4,3,2,Unfurnished,7228000.0,14400.0
3544,481,Apartment,5,5,1945,23,23,5,1,Semi-Furnished,18227000.0,54600.0
3545,336,Apartment,2,2,1066,13,14,0,0,Fully-Furnished,11796000.0,26800.0
3546,383,Apartment,3,2,1691,20,9,1,1,Unfurnished,20546000.0,62300.0
3547,499,Row House,3,3,1250,6,14,5,1,Semi-Furnished,13349000.0,51600.0
3548,424,Apartment,2,2,1066,10,9,4,1,Fully-Furnished,10515000.0,22300.0
3549,217,Penthouse,5,4,1872,9,29,4,2,Unfurnished,23174000.0,67100.0
3550,402,Villa,3,2,1467,9,33,1,2,Unfurnished,14664000.0,28700.0
3551,161,Apartment,2,2,1021,22,12,1,1,Semi-Furnished,9383000.0,24400.0
3552,85,Apartment,1,1,629,15,32,0,1,Unfurnished,6076000.0,14300.0
3553,395,Studio,4,4,1400,25,6,0,1,Unfurnished,13796000.0,29700.0
3554,276,Row House,3,3,1061,29,9,4,2,Fully-Furnished,9960000.0,18900.0
3555,66,Apartment,3,3,1312,3,28,1,0,Fully-Furnished,11344000.0,41300.0
3556,30,Apartment,2,1,1101,19,7,1,2,Unfurnished,13765000.0,38200.0
3557,290,Apartment,1,1,513,8,13,0,2,Unfurnished,5104000.0,10600.0
3558,1,Apartment,1,1,296,26,18,1,2,Fully-Furnished,2721000.0,6100.0
3559,305,Row House,3,3,1318,28,14,1,1,Semi-Furnished,14920000.0,33900.0
