locality_id,month,average_price_sqft,median_price_sqft,demand_index,supply_index,units_sold,available_inventory,absorption_rate,average_days_on_market
44,2021-12,13253.0,12960.2,77.2,47.2,92,20,4.6,96
44,2022-01,13272.1,12858.9,77.2,46.9,95,88,1.08,74
44,2022-02,13484.6,13065.2,80.3,47.6,108,120,0.9,79
44,2022-03,13687.5,13875.4,79.6,48.1,97,60,1.617,87
44,2022-04,13914.8,13318.2,80.4,47.5,84,57,1.474,81
44,2022-05,14058.0,13586.9,84.2,47.4,113,149,0.758,60
44,2022-06,14235.5,14011.0,84.8,48.8,106,113,0.938,47
44,2022-07,14329.7,13871.1,86.1,48.3,120,56,2.143,79
44,2022-08,14627.6,14171.1,86.8,49.5,87,20,4.35,71
44,2022-09,14742.3,14914.3,86.0,50.5,96,20,4.8,58
44,2022-10,14978.0,14524.7,86.3,48.6,81,20,4.05,77
44,2022-11,15179.4,14876.5,88.0,45.9,89,35,2.543,65
44,2022-12,15325.6,15395.3,87.4,46.0,113,46,2.457,79
44,2023-01,15407.3,14854.7,89.5,46.5,107,20,5.35,79
44,2023-02,15677.2,15809.4,89.4,47.9,117,78,1.5,74
44,2023-03,15902.8,15116.7,91.1,48.8,106,95,1.116,75
44,2023-04,16160.5,15806.9,90.9,49.2,116,119,0.975,79
44,2023-05,16261.0,15381.6,88.8,51.2,108,20,5.4,48
44,2023-06,16441.1,16699.6,86.9,49.8,114,56,2.036,90
44,2023-07,16588.6,15708.2,87.1,51.1,128,20,6.4,67
44,2023-08,16789.3,16928.1,88.9,51.2,112,31,3.613,81
44,2023-09,16974.5,16324.5,88.6,48.8,112,52,2.154,59
44,2023-10,17228.5,16939.5,88.1,46.0,110,20,5.5,61
44,2023-11,17500.9,17673.3,86.7,45.8,94,20,4.7,68
44,2023-12,17669.3,16879.3,83.9,44.5,119,108,1.102,61
44,2024-01,17940.7,17612.8,83.7,42.3,101,42,2.405,81
44,2024-02,18145.3,17783.0,83.5,44.0,89,60,1.483,100
44,2024-03,18400.9,17624.4,81.6,44.6,95,58,1.638,64
44,2024-04,18613.9,18287.5,79.6,43.0,102,81,1.259,63
44,2024-05,18717.1,18596.7,80.1,43.7,93,114,0.816,94
44,2024-06,18915.7,19275.8,79.4,43.5,70,92,0.761,83
44,2024-07,19128.5,19125.1,78.1,43.9,85,111,0.766,98
44,2024-08,19431.3,18625.7,76.5,44.8,84,48,1.75,101
44,2024-09,19738.5,19894.5,76.6,43.6,103,69,1.493,68
44,2024-10,20054.2,20450.1,75.6,42.3,96,84,1.143,83
44,2024-11,20232.9,19345.9,76.4,42.9,95,63,1.508,82
44,2024-12,20486.8,19461.7,75.8,43.0,110,169,0.651,97
44,2025-01,20796.3,20621.5,79.4,44.2,99,86,1.151,83
44,2025-02,20960.9,19980.5,77.8,43.7,104,25,4.16,67
44,2025-03,21230.0,20344.2,81.0,43.7,105,63,1.667,89
44,2025-04,21478.9,20283.1,79.1,43.2,103,20,5.15,71
44,2025-05,21792.1,21272.0,80.5,42.5,88,22,4.0,79
44,2025-06,22061.1,21691.0,82.6,42.5,127,20,6.35,84
44,2025-07,22361.6,22016.9,82.2,41.4,99,60,1.65,78
44,2025-08,22787.0,22099.2,82.2,42.2,97,48,2.021,65
44,2025-09,23057.8,21844.3,82.4,42.3,87,93,0.935,61
44,2025-10,23449.5,22916.5,82.6,41.6,113,37,3.054,72
44,2025-11,23869.7,24290.2,84.1,40.7,95,77,1.234,79
44,2025-12,24247.3,22798.5,84.4,38.7,121,51,2.373,58
45,2020-01,9284.7,8740.5,52.8,64.2,71,143,0.497,116
45,2020-02,9228.6,9259.1,54.0,62.9,75,104,0.721,104
45,2020-03,9191.1,9097.0,54.5,64.8,66,156,0.423,97
45,2020-04,9208.8,8939.2,56.8,63.7,61,119,0.513,112
45,2020-05,9207.8,8894.8,59.0,66.1,76,83,0.916,120
45,2020-06,9159.0,8725.3,61.2,65.7,81,120,0.675,105
45,2020-07,9150.5,9199.7,59.2,67.6,76,159,0.478,104
45,2020-08,9151.4,8720.7,57.4,68.6,71,108,0.657,88
45,2020-09,9074.3,8704.3,56.5,69.2,71,203,0.35,125
45,2020-10,9044.1,8691.4,57.6,69.2,66,153,0.431,120
45,2020-11,9033.2,8828.8,58.4,69.9,81,171,0.474,95
45,2020-12,9004.8,8500.9,59.3,68.6,70,156,0.449,105
45,2021-01,9009.3,8570.7,60.9,70.5,53,82,0.646,84
45,2021-02,9014.1,8493.4,60.9,69.1,84,66,1.273,103
45,2021-03,9005.6,8480.0,60.1,70.4,74,149,0.497,113
45,2021-04,8980.7,8913.2,61.3,69.9,59,117,0.504,112
45,2021-05,8946.0,8988.7,60.2,70.8,75,102,0.735,100
45,2021-06,8989.6,8824.9,60.6,70.5,64,95,0.674,116
45,2021-07,8936.1,8985.6,62.4,70.4,73,164,0.445,105
45,2021-08,8932.8,8535.5,61.4,68.8,87,85,1.024,93
45,2021-09,8923.0,8769.7,61.3,69.2,76,110,0.691,101
45,2021-10,8902.7,8443.6,59.9,69.0,62,161,0.385,122
45,2021-11,8885.8,8546.3,60.7,70.6,77,30,2.567,96
45,2021-12,8876.6,8429.5,60.7,69.1,86,67,1.284,114
45,2022-01,8845.3,8640.7,59.4,68.6,66,206,0.32,103
45,2022-02,8767.0,8837.3,58.7,67.7,73,129,0.566,105
45,2022-03,8815.8,8622.7,61.1,67.2,50,153,0.327,100
45,2022-04,8826.0,8857.6,58.3,69.4,65,102,0.637,91
45,2022-05,8746.7,8279.0,58.1,72.7,86,143,0.601,120
45,2022-06,8745.9,8434.9,60.0,73.7,81,135,0.6,103
45,2022-07,8745.9,8599.2,59.9,74.8,60,136,0.441,106
45,2022-08,8717.1,8873.9,57.7,76.9,72,87,0.828,132
45,2022-09,8662.6,8339.2,57.6,75.3,64,157,0.408,113
45,2022-10,8629.7,8414.6,57.0,75.0,65,129,0.504,116
45,2022-11,8677.5,8725.8,58.6,74.5,71,74,0.959,112
45,2022-12,8600.3,8089.4,59.9,73.9,81,87,0.931,119
45,2023-01,8592.2,8165.2,63.0,74.7,79,126,0.627,105
45,2023-02,8611.3,8394.5,63.3,74.3,68,135,0.504,94
45,2023-03,8534.5,8391.6,64.6,73.8,76,151,0.503,97
45,2023-04,8530.8,8348.0,67.7,75.6,89,82,1.085,104
45,2023-05,8525.8,8323.5,68.0,74.8,80,108,0.741,122
45,2023-06,8564.5,8367.3,70.6,75.3,77,40,1.925,93
45,2023-07,8507.4,8055.5,70.6,74.7,82,84,0.976,102
45,2023-08,8526.5,8516.6,68.2,76.5,89,86,1.035,105
45,2023-09,8561.1,8158.8,67.2,76.2,89,126,0.706,103
45,2023-10,8641.4,8519.9,68.3,75.0,89,128,0.695,97
45,2023-11,8699.4,8619.2,67.9,75.1,93,127,0.732,104
45,2023-12,8763.0,8605.4,63.5,74.7,84,64,1.312,98
45,2024-01,8719.7,8815.1,60.2,77.2,53,124,0.427,112
45,2024-02,8718.0,8348.8,59.5,76.8,75,166,0.452,123
45,2024-03,8710.7,8378.2,59.2,76.8,66,147,0.449,112
45,2024-04,8690.4,8199.1,60.7,75.9,77,30,2.567,132
45,2024-05,8673.0,8732.5,61.8,75.6,74,142,0.521,112
45,2024-06,8636.5,8375.2,64.2,75.4,64,145,0.441,107
45,2024-07,8586.3,8620.2,64.7,75.9,67,143,0.469,103
45,2024-08,8549.0,8141.3,66.2,77.6,74,138,0.536,124
45,2024-09,8498.2,8228.0,67.5,78.1,80,117,0.684,103
45,2024-10,8451.2,8015.1,68.0,78.6,80,106,0.755,99
45,2024-11,8434.8,8420.4,65.5,78.9,76,74,1.027,97
45,2024-12,8419.1,8563.2,66.7,79.4,62,187,0.332,131
45,2025-01,8378.7,7926.9,67.7,79.6,86,97,0.887,109
45,2025-02,8380.3,7942.6,68.5,80.1,62,94,0.66,118
45,2025-03,8318.5,8344.6,66.9,81.0,89,72,1.236,107
45,2025-04,8287.1,8150.9,69.8,81.4,90,50,1.8,113
45,2025-05,8298.8,8318.4,72.5,81.8,98,58,1.69,96
45,2025-06,8265.9,8081.7,71.2,82.8,63,152,0.414,123
45,2025-07,8217.9,7842.1,71.8,79.6,80,110,0.727,120
45,2025-08,8182.1,8124.5,74.0,80.3,81,46,1.761,109
45,2025-09,8190.1,8202.1,72.8,80.3,83,25,3.32,87
45,2025-10,8208.4,7972.2,73.4,81.6,77,55,1.4,96
45,2025-11,8265.1,8027.8,74.5,83.5,105,20,5.25,90
45,2025-12,8268.0,7948.8,76.1,82.6,89,68,1.309,96
46,2020-01,9930.1,9772.9,50.0,44.0,73,186,0.392,97
46,2020-02,9936.5,9708.5,51.4,42.1,58,157,0.369,97
46,2020-03,10010.5,10116.6,52.4,41.6,61,164,0.372,97
46,2020-04,10019.4,10146.0,54.2,41.5,69,135,0.511,87
46,2020-05,10090.0,10022.5,54.4,41.3,68,34,2.0,100
46,2020-06,10104.4,9804.2,50.9,41.0,45,146,0.308,114
46,2020-07,10167.8,10037.6,51.0,42.1,43,158,0.272,95
46,2020-08,10190.5,9631.3,53.2,44.9,59,179,0.33,103
46,2020-09,10216.7,10028.4,53.2,42.9,72,123,0.585,96
46,2020-10,10333.5,10392.6,54.0,41.7,65,163,0.399,117
46,2020-11,10365.7,10263.6,52.8,42.1,73,84,0.869,104
46,2020-12,10418.5,10073.6,53.5,42.3,70,166,0.422,107
46,2021-01,10446.1,9938.9,54.2,41.6,73,139,0.525,107
46,2021-02,10496.5,10061.9,54.7,43.3,76,138,0.551,84
46,2021-03,10536.0,10159.2,55.5,43.6,63,226,0.279,106
46,2021-04,10580.9,9976.8,55.3,42.3,75,122,0.615,115
46,2021-05,10628.0,10170.2,54.3,41.6,77,176,0.438,98
46,2021-06,10728.0,10528.0,56.8,41.9,65,158,0.411,93
46,2021-07,10740.1,10702.1,61.1,42.3,66,147,0.449,88
46,2021-08,10749.6,10585.5,59.6,43.0,61,118,0.517,76
46,2021-09,10813.6,10559.0,59.1,43.4,63,134,0.47,108
46,2021-10,10960.7,10777.2,60.3,41.5,68,96,0.708,110
46,2021-11,11116.2,11033.9,60.9,39.0,67,69,0.971,96
46,2021-12,11224.7,10572.3,59.9,38.3,85,86,0.988,97
46,2022-01,11369.9,11443.4,61.9,38.3,77,174,0.443,88
46,2022-02,11395.8,10950.5,59.1,38.6,83,194,0.428,80
46,2022-03,11488.5,11006.7,58.9,36.9,61,161,0.379,85
46,2022-04,11606.4,11052.5,57.5,38.0,87,91,0.956,87
46,2022-05,11622.3,10936.0,56.1,37.8,57,147,0.388,69
46,2022-06,11765.5,11566.7,59.1,38.1,76,62,1.226,93
46,2022-07,11862.5,11649.4,59.9,36.9,71,107,0.664,93
46,2022-08,12034.1,11657.4,60.2,38.0,71,161,0.441,85
46,2022-09,12103.5,11498.5,59.5,38.6,57,61,0.934,73
46,2022-10,12272.3,12399.9,59.8,39.4,91,139,0.655,86
46,2022-11,12351.2,11659.0,58.0,40.7,91,162,0.562,83
46,2022-12,12502.5,12332.0,58.6,41.6,80,53,1.509,110
46,2023-01,12678.7,12898.4,59.4,42.4,72,115,0.626,80
46,2023-02,12760.1,12478.8,58.9,43.1,78,73,1.068,88
46,2023-03,12823.0,12903.7,59.0,42.3,74,187,0.396,94
46,2023-04,13037.0,12715.5,60.4,38.6,78,94,0.83,77
46,2023-05,13152.4,13173.6,60.7,38.0,92,149,0.617,89
46,2023-06,13208.5,12762.7,60.5,37.9,69,58,1.19,109
46,2023-07,13306.4,13231.7,58.6,38.9,70,128,0.547,81
46,2023-08,13455.5,13138.7,57.8,37.3,75,106,0.708,101
46,2023-09,13467.6,13220.7,59.0,37.2,86,149,0.577,110
46,2023-10,13727.1,13502.2,58.4,35.5,81,46,1.761,80
46,2023-11,13792.8,13950.3,59.6,36.2,89,141,0.631,85
46,2023-12,13895.9,14095.4,61.0,36.5,83,83,1.0,88
46,2024-01,14027.8,14140.7,63.0,37.5,94,85,1.106,77
46,2024-02,14195.5,13854.7,62.0,37.3,70,97,0.722,99
46,2024-03,14289.7,14203.2,62.8,36.4,69,90,0.767,99
46,2024-04,14466.4,13794.2,66.9,37.6,70,128,0.547,71
46,2024-05,14723.4,14325.1,66.5,36.4,81,96,0.844,82
46,2024-06,14934.1,15211.9,67.4,37.5,89,92,0.967,75
46,2024-07,15155.2,14605.9,67.3,37.9,63,45,1.4,96
46,2024-08,15192.6,14958.4,65.7,37.8,72,99,0.727,82
46,2024-09,15394.0,15340.9,61.7,37.4,79,124,0.637,91
46,2024-10,15592.8,14864.7,63.8,35.8,95,20,4.75,85
46,2024-11,15869.8,16037.7,66.1,37.0,75,131,0.573,80
46,2024-12,16066.2,16127.5,64.1,36.3,83,202,0.411,85
46,2025-01,16351.0,15593.0,68.0,36.6,81,59,1.373,88
46,2025-02,16552.1,16229.5,68.2,37.0,80,76,1.053,101
46,2025-03,16827.8,16472.0,69.7,37.5,84,26,3.231,78
46,2025-04,17035.2,17333.2,66.9,37.9,79,166,0.476,82
46,2025-05,17245.8,17327.4,67.1,36.7,91,125,0.728,84
46,2025-06,17510.3,16981.8,68.7,36.2,100,37,2.703,84
46,2025-07,17776.7,17580.4,69.1,35.9,80,161,0.497,94
46,2025-08,17964.2,17916.2,70.9,34.7,78,131,0.595,98
46,2025-09,18269.7,17999.5,71.9,35.0,76,110,0.691,72
46,2025-10,18593.2,18854.0,70.6,35.1,94,159,0.591,78
46,2025-11,18772.6,18695.8,70.2,34.5,99,108,0.917,63
46,2025-12,19271.6,19654.0,73.7,34.8,71,143,0.497,49
47,2020-01,10044.0,9898.2,78.4,51.6,100,35,2.857,92
47,2020-02,10093.8,9504.0,76.8,49.4,95,144,0.66,78
47,2020-03,10130.8,9713.1,79.3,49.8,92,68,1.353,81
47,2020-04,10235.2,10055.3,82.8,48.9,90,65,1.385,68
47,2020-05,10375.4,10307.6,84.2,49.4,102,20,5.1,81
47,2020-06,10509.0,10231.6,83.7,49.6,116,20,5.8,61
47,2020-07,10577.1,10355.3,86.5,49.5,100,27,3.704,74
47,2020-08,10667.3,10501.9,85.0,49.7,100,20,5.0,71
47,2020-09,10794.3,10569.5,85.5,48.4,111,96,1.156,67
47,2020-10,11015.6,11070.8,86.4,47.9,117,120,0.975,63
47,2020-11,11198.7,11003.8,86.4,49.5,110,20,5.5,69
47,2020-12,11352.0,10887.0,87.1,50.6,100,35,2.857,65
47,2021-01,11541.1,11192.1,89.1,50.0,82,25,3.28,72
47,2021-02,11617.4,11797.5,90.6,49.7,129,26,4.962,63
47,2021-03,11784.7,11680.5,92.0,48.7,118,64,1.844,80
47,2021-04,12010.1,11749.5,93.3,49.0,117,20,5.85,69
47,2021-05,12173.9,12376.5,92.6,51.2,120,81,1.481,63
47,2021-06,12229.2,11877.1,93.2,53.7,107,20,5.35,76
47,2021-07,12319.0,12469.9,95.5,53.3,100,48,2.083,63
47,2021-08,12388.6,12381.3,94.2,52.7,126,40,3.15,83
47,2021-09,12670.7,12088.7,96.2,53.0,120,44,2.727,81
47,2021-10,12788.1,12632.8,96.4,52.0,114,20,5.7,75
47,2021-11,12969.6,12986.2,94.5,54.5,114,36,3.167,62
47,2021-12,13065.6,12308.5,93.2,54.2,106,20,5.3,62
47,2022-01,13189.3,13094.3,91.3,54.0,112,20,5.6,70
47,2022-02,13321.9,13265.8,91.1,53.8,92,44,2.091,82
47,2022-03,13497.7,13418.1,88.9,53.1,121,38,3.184,66
47,2022-04,13611.8,13601.1,89.4,52.9,127,48,2.646,67
47,2022-05,13738.9,12936.7,88.8,51.3,89,93,0.957,87
47,2022-06,13833.8,13661.5,89.8,49.7,97,100,0.97,92
47,2022-07,14034.5,13254.6,89.0,50.2,107,29,3.69,83
47,2022-08,14130.7,14234.0,88.1,51.5,105,48,2.188,80
47,2022-09,14312.9,14555.4,87.8,49.5,104,20,5.2,84
47,2022-10,14443.5,14085.6,87.5,49.6,106,137,0.774,73
47,2022-11,14603.0,14636.3,87.5,50.3,101,31,3.258,71
47,2022-12,14778.7,13991.6,86.5,51.9,126,60,2.1,64
47,2023-01,14936.3,14911.8,83.4,51.0,107,41,2.61,77
47,2023-02,15118.0,14330.6,81.7,51.9,98,65,1.508,72
47,2023-03,15336.0,14545.6,81.3,50.2,104,83,1.253,79
47,2023-04,15495.7,15655.6,81.3,48.5,92,53,1.736,99
47,2023-05,15689.2,15776.5,80.7,48.3,99,65,1.523,78
47,2023-06,15795.3,15710.4,81.6,49.3,102,69,1.478,84
47,2023-07,15905.1,15057.5,82.7,49.0,95,20,4.75,80
47,2023-08,16039.1,15806.8,84.0,49.9,95,63,1.508,80
47,2023-09,16172.6,16461.3,82.7,48.5,103,62,1.661,97
47,2023-10,16355.3,16161.2,84.0,47.4,93,20,4.65,69
47,2023-11,16506.8,16589.1,84.6,47.3,101,20,5.05,57
47,2023-12,16720.4,16821.0,82.7,45.2,100,106,0.943,76
47,2024-01,16900.4,15928.2,83.5,45.3,116,42,2.762,67
47,2024-02,17192.2,16372.2,83.7,44.5,106,77,1.377,66
47,2024-03,17408.7,17128.7,84.8,45.3,97,42,2.31,79
47,2024-04,17603.1,17897.7,85.6,47.4,108,23,4.696,70
47,2024-05,17950.0,17721.8,85.8,45.8,115,52,2.212,65
47,2024-06,18170.0,17244.5,84.5,45.8,103,43,2.395,77
47,2024-07,18297.4,18478.7,84.5,47.8,110,20,5.5,86
47,2024-08,18514.4,18711.6,85.1,47.5,109,72,1.514,82
47,2024-09,18610.9,17653.0,83.9,47.1,74,31,2.387,93
47,2024-10,18825.8,18912.5,85.0,48.2,91,83,1.096,72
47,2024-11,19101.6,19239.7,87.5,48.6,101,20,5.05,83
47,2024-12,19253.4,19593.0,88.8,48.6,113,77,1.468,79
47,2025-01,19383.5,19306.6,87.2,50.6,107,20,5.35,70
47,2025-02,19582.1,19429.9,89.2,52.2,108,20,5.4,65
47,2025-03,19873.4,19353.2,88.2,52.9,89,22,4.045,70
47,2025-04,20010.4,19341.9,89.2,51.6,116,20,5.8,67
47,2025-05,20377.0,20440.1,88.5,52.5,112,30,3.733,79
47,2025-06,20591.8,20681.5,87.1,52.9,105,39,2.692,68
47,2025-07,20877.2,20598.2,87.6,52.8,102,55,1.855,82
47,2025-08,21067.4,20737.7,87.2,53.9,100,20,5.0,68
47,2025-09,21342.2,21592.9,88.4,53.4,107,29,3.69,68
47,2025-10,21497.4,21457.1,89.7,52.4,113,86,1.314,70
47,2025-11,21967.9,22380.3,91.8,53.6,117,33,3.545,80
47,2025-12,22096.3,22521.0,95.5,53.1,120,20,6.0,58
48,2020-01,10391.3,10086.7,93.2,47.7,117,20,5.85,64
48,2020-02,10579.1,10228.5,93.7,47.7,114,20,5.7,80
48,2020-03,10794.9,10756.1,95.2,46.5,110,20,5.5,56
48,2020-04,11000.2,10993.5,97.8,46.0,109,20,5.45,61
48,2020-05,11226.6,11360.5,97.5,46.2,132,20,6.6,58
48,2020-06,11365.6,11204.7,97.9,46.1,103,20,5.15,59
48,2020-07,11543.2,11335.9,98.0,44.6,119,20,5.95,70
48,2020-08,11666.3,11478.6,99.0,45.1,107,20,5.35,74
48,2020-09,11801.8,11151.7,99.0,47.1,110,20,5.5,70
48,2020-10,11969.1,11315.4,99.0,48.0,109,63,1.73,74
48,2020-11,12132.6,12119.1,97.4,46.9,100,20,5.0,66
48,2020-12,12326.6,11671.3,98.6,48.4,121,20,6.05,58
48,2021-01,12583.3,11937.7,99.0,46.8,128,20,6.4,66
48,2021-02,12756.9,12636.1,99.0,48.9,100,32,3.125,76
48,2021-03,12947.7,12386.6,97.5,49.6,113,34,3.324,69
48,2021-04,13092.3,12851.6,97.4,49.3,119,26,4.577,82
48,2021-05,13185.0,12506.4,98.8,49.2,131,20,6.55,63
48,2021-06,13344.7,12609.9,97.2,49.8,121,20,6.05,44
48,2021-07,13420.3,12952.8,97.5,51.7,120,20,6.0,66
48,2021-08,13633.9,13155.9,96.3,50.5,114,20,5.7,78
48,2021-09,13810.7,14079.1,95.2,52.5,102,20,5.1,77
48,2021-10,13941.2,13652.6,94.4,52.3,100,20,5.0,91
48,2021-11,14122.1,14174.4,95.3,52.6,97,50,1.94,94
48,2021-12,14362.9,14635.2,94.7,51.9,128,20,6.4,89
48,2022-01,14571.1,14769.0,93.5,51.3,123,20,6.15,54
48,2022-02,14801.7,14955.8,95.0,51.2,100,20,5.0,67
48,2022-03,14973.9,14349.2,94.9,52.1,105,20,5.25,78
48,2022-04,15160.1,15383.8,96.9,52.3,125,20,6.25,72
48,2022-05,15427.1,15002.8,96.5,51.9,99,20,4.95,75
48,2022-06,15581.0,15156.5,93.9,52.0,105,20,5.25,54
48,2022-07,15768.9,15330.8,93.2,51.8,125,90,1.389,67
48,2022-08,15950.0,15512.5,93.0,52.1,124,20,6.2,84
48,2022-09,16093.9,16016.1,94.2,53.7,110,20,5.5,86
48,2022-10,16315.2,15568.4,95.5,56.5,104,20,5.2,72
48,2022-11,16442.7,15646.2,94.6,57.8,110,43,2.558,50
48,2022-12,16536.0,16686.3,93.1,57.6,106,132,0.803,71
48,2023-01,16749.4,16587.4,96.3,56.0,103,20,5.15,57
48,2023-02,16834.7,16781.7,93.0,55.0,115,20,5.75,71
48,2023-03,17166.2,17005.1,92.7,55.7,105,92,1.141,76
48,2023-04,17335.5,16525.5,95.9,57.6,125,20,6.25,87
48,2023-05,17542.6,17424.0,95.0,57.5,116,20,5.8,57
48,2023-06,17700.3,16749.1,92.7,59.5,99,20,4.95,58
48,2023-07,17824.8,17118.2,91.5,60.9,98,20,4.9,87
48,2023-08,17964.5,17308.0,90.5,61.9,102,20,5.1,68
48,2023-09,18091.3,17407.1,90.4,61.8,129,20,6.45,85
48,2023-10,18242.5,18533.1,89.9,60.2,103,20,5.15,80
48,2023-11,18348.0,17594.4,89.1,61.5,95,20,4.75,68
48,2023-12,18491.5,17513.3,88.1,62.4,119,20,5.95,85
48,2024-01,18512.6,18483.2,87.3,62.0,86,35,2.457,79
48,2024-02,18684.5,18304.2,87.0,62.4,91,20,4.55,62
48,2024-03,18992.1,19063.7,86.9,62.0,120,34,3.529,102
48,2024-04,19197.0,18880.1,88.1,62.2,123,67,1.836,89
48,2024-05,19215.7,18507.1,88.3,63.9,103,107,0.963,71
48,2024-06,19503.8,19126.2,89.7,63.6,101,24,4.208,92
48,2024-07,19813.6,18881.6,90.7,64.8,97,100,0.97,70
48,2024-08,19963.3,19595.8,87.7,65.4,111,52,2.135,84
48,2024-09,20065.7,19799.2,88.3,65.8,95,38,2.5,82
48,2024-10,20147.8,19701.8,87.1,65.6,126,54,2.333,82
48,2024-11,20364.1,19553.2,86.6,63.9,123,61,2.016,85
48,2024-12,20433.9,19969.9,89.1,65.0,122,51,2.392,83
48,2025-01,20438.5,19919.2,88.2,65.7,96,20,4.8,104
48,2025-02,20501.1,20079.2,86.9,64.2,102,74,1.378,84
48,2025-03,20555.5,20072.5,87.1,64.2,101,124,0.815,61
48,2025-04,20713.8,20901.9,87.0,64.8,111,20,5.55,74
48,2025-05,20913.5,20219.0,87.9,65.4,111,20,5.55,81
48,2025-06,21075.6,21369.7,88.4,66.1,90,95,0.947,66
48,2025-07,21423.1,21750.9,85.9,67.9,117,20,5.85,105
48,2025-08,21636.2,21490.0,87.4,69.4,117,26,4.5,69
48,2025-09,21555.3,21645.2,85.7,68.4,76,20,3.8,95
48,2025-10,21631.9,21542.4,85.2,70.1,79,66,1.197,89
48,2025-11,21707.4,20915.7,87.8,71.7,99,119,0.832,77
48,2025-12,21798.8,20968.3,87.6,72.9,112,95,1.179,88
49,2020-01,9442.9,9432.1,36.6,48.6,58,269,0.216,120
49,2020-02,9475.6,8983.7,36.6,48.7,40,137,0.292,108
49,2020-03,9391.8,9362.4,36.0,49.7,64,189,0.339,117
49,2020-04,9386.7,8861.2,37.0,48.9,47,198,0.237,122
49,2020-05,9371.4,9477.2,36.6,48.6,42,194,0.216,109
49,2020-06,9341.1,9348.0,38.5,49.7,57,186,0.306,85
49,2020-07,9279.9,9317.9,39.4,51.3,34,172,0.198,118
49,2020-08,9233.6,9187.8,36.4,49.4,54,218,0.248,117
49,2020-09,9191.6,8807.7,38.8,48.3,53,136,0.39,115
49,2020-10,9142.7,9176.7,39.4,48.1,60,114,0.526,129
49,2020-11,9135.7,8994.4,39.6,46.5,43,204,0.211,112
49,2020-12,9079.0,8877.2,42.3,46.8,48,221,0.217,97
49,2021-01,9007.1,9055.8,41.2,46.3,36,175,0.206,114
49,2021-02,9036.8,9057.0,42.5,46.3,53,209,0.254,108
49,2021-03,9018.9,9046.8,43.6,45.3,56,199,0.281,113
49,2021-04,9102.0,8944.2,43.9,43.7,44,93,0.473,116
49,2021-05,9073.3,8817.8,45.3,43.3,51,158,0.323,113
49,2021-06,9047.5,8703.3,44.6,43.8,57,209,0.273,111
49,2021-07,9069.8,8654.9,45.5,44.9,59,235,0.251,95
49,2021-08,9035.9,8987.8,45.0,44.6,49,245,0.2,116
49,2021-09,9005.9,9127.8,47.4,42.5,48,139,0.345,100
49,2021-10,9040.9,8881.0,46.3,42.8,82,159,0.516,104
49,2021-11,9076.5,8926.3,50.0,43.3,86,178,0.483,97
49,2021-12,9075.1,8912.0,48.8,45.1,51,125,0.408,111
49,2022-01,9051.2,9162.0,47.9,45.5,51,133,0.383,96
49,2022-02,9058.5,8577.6,46.0,44.0,54,176,0.307,103
49,2022-03,9072.6,9109.7,47.2,44.6,61,95,0.642,104
49,2022-04,9090.9,8661.9,47.1,44.7,47,176,0.267,107
49,2022-05,9130.8,9064.9,46.1,45.6,70,116,0.603,119
49,2022-06,9192.7,9001.2,44.1,45.9,66,106,0.623,100
49,2022-07,9183.9,8668.4,44.3,45.2,54,129,0.419,106
49,2022-08,9220.9,8824.3,46.5,45.8,57,164,0.348,113
49,2022-09,9186.2,8686.2,46.7,45.7,64,109,0.587,100
49,2022-10,9227.3,9049.5,47.9,47.6,74,185,0.4,107
49,2022-11,9164.9,9275.5,47.7,47.0,57,100,0.57,110
49,2022-12,9113.6,8660.1,47.8,46.5,56,172,0.326,119
49,2023-01,9144.0,8794.7,48.9,47.1,65,135,0.481,107
49,2023-02,9195.3,8764.5,49.2,47.4,43,145,0.297,99
49,2023-03,9181.4,9362.3,47.8,46.3,53,141,0.376,92
49,2023-04,9177.6,9161.6,48.4,46.7,58,183,0.317,77
49,2023-05,9172.0,8770.7,45.7,47.8,61,192,0.318,102
49,2023-06,9187.4,9251.4,44.8,47.5,52,186,0.28,93
49,2023-07,9136.0,9086.9,43.3,48.3,41,168,0.244,101
49,2023-08,9124.6,8873.1,43.4,47.0,36,201,0.179,110
49,2023-09,9086.8,9075.5,44.2,47.5,69,160,0.431,120
49,2023-10,9079.6,8769.9,46.4,47.9,57,172,0.331,108
49,2023-11,9043.2,9153.0,46.2,48.3,60,176,0.341,104
49,2023-12,8984.3,8585.9,45.8,48.9,51,152,0.336,100
49,2024-01,8933.2,8588.5,44.7,47.5,59,185,0.319,111
49,2024-02,8926.2,8593.3,44.1,46.5,47,162,0.29,101
49,2024-03,8981.0,8795.6,45.2,48.5,49,167,0.293,98
49,2024-04,9021.0,8931.4,44.4,48.6,42,131,0.321,83
49,2024-05,8999.9,8722.9,44.1,50.3,62,139,0.446,109
49,2024-06,9007.4,8476.6,45.2,49.8,59,229,0.258,95
49,2024-07,8998.4,8565.1,45.0,49.0,56,130,0.431,116
49,2024-08,8955.3,8460.4,43.5,49.1,48,109,0.44,106
49,2024-09,8950.7,8877.3,42.7,50.1,34,184,0.185,111
49,2024-10,8911.3,8453.7,41.6,47.8,53,214,0.248,99
49,2024-11,8836.1,8915.3,41.9,45.8,31,215,0.144,134
49,2024-12,8809.7,8602.0,42.5,45.5,53,131,0.405,118
49,2025-01,8838.1,8861.7,44.4,43.7,44,185,0.238,103
