event_id,property_id,event_date,event_type,source,event_value
15236,5574,2025-03-03,Lead,Broker,0.282
15237,5559,2026-02-22,Booking,Website,0.339
15238,5945,2025-08-27,View,Website,0.967
15239,3436,2026-04-30,View,Ad Campaign,0.915
15240,7127,2025-07-05,View,Ad Campaign,0.018
15241,7934,2026-07-22,View,App,0.741
15242,481,2026-05-03,View,Website,0.511
15243,5264,2026-05-22,View,Website,0.188
15244,4095,2025-11-14,Lead,Website,0.789
15245,6168,2025-08-13,Inquiry,App,0.823
15246,7109,2025-12-18,Inquiry,Walk-in,0.85
15247,3497,2025-06-28,View,Walk-in,0.337
15248,2794,2025-10-06,Booking,Website,0.298
15249,2893,2024-12-28,View,App,0.55
15250,1199,2025-11-24,View,Ad Campaign,0.027
15251,2373,2025-10-27,View,Broker,0.955
15252,1893,2025-02-19,View,Website,0.621
15253,5791,2025-02-22,View,Ad Campaign,0.46
15254,1884,2026-03-29,Lead,Walk-in,0.288
15255,5468,2025-12-05,View,Ad Campaign,0.445
15256,798,2026-08-02,View,Walk-in,0.74
15257,18,2025-02-21,View,Broker,0.198
15258,44,2025-01-25,View,Broker,0.354
15259,155,2025-07-23,View,Walk-in,0.223
15260,4963,2026-01-08,View,Broker,0.812
15261,7066,2025-04-01,Lead,Walk-in,0.433
15262,3449,2025-07-17,View,Website,0.685
15263,4839,2026-04-18,Inquiry,Walk-in,0.989
15264,4081,2025-02-26,Site Visit,Broker,0.956
15265,5948,2025-10-28,Inquiry,Ad Campaign,0.817
15266,1426,2026-01-26,View,Walk-in,0.498
15267,4321,2026-02-07,Site Visit,Website,0.112
15268,4313,2024-12-20,View,Walk-in,0.333
15269,3640,2026-02-18,View,Walk-in,0.878
15270,4127,2024-09-30,View,App,0.859
15271,1893,2026-04-07,View,Walk-in,0.214
15272,5179,2025-07-31,View,Website,0.17
15273,6012,2026-05-23,Booking,Walk-in,0.289
15274,898,2026-03-15,Inquiry,App,0.516
15275,3425,2025-12-11,Lead,Ad Campaign,0.936
15276,7079,2026-04-13,View,Ad Campaign,0.064
15277,4541,2026-06-23,Lead,Ad Campaign,0.725
15278,1259,2024-09-11,Inquiry,Walk-in,0.388
15279,5227,2026-08-19,View,Broker,0.231
15280,5311,2026-06-30,View,App,0.617
15281,2016,2025-09-29,Site Visit,App,0.883
15282,6674,2024-08-28,View,Broker,0.768
15283,6033,2024-10-12,Lead,App,0.021
15284,4834,2024-10-13,Booking,Walk-in,0.571
15285,1703,2025-02-17,View,Ad Campaign,0.152
15286,7751,2025-06-13,Lead,App,0.632
15287,874,2025-11-12,View,Ad Campaign,0.974
15288,566,2024-10-07,View,Website,0.056
15289,7413,2025-08-27,View,Ad Campaign,0.476
15290,2019,2026-03-15,View,App,0.83
15291,1886,2026-06-04,Inquiry,Walk-in,0.647
15292,2124,2026-01-21,Inquiry,Ad Campaign,0.667
15293,4643,2025-09-17,View,Ad Campaign,0.808
15294,2315,2026-01-09,View,App,0.841
15295,4413,2026-02-22,Lead,Website,0.929
15296,3884,2025-07-30,Site Visit,App,0.79
15297,3193,2024-09-28,View,Walk-in,0.695
15298,1860,2024-11-08,View,Ad Campaign,0.37
15299,25,2025-03-15,View,Ad Campaign,0.219
15300,3504,2024-08-21,Booking,Website,0.172
15301,4256,2025-12-10,Lead,Broker,0.961
15302,6740,2025-03-02,Lead,Ad Campaign,0.084
15303,1138,2026-01-11,View,Walk-in,0.633
15304,7903,2025-02-19,Lead,Broker,0.443
15305,4996,2025-04-06,View,App,0.227
15306,6646,2026-05-22,Site Visit,Broker,0.282
15307,1190,2026-03-08,View,Walk-in,0.469
15308,7157,2026-04-27,Inquiry,Ad Campaign,0.93
15309,4799,2024-11-25,View,Walk-in,0.091
15310,7343,2025-06-11,View,Walk-in,0.044
15311,4097,2024-11-24,View,Website,0.16
15312,6019,2026-07-31,Lead,App,0.947
15313,6885,2026-06-15,View,App,0.707
15314,3158,2024-10-05,Site Visit,Walk-in,0.757
15315,7742,2025-12-29,Inquiry,Website,0.992
15316,2368,2025-04-18,View,Website,0.904
15317,5521,2026-07-20,View,Broker,0.707
15318,4478,2024-10-21,Inquiry,Walk-in,0.385
15319,1742,2025-10-08,Inquiry,Website,0.487
15320,3689,2025-05-10,Inquiry,Ad Campaign,0.018
15321,7486,2026-01-02,Site Visit,Ad Campaign,0.325
15322,5923,2026-03-16,View,Website,0.206
15323,5370,2025-06-08,Inquiry,Ad Campaign,0.469
15324,5645,2026-06-06,Lead,Website,0.115
15325,3747,2025-09-07,Inquiry,Ad Campaign,0.048
15326,5675,2026-07-04,View,Website,0.165
15327,898,2024-10-09,Site Visit,Website,0.041
15328,4024,2025-04-25,View,Ad Campaign,0.655
15329,7791,2024-10-22,View,App,0.596
15330,717,2026-03-30,View,Walk-in,0.438
15331,3968,2024-12-23,View,App,0.742
15332,7424,2026-05-22,Inquiry,App,0.314
15333,6451,2024-08-27,View,App,0.857
15334,4022,2024-08-19,Site Visit,App,0.921
15335,3216,2025-09-12,Inquiry,App,0.83
15336,7826,2025-08-28,View,Broker,0.262
15337,391,2026-02-17,View,Broker,0.762
15338,3885,2025-12-09,Lead,Ad Campaign,0.802
15339,1700,2026-06-21,View,Broker,0.846
15340,7337,2025-12-01,Inquiry,Website,0.552
15341,3038,2025-03-25,View,Website,0.635
15342,6442,2026-03-17,View,App,0.183
15343,233,2025-04-01,View,Walk-in,0.64
15344,1927,2025-07-19,View,Walk-in,0.142
15345,6415,2025-07-10,View,Ad Campaign,0.437
15346,3132,2024-12-14,Lead,Ad Campaign,0.028
15347,5416,2025-08-24,Inquiry,Walk-in,0.668
15348,7635,2025-04-14,View,Walk-in,0.974
15349,3307,2026-07-15,Inquiry,Ad Campaign,0.612
15350,2725,2026-03-18,View,Walk-in,0.28
15351,4802,2026-07-25,Site Visit,Website,0.401
15352,234,2026-01-01,Lead,App,0.206
15353,1392,2024-10-15,View,Ad Campaign,0.086
15354,7863,2026-02-22,View,Ad Campaign,0.487
15355,2893,2025-10-05,View,Broker,0.177
15356,1256,2025-05-05,View,Broker,0.861
15357,5993,2025-09-15,Inquiry,Ad Campaign,0.461
15358,2539,2024-10-10,Site Visit,Broker,0.04
15359,3691,2024-09-20,Lead,App,0.392
15360,6647,2026-06-30,View,App,0.468
15361,890,2025-01-12,View,App,0.316
15362,7903,2025-07-23,View,Walk-in,0.565
15363,4688,2026-05-10,View,Broker,0.264
15364,746,2026-07-08,Inquiry,Website,0.709
15365,7549,2026-05-03,Site Visit,Broker,0.435
15366,1720,2025-10-24,View,Ad Campaign,0.622
15367,428,2026-08-06,View,Broker,0.542
15368,6841,2026-01-28,Inquiry,Website,0.145
15369,6790,2025-02-08,Booking,Walk-in,0.443
15370,732,2026-07-19,Lead,Walk-in,0.52
15371,800,2025-07-14,View,Walk-in,0.307
15372,6508,2024-10-22,View,App,0.81
15373,4298,2024-08-25,View,Website,0.532
15374,7026,2024-12-21,Cancellation,Walk-in,0.799
15375,6290,2026-04-20,Booking,Walk-in,0.882
15376,836,2026-01-05,Site Visit,Walk-in,0.781
15377,6783,2025-01-07,View,Broker,0.55
15378,7625,2025-07-17,View,Ad Campaign,0.309
15379,135,2025-12-13,Lead,Walk-in,0.735
15380,6770,2026-05-08,View,Website,0.743
15381,5384,2025-10-17,Lead,Walk-in,0.794
15382,6208,2025-01-18,Cancellation,Broker,0.661
15383,2539,2026-07-06,View,Website,0.87
15384,3719,2025-04-05,Site Visit,Website,0.183
15385,41,2026-01-08,View,Ad Campaign,0.875
15386,3368,2025-04-29,View,Walk-in,0.499
15387,7171,2024-10-07,Inquiry,App,0.747
15388,5009,2025-03-23,Inquiry,Ad Campaign,0.999
15389,5826,2025-03-07,Lead,Broker,0.984
15390,5071,2025-12-17,View,App,0.733
15391,5230,2025-08-15,View,App,0.896
15392,7389,2026-06-24,Inquiry,App,0.354
15393,7538,2025-06-30,Lead,Broker,0.97
15394,2416,2026-05-02,Lead,Ad Campaign,0.024
15395,5556,2024-11-25,Lead,Ad Campaign,0.757
15396,7062,2025-10-22,View,Broker,0.465
15397,7172,2026-03-06,Site Visit,Ad Campaign,0.152
15398,2041,2026-04-04,Lead,Website,0.233
15399,4340,2026-07-04,View,Broker,0.871
15400,2950,2025-09-04,View,Website,0.773
15401,4262,2026-07-31,Lead,Walk-in,0.77
15402,5146,2024-11-03,View,App,0.44
15403,3467,2026-07-27,Booking,Walk-in,0.988
15404,5594,2024-12-02,Booking,Walk-in,0.075
15405,3089,2026-02-23,Lead,Walk-in,0.011
15406,4824,2026-02-17,Inquiry,Ad Campaign,0.982
15407,1116,2024-09-22,View,Website,0.163
15408,4579,2025-05-22,Lead,App,0.013
15409,2591,2026-03-06,View,App,0.39
15410,7373,2025-12-30,Inquiry,App,0.244
15411,3574,2025-04-12,Booking,Website,0.431
15412,2979,2026-08-05,Site Visit,Website,0.054
15413,2448,2025-10-15,Inquiry,Website,0.14
15414,1231,2025-05-11,Site Visit,App,0.835
15415,2667,2025-04-08,Inquiry,Broker,0.682
15416,7314,2025-12-13,View,App,0.454
15417,7023,2026-01-03,View,Ad Campaign,0.991
15418,6245,2025-07-23,Inquiry,App,0.042
15419,4976,2026-03-05,Booking,Website,0.872
15420,4926,2025-02-19,View,Website,0.56
15421,7409,2025-05-15,View,App,0.093
15422,6121,2026-01-07,Lead,Website,0.874
15423,4855,2026-06-14,View,Broker,0.892
15424,4259,2025-06-11,View,Walk-in,0.907
15425,5293,2026-01-24,View,Walk-in,0.079
15426,6646,2025-06-12,Booking,Website,0.96
15427,2595,2026-01-23,Lead,Walk-in,0.559
15428,5404,2024-11-22,View,Broker,0.605
15429,3431,2025-05-18,Inquiry,Walk-in,0.657
15430,6525,2025-03-05,Site Visit,Ad Campaign,0.41
15431,2918,2025-06-01,View,Walk-in,0.921
15432,2953,2024-09-10,Lead,Walk-in,0.982
15433,1996,2026-04-09,View,Broker,0.964
15434,6031,2025-08-09,Booking,Broker,0.124
15435,5653,2024-08-24,Lead,App,0.331
15436,3892,2025-09-23,Lead,Broker,0.911
15437,7331,2025-07-28,Inquiry,App,0.668
15438,7146,2026-07-16,Lead,Website,0.926
15439,6753,2026-03-23,Inquiry,App,0.54
15440,307,2026-04-24,View,Ad Campaign,0.35
15441,1363,2025-01-18,View,Walk-in,0.9
15442,2103,2024-09-08,View,Website,0.993
15443,3031,2025-07-18,View,Ad Campaign,0.047
15444,333,2026-08-02,Inquiry,Walk-in,0.986
15445,6271,2024-11-11,View,Broker,0.544
15446,2753,2026-05-04,View,Website,0.037
15447,243,2026-02-11,View,Ad Campaign,0.352
15448,1885,2026-04-07,View,Ad Campaign,0.285
15449,6744,2026-04-07,Cancellation,Broker,0.995
15450,1433,2024-12-28,Booking,Walk-in,0.486
15451,2551,2025-05-27,Lead,Broker,0.673
15452,7895,2026-06-05,View,Broker,0.447
15453,6748,2025-09-04,View,App,0.483
15454,303,2026-03-03,Lead,Website,0.655
15455,7632,2024-12-29,Lead,App,0.295
15456,4331,2025-02-02,Lead,Website,0.059
15457,7864,2024-12-20,Site Visit,Website,0.321
15458,3110,2025-10-05,Inquiry,Website,0.877
15459,2187,2024-09-30,Site Visit,App,0.823
15460,4291,2026-04-01,View,Broker,0.256
15461,1551,2024-12-21,View,Ad Campaign,0.065
15462,1793,2025-09-19,View,Website,0.844
15463,647,2026-02-09,Site Visit,App,0.751
15464,6145,2025-03-19,Inquiry,App,0.731
15465,4657,2025-06-03,Booking,Broker,0.109
15466,5216,2024-08-21,View,Website,0.752
15467,713,2025-12-10,View,Website,0.614
15468,4509,2026-01-24,Site Visit,Ad Campaign,0.704
15469,538,2025-12-15,Inquiry,Website,0.37
15470,5975,2026-08-18,Inquiry,Website,0.313
15471,6573,2025-09-08,Lead,Walk-in,0.368
15472,235,2025-04-18,View,Walk-in,0.826
15473,2397,2025-08-24,Inquiry,Walk-in,0.872
15474,5876,2025-11-04,Lead,App,0.113
15475,5990,2026-03-14,Site Visit,Website,0.642
15476,1505,2025-02-09,Inquiry,App,0.733
15477,5959,2024-12-03,Site Visit,Walk-in,0.13
15478,6540,2025-11-17,Booking,Broker,0.521
15479,1375,2025-12-22,View,Broker,0.957
15480,4512,2026-04-05,Booking,Walk-in,0.88
15481,1910,2025-02-02,View,Website,0.119
15482,916,2026-02-06,View,Website,0.381
15483,3959,2026-06-23,Site Visit,Walk-in,0.524
15484,7219,2025-03-24,View,Walk-in,0.996
15485,81,2024-10-27,Lead,Broker,0.104
15486,2084,2025-11-04,View,Ad Campaign,0.736
15487,5187,2026-08-16,Site Visit,Broker,0.905
15488,2689,2025-03-26,View,App,0.591
15489,7026,2026-01-06,Inquiry,Ad Campaign,0.469
15490,1691,2026-03-11,View,Walk-in,0.471
15491,757,2025-06-19,View,Walk-in,0.99
15492,2671,2026-05-16,Lead,Walk-in,0.458
15493,3752,2026-02-16,Lead,Broker,0.537
15494,3553,2025-03-14,Site Visit,App,0.042
15495,468,2025-06-18,Inquiry,Website,0.801
15496,5262,2025-02-23,View,Ad Campaign,0.887
15497,6500,2026-05-07,View,Website,0.418
15498,6853,2025-04-02,Booking,Website,0.802
15499,1495,2026-03-01,View,Walk-in,0.44
15500,5741,2026-07-09,View,App,0.508
15501,1020,2025-03-19,Inquiry,Ad Campaign,0.08
15502,5711,2026-06-06,View,Walk-in,0.055
15503,902,2025-06-10,Site Visit,Ad Campaign,0.576
15504,673,2025-01-23,View,App,0.155
15505,439,2025-06-25,View,Website,0.756
15506,6675,2025-12-14,Inquiry,Website,0.971
15507,4223,2026-01-27,View,Broker,0.671
15508,6349,2025-05-28,Booking,App,0.58
15509,2077,2026-02-21,Inquiry,Walk-in,0.143
15510,445,2026-04-27,View,App,0.58
15511,966,2025-08-09,View,Website,0.361
15512,3791,2024-09-26,Inquiry,Website,0.736
15513,464,2025-01-27,View,Ad Campaign,0.127
15514,7448,2025-07-07,Booking,Walk-in,0.631
15515,2199,2024-08-30,Booking,App,0.588
15516,2288,2026-08-02,Booking,App,0.204
15517,6410,2026-05-26,Inquiry,Walk-in,0.956
15518,3766,2025-03-01,Inquiry,Broker,0.805
15519,3177,2024-11-18,Lead,Website,0.204
15520,4009,2024-11-23,Booking,Broker,0.742
15521,3505,2026-06-15,Site Visit,Ad Campaign,0.651
15522,913,2025-06-26,View,Broker,0.965
15523,497,2026-05-19,View,Walk-in,0.083
15524,1464,2025-06-03,View,App,0.225
15525,5868,2025-05-20,Site Visit,Ad Campaign,0.203
15526,6829,2025-12-24,Inquiry,App,0.972
15527,4254,2025-08-19,View,App,0.758
15528,4268,2026-01-08,Lead,Walk-in,0.182
15529,494,2025-09-14,Lead,Walk-in,0.419
15530,5066,2025-04-14,Site Visit,Walk-in,0.169
15531,5431,2025-10-26,View,Broker,0.926
15532,1427,2024-08-23,View,App,0.986
15533,1693,2024-11-23,View,Walk-in,0.06
15534,1794,2025-10-01,Inquiry,Walk-in,0.368
15535,2724,2025-10-18,Lead,Ad Campaign,0.244
15536,659,2025-11-20,Booking,Website,0.353
15537,7047,2024-09-26,View,Broker,0.528
15538,4762,2026-05-24,Lead,Walk-in,0.449
15539,7631,2025-08-21,Lead,Website,0.594
15540,4463,2025-07-05,Inquiry,Broker,0.131
15541,550,2024-11-29,View,Broker,0.702
15542,643,2024-12-06,Inquiry,Ad Campaign,0.214
15543,5990,2024-10-03,Inquiry,Walk-in,0.003
15544,4351,2025-04-16,View,Broker,0.307
15545,208,2024-09-01,Inquiry,App,0.489
15546,2498,2026-02-21,Lead,Website,0.931
15547,4191,2026-07-07,View,App,0.666
15548,1884,2025-07-10,View,Walk-in,0.158
15549,2887,2025-07-22,Site Visit,Ad Campaign,0.015
15550,478,2024-12-07,Lead,Website,0.61
15551,6827,2026-04-21,View,Ad Campaign,0.479
15552,762,2025-06-24,Inquiry,Broker,0.339
15553,190,2026-08-15,Inquiry,Walk-in,0.41
15554,6855,2025-06-01,Inquiry,Walk-in,0.468
15555,5604,2025-07-10,Lead,Ad Campaign,0.408
15556,5853,2025-03-10,View,Ad Campaign,0.752
15557,5656,2025-04-06,Site Visit,Ad Campaign,0.923
15558,756,2026-05-10,Lead,App,0.084
15559,1447,2026-01-10,Inquiry,Website,0.81
15560,4932,2026-03-17,View,Website,0.63
15561,1664,2026-07-31,Booking,App,0.946
15562,5725,2024-10-23,Lead,Walk-in,0.994
15563,1836,2025-04-13,Site Visit,Ad Campaign,0.31
15564,4229,2024-09-14,Inquiry,App,0.75
15565,4151,2025-09-09,View,Website,0.27
15566,4061,2026-03-18,View,Walk-in,0.988
15567,4606,2025-04-11,Inquiry,Website,0.951
15568,4766,2025-03-05,View,Walk-in,0.779
15569,3613,2024-10-07,View,App,0.993
15570,6554,2025-03-19,View,Website,0.578
15571,7379,2025-05-30,Inquiry,Broker,0.518
15572,1690,2024-10-07,View,Broker,0.283
15573,1317,2026-06-05,View,Ad Campaign,0.576
15574,7131,2026-03-17,View,Ad Campaign,0.659
15575,4830,2025-10-20,Lead,Website,0.492
15576,3187,2026-07-21,View,Ad Campaign,0.849
15577,4021,2024-12-01,View,Ad Campaign,0.536
15578,5790,2024-10-05,View,App,0.931
15579,4355,2025-11-02,Lead,Ad Campaign,0.69
15580,7931,2026-05-04,View,Walk-in,0.455
15581,1146,2024-11-30,Site Visit,Broker,0.92
15582,4395,2024-10-25,Inquiry,Broker,0.651
15583,7943,2024-11-16,Inquiry,App,0.01
15584,7549,2025-06-21,Inquiry,Broker,0.646
15585,561,2024-10-01,Inquiry,Broker,0.837
15586,1913,2025-10-20,View,Walk-in,0.401
15587,1865,2025-08-23,Site Visit,Website,0.117
15588,7669,2026-05-08,Inquiry,Broker,0.14
15589,297,2026-01-22,Site Visit,Ad Campaign,0.05
15590,2410,2026-03-26,View,Broker,0.591
15591,2637,2024-11-29,View,Ad Campaign,0.737
15592,7631,2024-09-07,Inquiry,Ad Campaign,0.976
15593,1462,2024-10-07,Lead,Ad Campaign,0.676
15594,6271,2025-07-04,Lead,Website,0.256
15595,4293,2025-09-18,View,Walk-in,0.015
15596,2269,2026-05-21,View,Broker,0.913
15597,995,2026-07-07,View,App,0.662
15598,6235,2025-07-23,View,App,0.476
15599,6555,2025-02-15,Booking,Broker,0.652
15600,8,2024-11-25,Inquiry,Broker,0.547
15601,2592,2025-04-14,View,Website,0.351
15602,2516,2024-10-24,Inquiry,Ad Campaign,0.203
15603,4416,2025-10-20,View,Walk-in,0.37
15604,1418,2025-06-13,View,App,0.641
15605,2317,2025-02-20,Booking,Ad Campaign,0.816
15606,7359,2026-05-25,View,Ad Campaign,0.743
15607,3933,2025-02-01,View,Website,0.394
15608,5795,2026-04-27,Booking,Ad Campaign,0.275
15609,6205,2025-03-29,Inquiry,Website,0.822
15610,5558,2026-07-27,View,Ad Campaign,0.42
15611,1288,2025-02-11,Booking,Broker,0.522
15612,2845,2025-05-26,Inquiry,Walk-in,0.954
15613,1119,2024-12-01,Inquiry,Walk-in,0.063
15614,553,2025-05-17,View,Ad Campaign,0.636
15615,7070,2026-06-22,View,Walk-in,0.583
15616,7638,2025-10-07,Inquiry,Walk-in,0.69
15617,661,2025-12-20,Cancellation,App,0.413
15618,716,2025-02-14,View,App,0.856
15619,6923,2026-02-16,View,Walk-in,0.681
15620,3586,2026-02-01,Lead,Ad Campaign,0.898
15621,3762,2026-05-12,Inquiry,Walk-in,0.026
15622,6338,2025-02-10,View,App,0.155
15623,2530,2025-04-27,View,App,0.77
15624,3971,2026-03-18,View,Walk-in,0.946
15625,3408,2024-10-16,View,Broker,0.989
15626,1459,2025-09-17,Lead,Website,0.389
15627,3268,2026-01-07,Lead,Walk-in,0.723
15628,855,2024-12-17,Lead,Broker,0.191
15629,7417,2025-03-13,View,Ad Campaign,0.569
15630,6642,2025-03-12,View,Ad Campaign,0.578
15631,6356,2025-06-28,Lead,Website,0.946
15632,4761,2024-10-25,Lead,Broker,0.567
15633,6814,2026-04-24,View,Broker,0.711
15634,3538,2024-09-13,Inquiry,Website,0.489
15635,1898,2026-07-28,View,Walk-in,0.55
15636,5771,2026-06-16,View,Broker,0.052
15637,6365,2026-01-14,Inquiry,Ad Campaign,0.187
15638,273,2025-10-11,Site Visit,App,0.253
15639,5274,2026-02-13,Lead,Walk-in,0.382
15640,4088,2026-05-07,Booking,Walk-in,0.457
15641,1273,2026-03-21,Lead,Broker,0.729
15642,4375,2024-10-24,Booking,Broker,0.45
15643,7608,2025-11-09,Cancellation,Website,0.02
15644,4020,2026-01-24,View,Walk-in,0.923
15645,816,2025-10-12,Inquiry,App,0.893
15646,4372,2025-09-19,View,Ad Campaign,0.876
15647,5101,2025-04-13,Lead,Website,0.203
15648,6658,2026-08-18,Booking,Walk-in,0.494
15649,7256,2026-08-13,Lead,Walk-in,0.019
15650,7967,2026-03-07,View,Website,0.26
15651,923,2025-03-25,View,Ad Campaign,0.405
15652,4738,2024-08-31,View,App,0.115
15653,4601,2024-10-14,View,Website,0.225
15654,6734,2024-10-10,Lead,App,0.526
15655,4868,2025-08-04,Site Visit,App,0.807
15656,1265,2025-05-11,Booking,Ad Campaign,0.233
15657,3725,2024-09-29,Lead,App,0.922
15658,2788,2025-02-01,Lead,Walk-in,0.255
15659,2723,2025-07-24,View,Ad Campaign,0.649
15660,5356,2026-02-19,Inquiry,Broker,0.093
15661,5110,2025-01-14,Inquiry,Ad Campaign,0.998
15662,4224,2025-12-04,Inquiry,Website,0.781
15663,2551,2024-12-26,View,Walk-in,0.867
15664,5320,2024-10-05,Lead,App,0.641
15665,2950,2024-12-18,Site Visit,Ad Campaign,0.11
15666,6687,2025-12-14,View,Ad Campaign,0.96
15667,5622,2026-04-15,View,Website,0.272
15668,1674,2025-05-29,View,Website,0.4
15669,4588,2024-10-29,Inquiry,Ad Campaign,0.454
15670,3093,2026-07-09,Booking,Broker,0.14
15671,5354,2025-09-07,Site Visit,Walk-in,0.849
15672,6858,2025-11-02,Cancellation,Broker,0.637
15673,2839,2024-10-16,Inquiry,Broker,0.146
15674,1667,2025-04-03,Inquiry,Broker,0.177
15675,4512,2025-04-15,View,Walk-in,0.064
15676,2196,2026-01-22,View,Walk-in,0.769
15677,5066,2024-10-06,Lead,App,0.505
15678,6173,2024-10-17,Site Visit,Broker,0.418
15679,1385,2025-12-08,View,Broker,0.925
15680,4404,2025-11-18,Lead,Ad Campaign,0.605
15681,3955,2025-02-10,Site Visit,Broker,0.018
15682,6306,2026-03-30,View,Broker,0.753
15683,7013,2025-09-22,Site Visit,Website,0.831
15684,2900,2025-01-17,View,App,0.34
15685,61,2024-09-20,Booking,Ad Campaign,0.491
15686,6269,2025-05-28,View,Website,0.398
15687,5576,2026-03-24,View,Ad Campaign,0.688
15688,7239,2025-12-07,View,Ad Campaign,0.82
15689,6982,2026-04-08,Inquiry,Walk-in,0.094
15690,6027,2026-03-26,Cancellation,Broker,0.743
15691,3948,2025-10-23,View,Ad Campaign,0.689
15692,6610,2025-11-02,View,Broker,0.84
15693,2291,2026-07-24,View,Website,0.114
15694,5610,2025-05-08,Inquiry,App,0.937
15695,7929,2025-07-22,View,Ad Campaign,0.68
15696,7389,2025-07-27,View,Broker,0.791
15697,473,2026-07-28,Inquiry,Ad Campaign,0.195
15698,959,2025-05-14,Lead,Website,0.889
15699,533,2026-07-14,Lead,Broker,0.718
15700,494,2026-02-13,View,Ad Campaign,0.049
15701,7043,2026-07-01,Inquiry,Walk-in,0.648
15702,82,2026-06-20,Lead,Website,0.189
15703,7000,2025-12-02,Booking,Broker,0.468
15704,4975,2024-09-03,View,Ad Campaign,0.01
15705,5642,2025-10-24,View,App,0.841
15706,2971,2025-04-01,Lead,Ad Campaign,0.365
15707,12,2024-11-27,View,App,0.573
15708,5383,2025-08-03,Inquiry,Ad Campaign,0.405
15709,7825,2026-07-27,Booking,Website,0.9
15710,4545,2025-04-22,View,Broker,0.17
15711,7360,2026-08-13,View,App,0.656
15712,762,2026-02-14,Booking,App,0.908
15713,3186,2025-01-07,Inquiry,Walk-in,0.832
15714,26,2025-05-27,View,Walk-in,0.333
15715,1807,2025-10-20,Inquiry,App,0.004
15716,7667,2026-01-08,View,Website,0.571
15717,6652,2025-01-07,Inquiry,Walk-in,0.462
15718,5665,2025-02-07,Inquiry,Website,0.614
15719,4158,2024-09-05,View,Walk-in,0.503
15720,4325,2025-10-26,View,Broker,0.445
15721,5935,2026-05-12,View,Website,0.351
15722,4703,2026-08-01,View,Ad Campaign,0.611
15723,5155,2026-02-05,View,Ad Campaign,0.881
15724,5825,2025-05-09,Site Visit,Ad Campaign,0.705
15725,5576,2026-01-23,Lead,Broker,0.322
15726,3660,2024-11-25,View,Ad Campaign,0.652
15727,7035,2025-05-19,View,App,0.357
15728,1526,2025-03-19,Inquiry,Walk-in,0.109
15729,761,2026-05-14,View,App,0.307
15730,595,2026-01-17,Inquiry,Ad Campaign,0.961
15731,7193,2026-04-02,View,Walk-in,0.353
15732,5689,2024-12-20,View,Broker,0.457
15733,1056,2025-04-25,View,Broker,0.676
15734,1855,2026-05-14,View,Walk-in,0.714
15735,3084,2024-10-09,View,Ad Campaign,0.604
15736,7487,2024-10-24,Inquiry,App,0.005
15737,3917,2025-02-06,Cancellation,App,0.058
15738,3676,2025-06-01,View,Walk-in,0.589
15739,2049,2025-01-14,Cancellation,Website,0.471
15740,1459,2025-05-02,View,Walk-in,0.992
15741,5958,2025-04-06,Inquiry,App,0.493
15742,5256,2026-03-07,Inquiry,Broker,0.388
15743,1220,2026-05-07,View,App,0.036
15744,4229,2025-02-06,View,Broker,0.525
15745,4182,2026-02-06,Site Visit,Walk-in,0.577
15746,1500,2026-06-28,Site Visit,Walk-in,0.305
15747,1831,2025-01-22,Inquiry,App,0.988
15748,7959,2025-04-30,View,Ad Campaign,0.041
15749,3396,2024-10-30,View,Ad Campaign,0.901
15750,1204,2026-06-05,Inquiry,Ad Campaign,0.832
15751,6660,2026-06-08,View,Broker,0.484
15752,7806,2024-11-05,Booking,Website,0.152
15753,4271,2024-11-17,Lead,Walk-in,0.062
15754,2811,2025-12-11,Inquiry,Website,0.237
15755,3093,2025-02-13,View,Broker,0.461
15756,3045,2024-11-29,View,App,0.657
15757,6072,2025-01-17,Inquiry,Website,0.012
15758,7273,2026-08-09,View,Ad Campaign,0.532
15759,4674,2026-04-18,View,Broker,0.737
15760,3515,2025-07-28,Inquiry,Walk-in,0.63
15761,1799,2026-01-04,View,App,0.075
15762,6193,2024-09-27,View,Broker,0.215
15763,2576,2024-12-28,View,Ad Campaign,0.168
15764,145,2026-07-15,View,App,0.012
15765,7508,2026-07-10,Lead,Walk-in,0.166
15766,4858,2026-02-11,View,Walk-in,0.246
15767,3927,2025-05-16,Site Visit,App,0.883
15768,1378,2025-11-24,View,Walk-in,0.234
15769,3147,2026-02-10,Site Visit,Website,0.162
15770,1826,2024-12-07,View,Walk-in,0.634
15771,5025,2026-04-05,View,Walk-in,0.768
15772,794,2024-10-13,View,Broker,0.798
15773,1602,2025-08-31,View,Ad Campaign,0.461
15774,5757,2024-09-09,Lead,Ad Campaign,0.648
15775,4415,2025-10-11,View,App,0.385
15776,1111,2025-01-23,View,Walk-in,0.895
15777,5673,2026-02-04,View,Website,0.257
15778,4054,2025-08-24,View,App,0.533
15779,4794,2025-10-20,View,App,0.775
15780,3938,2025-01-21,View,Ad Campaign,0.875
15781,3964,2025-01-26,Site Visit,Ad Campaign,0.994
15782,4943,2024-09-22,View,Ad Campaign,0.647
15783,5898,2025-12-09,Site Visit,Ad Campaign,0.683
15784,783,2024-10-04,Lead,Ad Campaign,0.681
15785,6186,2025-08-31,Inquiry,Broker,0.519
15786,1117,2025-12-06,Site Visit,Walk-in,0.588
15787,7865,2024-10-18,Lead,Ad Campaign,0.71
15788,1751,2025-12-03,View,Broker,0.139
