expense_id,property_id,date,property_tax,maintenance,insurance,management_cost,renovation_cost
3750,6680,2024-09-15,21300.0,2630.0,8520.0,2490.0,300000
3751,1014,2024-11-13,13430.0,3010.0,5370.0,1360.0,150000
3752,227,2025-01-29,22120.0,5400.0,8850.0,2070.0,0
3753,7322,2026-04-06,29580.0,3670.0,11830.0,4150.0,50000
3754,1829,2026-01-23,32450.0,3690.0,12980.0,3480.0,0
3755,7910,2025-12-19,28640.0,5240.0,11460.0,3300.0,0
3756,5589,2025-07-26,18380.0,3950.0,7350.0,1750.0,0
3757,4918,2026-08-16,16870.0,1660.0,6750.0,1710.0,300000
3758,2024,2025-06-04,17510.0,3560.0,7000.0,1610.0,0
3759,4967,2025-11-10,33050.0,3350.0,13220.0,3160.0,150000
3760,2453,2026-04-26,28610.0,4330.0,11440.0,3050.0,0
3761,6346,2026-05-16,42100.0,5940.0,16840.0,4660.0,300000
3762,2086,2026-02-01,19620.0,3530.0,7850.0,1460.0,150000
3763,7086,2026-07-04,24130.0,7170.0,9650.0,2740.0,150000
3764,5892,2025-11-30,16940.0,3640.0,6770.0,1290.0,0
3765,4284,2025-09-24,36920.0,4670.0,14770.0,3530.0,0
3766,1081,2026-03-28,19540.0,3340.0,7810.0,1780.0,150000
3767,5037,2024-10-06,25240.0,2120.0,10100.0,1870.0,50000
3768,7188,2026-05-24,31440.0,6410.0,12580.0,3330.0,0
3769,2321,2025-12-10,28990.0,3450.0,11590.0,3120.0,0
3770,3191,2026-08-06,25440.0,4490.0,10180.0,2790.0,0
3771,2631,2026-07-23,20370.0,2580.0,8150.0,2750.0,50000
3772,2564,2025-03-02,27110.0,4290.0,10840.0,3380.0,0
3773,3293,2024-10-22,21430.0,4360.0,8570.0,2910.0,0
3774,4622,2025-04-17,31810.0,5510.0,12730.0,2930.0,50000
3775,3587,2026-06-20,16030.0,1540.0,6410.0,1740.0,300000
3776,7896,2025-05-25,17480.0,5670.0,6990.0,1940.0,0
3777,7909,2026-02-28,19980.0,2820.0,7990.0,1940.0,0
3778,4432,2024-12-17,21100.0,5540.0,8440.0,2460.0,0
3779,6842,2024-11-20,24940.0,3680.0,9980.0,2460.0,50000
3780,5175,2025-07-14,26060.0,5180.0,10420.0,2820.0,0
3781,6644,2025-03-07,17220.0,2330.0,6890.0,1800.0,150000
3782,2948,2024-09-13,18100.0,2290.0,7240.0,1920.0,0
3783,3960,2025-11-29,31760.0,4520.0,12710.0,3260.0,50000
3784,2814,2025-07-08,20580.0,4120.0,8230.0,2080.0,50000
3785,2584,2026-04-08,8510.0,1690.0,3400.0,820.0,50000
3786,162,2026-02-18,21950.0,5850.0,8780.0,1830.0,50000
3787,7838,2026-06-09,13140.0,2740.0,5260.0,1390.0,0
3788,594,2024-12-27,18280.0,2770.0,7310.0,2520.0,0
3789,6035,2025-07-22,34310.0,8200.0,13720.0,4290.0,50000
3790,6303,2026-02-26,39580.0,5090.0,15830.0,5040.0,0
3791,3260,2026-06-30,26660.0,5860.0,10670.0,2160.0,0
3792,4156,2024-10-04,16800.0,4260.0,6720.0,1770.0,0
3793,2963,2025-07-06,15440.0,2040.0,6180.0,1800.0,0
3794,3889,2025-04-26,14930.0,2670.0,5970.0,1810.0,150000
3795,3391,2026-08-17,34210.0,4160.0,13680.0,3300.0,0
3796,5998,2026-04-04,24440.0,4150.0,9780.0,2420.0,0
3797,6355,2025-09-30,25890.0,5100.0,10360.0,2320.0,0
3798,4502,2025-06-20,25560.0,2850.0,10230.0,1280.0,150000
3799,664,2025-07-07,19680.0,3850.0,7870.0,2470.0,50000
3800,1133,2026-02-27,22350.0,2670.0,8940.0,1920.0,0
3801,5196,2025-02-27,36460.0,4810.0,14580.0,3480.0,50000
3802,542,2025-01-28,26370.0,3730.0,10550.0,3810.0,150000
3803,5434,2025-03-09,30000.0,3940.0,12000.0,3360.0,0
3804,5094,2025-09-12,15120.0,2940.0,6050.0,1410.0,0
3805,5237,2026-05-30,27050.0,4510.0,10820.0,3220.0,150000
3806,2975,2026-04-27,34770.0,7470.0,13910.0,2580.0,150000
3807,868,2024-10-18,41130.0,6870.0,16450.0,3480.0,0
3808,7872,2025-07-21,25900.0,4140.0,10360.0,2770.0,150000
3809,2067,2026-06-05,22360.0,1860.0,8940.0,2090.0,150000
3810,432,2025-10-30,20540.0,4090.0,8220.0,2570.0,50000
3811,7853,2024-08-27,14490.0,2630.0,5790.0,2250.0,0
3812,4836,2025-08-19,29440.0,5270.0,11780.0,1540.0,50000
3813,5470,2025-11-20,33680.0,4540.0,13470.0,3650.0,0
3814,4279,2025-08-03,17480.0,4390.0,6990.0,1700.0,50000
3815,6257,2026-07-29,28730.0,3930.0,11490.0,3520.0,0
3816,1207,2024-08-28,19030.0,2920.0,7610.0,2790.0,300000
3817,2529,2026-05-13,29620.0,3390.0,11850.0,3490.0,300000
3818,1170,2025-05-15,28630.0,7080.0,11450.0,4700.0,50000
3819,831,2026-06-26,29760.0,5490.0,11910.0,3570.0,0
3820,1652,2025-09-29,30840.0,3510.0,12330.0,3120.0,300000
3821,1137,2024-12-22,28410.0,5390.0,11360.0,3730.0,0
3822,2811,2024-11-08,13660.0,3370.0,5460.0,1540.0,150000
3823,476,2026-06-08,19230.0,3190.0,7690.0,2380.0,300000
3824,2811,2024-09-21,13660.0,2660.0,5460.0,1540.0,150000
3825,1327,2026-02-19,35320.0,3640.0,14130.0,4360.0,0
3826,5067,2026-06-16,16500.0,3800.0,6600.0,1740.0,0
3827,7993,2025-02-07,29360.0,2990.0,11740.0,2740.0,0
3828,1020,2025-03-20,10770.0,1480.0,4310.0,1140.0,0
3829,5238,2026-05-02,22330.0,4700.0,8930.0,2570.0,150000
3830,1837,2026-08-01,17000.0,3020.0,6800.0,1890.0,0
3831,4257,2024-11-10,23640.0,3180.0,9460.0,2900.0,0
3832,2449,2024-08-19,27550.0,3080.0,11020.0,2870.0,0
3833,4294,2024-12-24,33250.0,5090.0,13300.0,5210.0,50000
3834,1284,2024-10-11,13610.0,3080.0,5440.0,1500.0,50000
3835,660,2025-10-04,17410.0,4700.0,6960.0,2350.0,300000
3836,5872,2024-10-10,12310.0,1380.0,4920.0,1280.0,50000
3837,5167,2024-09-06,27790.0,3550.0,11120.0,3260.0,0
3838,2011,2026-05-25,15540.0,3080.0,6220.0,1760.0,0
3839,399,2026-06-30,25390.0,6340.0,10150.0,2460.0,50000
3840,1734,2024-12-05,20410.0,4610.0,8160.0,2740.0,50000
3841,5679,2025-09-08,15730.0,2380.0,6290.0,1510.0,0
3842,2126,2026-07-16,23340.0,4290.0,9340.0,2820.0,0
3843,2172,2026-07-02,16120.0,2180.0,6450.0,1820.0,150000
3844,75,2025-07-20,32160.0,2110.0,12860.0,4110.0,0
3845,6281,2026-02-12,20900.0,4210.0,8360.0,2250.0,0
3846,4698,2025-10-29,33760.0,5350.0,13500.0,3820.0,150000
3847,3472,2025-11-18,23430.0,2880.0,9370.0,2490.0,50000
3848,837,2025-08-09,23070.0,5660.0,9230.0,2610.0,0
3849,5625,2024-12-24,21150.0,4690.0,8460.0,2750.0,0
3850,500,2025-06-21,20310.0,2510.0,8120.0,2640.0,0
3851,5693,2025-02-11,20990.0,2190.0,8390.0,2230.0,150000
3852,138,2025-10-05,38740.0,6410.0,15500.0,3150.0,150000
3853,2098,2026-06-18,43030.0,4220.0,17210.0,5140.0,0
3854,5891,2025-01-28,37670.0,7360.0,15070.0,4870.0,300000
3855,5069,2026-06-09,32210.0,3340.0,12880.0,2700.0,0
3856,5739,2026-06-09,16330.0,3900.0,6530.0,1900.0,0
3857,3697,2024-08-27,43620.0,8470.0,17450.0,5770.0,50000
3858,1886,2026-04-03,30410.0,4820.0,12160.0,3220.0,150000
3859,6398,2024-12-21,24610.0,4350.0,9850.0,2910.0,50000
3860,7798,2026-01-09,17840.0,2590.0,7140.0,1710.0,0
3861,6125,2024-12-16,9420.0,1120.0,3770.0,0.0,0
3862,2758,2024-11-30,18770.0,2740.0,7510.0,2550.0,0
3863,3921,2024-08-25,18930.0,2450.0,7570.0,1820.0,300000
3864,1901,2025-05-30,14690.0,2900.0,5880.0,1920.0,50000
3865,2611,2024-11-27,21810.0,5540.0,8720.0,3070.0,0
3866,6901,2025-03-04,13030.0,1780.0,5210.0,1300.0,0
3867,3987,2025-08-07,27210.0,3840.0,10880.0,2740.0,0
3868,1450,2025-03-28,34130.0,3370.0,13650.0,3780.0,300000
3869,547,2025-09-08,26890.0,5030.0,10760.0,2590.0,150000
3870,7470,2024-09-19,29190.0,4290.0,11680.0,3060.0,0
3871,5018,2025-06-08,20850.0,1890.0,8340.0,3060.0,50000
3872,4677,2026-03-26,19140.0,4270.0,7660.0,1820.0,0
3873,5469,2025-10-25,33430.0,6160.0,13370.0,3840.0,0
3874,8000,2025-08-28,26330.0,3890.0,10530.0,3080.0,50000
3875,6053,2026-02-09,23970.0,2340.0,9590.0,2540.0,300000
3876,2004,2025-02-18,10750.0,2160.0,4300.0,680.0,0
3877,2097,2026-01-05,17850.0,2500.0,7140.0,1480.0,0
3878,7061,2025-11-07,9190.0,1870.0,3680.0,1160.0,300000
3879,7242,2025-11-27,25900.0,6590.0,10360.0,2420.0,300000
3880,704,2026-07-25,13140.0,2070.0,5260.0,890.0,50000
3881,6405,2025-10-25,33010.0,2920.0,13200.0,3260.0,300000
3882,2404,2026-05-12,33450.0,7600.0,13380.0,4270.0,300000
3883,7750,2024-12-24,34030.0,7590.0,13610.0,2840.0,50000
3884,1626,2025-06-08,26380.0,5050.0,10550.0,3220.0,50000
3885,3332,2026-01-18,14630.0,2390.0,5850.0,1080.0,300000
3886,4734,2025-10-18,20240.0,2730.0,8090.0,2030.0,0
3887,6887,2026-04-15,56300.0,8600.0,22520.0,5850.0,50000
3888,7463,2026-04-10,17140.0,3490.0,6850.0,1500.0,300000
3889,5106,2026-06-06,15750.0,1690.0,6300.0,1420.0,50000
3890,2979,2024-09-22,16700.0,3420.0,6680.0,1670.0,0
3891,4737,2026-07-29,24310.0,4610.0,9720.0,2180.0,0
3892,2840,2025-01-02,32100.0,6410.0,12840.0,2550.0,150000
3893,3385,2026-04-22,24500.0,5950.0,9800.0,2700.0,0
3894,2660,2026-06-16,17350.0,4270.0,6940.0,2140.0,50000
3895,1862,2026-03-07,22430.0,2910.0,8970.0,2350.0,0
3896,2857,2026-03-02,23360.0,3020.0,9340.0,1790.0,50000
3897,5302,2026-01-28,24720.0,4960.0,9890.0,2530.0,150000
3898,686,2026-08-17,38320.0,4650.0,15330.0,3150.0,150000
3899,5948,2024-11-23,15210.0,2030.0,6080.0,1600.0,150000
3900,7532,2025-09-25,26040.0,7320.0,10420.0,2320.0,0
3901,4284,2026-04-10,36920.0,5440.0,14770.0,3530.0,150000
3902,7737,2025-11-14,19530.0,3630.0,7810.0,2070.0,0
3903,7711,2024-12-14,29750.0,5680.0,11900.0,4560.0,0
3904,1620,2026-02-06,32310.0,4820.0,12920.0,2940.0,150000
3905,5784,2025-04-18,25750.0,5140.0,10300.0,3800.0,0
3906,5081,2025-10-14,13880.0,1220.0,5550.0,1880.0,300000
3907,4644,2025-01-04,29830.0,4840.0,11930.0,2580.0,300000
3908,6869,2026-06-08,27900.0,5660.0,11160.0,3630.0,0
3909,7070,2025-03-18,14030.0,2000.0,5610.0,1420.0,50000
3910,1432,2025-01-30,11450.0,1140.0,4580.0,1470.0,300000
3911,876,2025-03-01,23030.0,4160.0,9210.0,1180.0,0
3912,4714,2024-10-12,17900.0,4870.0,7160.0,1540.0,150000
3913,2462,2025-01-02,36850.0,7390.0,14740.0,4320.0,150000
3914,1366,2025-09-19,30240.0,6780.0,12100.0,3460.0,300000
3915,1244,2026-02-20,33720.0,5530.0,13490.0,2940.0,0
3916,4999,2024-09-14,36550.0,3840.0,14620.0,3220.0,300000
3917,163,2026-06-29,34370.0,7170.0,13750.0,4420.0,0
3918,1975,2026-06-14,20510.0,3980.0,8200.0,2340.0,300000
3919,3292,2025-04-27,15150.0,3050.0,6060.0,1920.0,0
3920,270,2025-03-20,14100.0,2920.0,5640.0,1380.0,0
3921,632,2024-12-01,21780.0,3380.0,8710.0,2080.0,50000
3922,906,2024-08-25,24040.0,3390.0,9610.0,2460.0,0
3923,3472,2026-03-19,23430.0,5480.0,9370.0,2490.0,150000
3924,3254,2025-04-18,25380.0,4840.0,10150.0,2230.0,0
3925,2015,2025-11-17,14370.0,3450.0,5750.0,1900.0,300000
3926,1642,2026-07-21,21500.0,5790.0,8600.0,2740.0,150000
3927,7897,2024-11-13,13920.0,3330.0,5570.0,1710.0,0
3928,205,2026-08-11,12020.0,2730.0,4810.0,1530.0,0
3929,582,2025-09-01,24080.0,3020.0,9630.0,2750.0,150000
3930,5676,2026-02-26,17990.0,4360.0,7190.0,1940.0,50000
3931,841,2025-09-11,28180.0,2970.0,11270.0,3190.0,300000
3932,5933,2026-07-04,19780.0,2410.0,7910.0,1850.0,150000
3933,5348,2026-07-30,27760.0,7220.0,11100.0,3220.0,150000
3934,1720,2025-11-06,29880.0,2950.0,11950.0,2100.0,0
3935,5739,2025-05-31,16330.0,2230.0,6530.0,1900.0,50000
3936,2644,2026-07-06,31560.0,4100.0,12620.0,3760.0,0
3937,2298,2026-07-30,21890.0,4470.0,8760.0,2320.0,0
3938,875,2026-04-25,23610.0,3290.0,9440.0,2660.0,300000
3939,5561,2025-03-29,23770.0,2180.0,9510.0,1920.0,0
3940,7701,2025-07-14,16540.0,1680.0,6620.0,1610.0,50000
3941,6340,2025-02-27,20460.0,4280.0,8180.0,1810.0,0
3942,690,2025-10-01,28380.0,4040.0,11350.0,2590.0,300000
3943,4001,2025-04-16,33860.0,3530.0,13540.0,4180.0,50000
3944,6107,2024-11-13,38190.0,7030.0,15280.0,5230.0,0
3945,7687,2026-04-24,27040.0,2760.0,10820.0,2770.0,150000
3946,3142,2024-11-26,21890.0,4460.0,8760.0,3130.0,0
3947,6783,2025-07-03,45810.0,8340.0,18320.0,5340.0,150000
3948,1423,2026-07-04,28780.0,5750.0,11510.0,2880.0,50000
3949,6098,2024-10-10,13510.0,2660.0,5400.0,1170.0,0
3950,672,2024-12-31,19560.0,2290.0,7820.0,2420.0,0
3951,7928,2025-05-14,16010.0,2210.0,6400.0,1370.0,50000
3952,7371,2025-01-29,22360.0,5170.0,8940.0,2420.0,150000
3953,1172,2026-07-07,24010.0,3740.0,9600.0,2740.0,0
3954,5592,2026-03-02,28470.0,5000.0,11390.0,0.0,50000
3955,3727,2025-12-24,75620.0,4520.0,30250.0,3120.0,0
3956,944,2024-10-07,9560.0,1300.0,3820.0,1420.0,0
3957,6343,2025-12-21,26440.0,5170.0,10580.0,3470.0,50000
3958,1450,2025-01-24,34130.0,5640.0,13650.0,3780.0,0
3959,3738,2026-02-16,16970.0,3920.0,6790.0,1670.0,0
3960,2540,2026-07-31,24520.0,2990.0,9810.0,2940.0,0
3961,3960,2025-11-26,31760.0,7470.0,12710.0,3260.0,300000
3962,4992,2025-11-11,21960.0,2940.0,8780.0,2340.0,50000
3963,6286,2025-04-19,13580.0,1740.0,5430.0,1750.0,0
3964,5433,2026-03-06,24670.0,3200.0,9870.0,2640.0,300000
3965,4261,2025-02-19,28820.0,6310.0,11530.0,2820.0,0
3966,2362,2026-03-10,23950.0,4270.0,9580.0,2630.0,300000
3967,6165,2025-03-11,23740.0,5320.0,9490.0,2040.0,0
3968,5202,2025-12-11,29550.0,2340.0,11820.0,3030.0,300000
3969,3653,2024-10-01,30910.0,6330.0,12360.0,3380.0,300000
3970,7299,2024-12-18,25450.0,5130.0,10180.0,2180.0,300000
3971,3671,2025-12-30,20440.0,4930.0,8180.0,2530.0,50000
3972,1754,2025-01-13,37000.0,6520.0,14800.0,3620.0,0
3973,7128,2025-12-05,18230.0,2550.0,7290.0,1910.0,50000
3974,2353,2025-08-27,27100.0,5100.0,10840.0,2120.0,0
3975,1939,2026-07-12,24640.0,3270.0,9860.0,3820.0,50000
3976,371,2025-12-03,21470.0,4360.0,8590.0,2110.0,150000
3977,5977,2026-03-03,20940.0,2540.0,8370.0,1950.0,50000
3978,4949,2026-01-30,24280.0,2440.0,9710.0,2200.0,0
3979,4480,2025-02-16,28550.0,3690.0,11420.0,3300.0,0
3980,1932,2025-11-24,17300.0,3300.0,6920.0,1940.0,150000
3981,6589,2025-09-23,30650.0,3760.0,12260.0,3860.0,300000
3982,425,2025-08-01,23820.0,3920.0,9530.0,2670.0,0
3983,6305,2025-05-26,26000.0,4600.0,10400.0,2620.0,300000
3984,7346,2025-12-14,12160.0,3030.0,4870.0,1370.0,300000
3985,4725,2025-12-17,26170.0,2980.0,10470.0,2940.0,0
3986,7876,2025-11-07,27740.0,4840.0,11100.0,3560.0,150000
3987,895,2025-03-19,20810.0,3950.0,8320.0,1540.0,0
3988,6634,2024-09-18,16040.0,3930.0,6420.0,1900.0,50000
3989,7161,2026-04-04,22530.0,3170.0,9010.0,2180.0,0
3990,6471,2026-06-08,19760.0,3750.0,7910.0,1870.0,0
3991,598,2026-04-07,20680.0,3360.0,8270.0,1950.0,0
3992,3063,2024-08-25,21120.0,4810.0,8450.0,2730.0,0
3993,2337,2024-12-12,19750.0,3550.0,7900.0,1740.0,0
3994,4689,2026-01-19,20070.0,4140.0,8030.0,1840.0,50000
3995,1688,2025-07-02,33320.0,7140.0,13330.0,3100.0,150000
3996,7741,2025-07-18,21920.0,2380.0,8770.0,2680.0,0
3997,573,2026-08-10,20940.0,4620.0,8370.0,2350.0,300000
3998,7522,2026-03-23,17740.0,4430.0,7090.0,2050.0,150000
3999,6172,2025-10-20,44590.0,3650.0,17840.0,4980.0,50000
4000,7098,2024-11-01,27670.0,5500.0,11070.0,2970.0,0
4001,2091,2025-08-02,23980.0,3010.0,9590.0,2770.0,0
4002,5801,2026-07-18,23490.0,5960.0,9400.0,2720.0,50000
4003,6567,2024-08-20,26840.0,4700.0,10730.0,3100.0,0
4004,3670,2025-04-05,20350.0,5180.0,8140.0,2300.0,0
4005,4273,2024-09-08,15560.0,3500.0,6230.0,2150.0,50000
4006,4625,2024-12-13,32290.0,4690.0,12910.0,4110.0,50000
4007,1634,2025-01-05,34880.0,5130.0,13950.0,3050.0,150000
4008,5062,2024-09-03,16410.0,3130.0,6560.0,1780.0,0
4009,1518,2025-12-29,32750.0,4260.0,13100.0,4400.0,50000
4010,4294,2025-02-04,33250.0,7260.0,13300.0,5210.0,0
4011,2658,2026-05-06,24850.0,3020.0,9940.0,2720.0,0
4012,3649,2026-08-07,26690.0,5100.0,10680.0,3630.0,150000
4013,6986,2024-09-30,28720.0,4480.0,11490.0,3690.0,0
4014,4949,2024-08-25,24280.0,5080.0,9710.0,2200.0,50000
4015,3589,2024-09-15,16780.0,3130.0,6710.0,2020.0,0
4016,1538,2025-10-22,37230.0,7200.0,14890.0,4510.0,50000
4017,6166,2026-04-26,105950.0,6210.0,42380.0,3540.0,50000
4018,7280,2024-11-06,37260.0,9350.0,14900.0,3300.0,50000
4019,5177,2025-10-01,18500.0,3520.0,7400.0,2640.0,0
4020,3138,2024-09-24,39770.0,4050.0,15910.0,3940.0,300000
4021,6986,2026-07-14,28720.0,4880.0,11490.0,3690.0,50000
4022,98,2026-04-09,22910.0,3980.0,9160.0,2020.0,0
4023,3216,2026-05-28,20640.0,3240.0,8260.0,2330.0,0
4024,6000,2024-11-09,41080.0,7960.0,16430.0,4340.0,300000
4025,4531,2026-07-20,7560.0,1620.0,3020.0,860.0,50000
4026,4733,2024-08-21,44490.0,6180.0,17790.0,4190.0,0
4027,3751,2026-05-03,22360.0,4120.0,8940.0,3300.0,150000
4028,3158,2025-09-20,17150.0,2790.0,6860.0,1670.0,0
4029,4684,2026-06-23,13110.0,2250.0,5240.0,1020.0,50000
4030,344,2025-08-05,26910.0,3820.0,10760.0,2840.0,150000
4031,5414,2024-11-03,35450.0,4660.0,14180.0,3540.0,0
4032,6076,2024-11-10,29510.0,5860.0,11810.0,3140.0,0
4033,4667,2025-03-19,28660.0,6520.0,11470.0,2940.0,0
4034,7818,2025-07-25,32920.0,4950.0,13170.0,2780.0,300000
4035,611,2025-10-17,25420.0,2520.0,10170.0,2790.0,300000
4036,1728,2024-12-14,19610.0,3630.0,7840.0,1790.0,150000
4037,2291,2025-05-14,22340.0,3330.0,8940.0,2200.0,0
4038,1855,2026-08-02,34400.0,6060.0,13760.0,3030.0,300000
4039,2609,2026-03-25,27070.0,2690.0,10830.0,3620.0,0
4040,5056,2026-05-19,19020.0,2730.0,7610.0,2100.0,0
4041,2080,2026-06-11,25480.0,4180.0,10190.0,3300.0,150000
4042,6535,2024-12-25,26390.0,5910.0,10560.0,2990.0,0
4043,2325,2025-03-12,24390.0,2710.0,9760.0,2800.0,0
4044,4628,2024-11-28,32300.0,4240.0,12920.0,3520.0,0
4045,1178,2025-05-05,26570.0,3230.0,10630.0,1980.0,0
4046,6527,2025-12-26,24590.0,2790.0,9840.0,2340.0,300000
4047,1092,2025-05-13,34110.0,3200.0,13640.0,3460.0,0
4048,5998,2026-06-19,24440.0,3860.0,9780.0,2420.0,150000
4049,4980,2025-08-26,36440.0,6090.0,14580.0,3720.0,50000
4050,6358,2024-09-24,19140.0,3750.0,7660.0,2990.0,0
4051,5775,2025-08-03,25050.0,3900.0,10020.0,2670.0,0
4052,6520,2025-10-17,16880.0,3970.0,6750.0,2500.0,0
4053,2792,2025-04-07,11130.0,1350.0,4450.0,1520.0,0
4054,6357,2025-03-28,31280.0,5650.0,12510.0,3260.0,300000
4055,6223,2026-07-31,26720.0,4540.0,10690.0,2590.0,50000
4056,1750,2024-12-24,32990.0,4450.0,13200.0,3280.0,50000
4057,2676,2026-01-19,25380.0,4860.0,10150.0,2700.0,0
4058,6748,2026-05-09,28060.0,4540.0,11220.0,0.0,50000
4059,782,2025-05-08,40720.0,8170.0,16290.0,4060.0,0
4060,7549,2025-12-15,16570.0,2350.0,6630.0,1520.0,0
4061,3049,2026-07-11,16630.0,4280.0,6650.0,1860.0,0
4062,6824,2026-01-19,31240.0,2790.0,12500.0,3860.0,0
4063,2106,2025-01-31,29930.0,2950.0,11970.0,4240.0,300000
4064,3868,2024-10-03,20700.0,2770.0,8280.0,1560.0,0
4065,7194,2025-05-20,39270.0,4190.0,15710.0,3580.0,0
4066,4977,2025-09-10,19400.0,3140.0,7760.0,1850.0,0
4067,4543,2025-08-06,24670.0,3690.0,9870.0,2940.0,150000
4068,2114,2025-04-04,23830.0,2590.0,9530.0,2200.0,0
4069,5880,2026-03-19,34870.0,5590.0,13950.0,4160.0,0
4070,5374,2025-06-11,51650.0,5100.0,20660.0,5670.0,150000
4071,3971,2024-12-29,43910.0,4670.0,17560.0,5480.0,300000
4072,1992,2026-04-28,28850.0,3020.0,11540.0,3450.0,0
4073,1068,2026-08-18,12490.0,3040.0,5000.0,1360.0,0
4074,7265,2026-06-25,21640.0,4390.0,8660.0,2640.0,0
4075,1578,2025-06-01,27480.0,4790.0,10990.0,2430.0,0
4076,1012,2024-09-30,40830.0,9810.0,16330.0,3580.0,0
4077,2275,2025-08-08,22610.0,4110.0,9040.0,1990.0,150000
4078,4870,2025-10-30,28730.0,4670.0,11490.0,3590.0,300000
4079,6823,2025-08-27,35000.0,5830.0,14000.0,3700.0,0
4080,7604,2024-12-09,24830.0,3430.0,9930.0,2230.0,0
4081,1815,2026-06-05,21160.0,3580.0,8470.0,2400.0,0
4082,6745,2026-04-23,38360.0,4640.0,15340.0,0.0,300000
4083,2427,2024-09-04,26600.0,4910.0,10640.0,3580.0,50000
4084,5298,2024-11-04,30130.0,2880.0,12050.0,3130.0,0
4085,5547,2025-03-20,27030.0,3980.0,10810.0,3440.0,0
4086,6853,2026-03-13,16740.0,3680.0,6700.0,1900.0,150000
4087,4403,2024-10-29,26630.0,5450.0,10650.0,2260.0,150000
4088,4875,2024-09-17,35180.0,4980.0,14070.0,4300.0,0
4089,2552,2024-10-07,21820.0,5380.0,8730.0,2360.0,50000
4090,6412,2025-11-30,35080.0,2700.0,14030.0,3550.0,0
4091,3658,2025-11-03,15410.0,2500.0,6160.0,1770.0,150000
4092,8,2026-02-01,21170.0,4480.0,8470.0,2860.0,150000
4093,2556,2026-02-09,30530.0,4170.0,12210.0,3050.0,150000
4094,476,2025-07-20,19230.0,5430.0,7690.0,2380.0,150000
4095,5417,2024-09-20,24050.0,4960.0,9620.0,2420.0,150000
4096,2212,2026-01-26,15790.0,1690.0,6320.0,1690.0,0
4097,485,2024-08-27,18830.0,3450.0,7530.0,2610.0,150000
4098,7765,2025-03-06,14410.0,1290.0,5760.0,2080.0,0
4099,7240,2026-07-13,25490.0,3750.0,10200.0,3280.0,150000
4100,6711,2026-06-11,45150.0,6790.0,18060.0,5990.0,0
4101,5001,2025-11-12,22720.0,4880.0,9090.0,1700.0,0
4102,4655,2026-06-26,31240.0,7500.0,12500.0,2890.0,150000
4103,6064,2024-09-10,24250.0,5870.0,9700.0,2200.0,0
4104,2286,2026-01-16,26390.0,4590.0,10560.0,3980.0,0
4105,5224,2024-08-28,31470.0,2640.0,12590.0,2900.0,0
4106,5330,2025-03-01,20700.0,3420.0,8280.0,1890.0,300000
4107,6698,2024-12-24,15610.0,3480.0,6240.0,1110.0,300000
4108,6972,2025-01-27,30730.0,3780.0,12290.0,4480.0,150000
4109,4564,2025-05-01,35050.0,5000.0,14020.0,3200.0,150000
4110,3526,2025-03-14,15190.0,2540.0,6080.0,1260.0,300000
4111,3340,2025-05-06,21480.0,2370.0,8590.0,2280.0,50000
4112,6530,2026-07-19,26390.0,2630.0,10560.0,2900.0,0
4113,2823,2026-02-24,34420.0,6400.0,13770.0,2940.0,50000
4114,4944,2026-08-01,23730.0,4330.0,9490.0,2360.0,0
4115,6531,2024-11-16,11100.0,1290.0,4440.0,870.0,300000
4116,2925,2025-02-06,48080.0,6760.0,19230.0,4160.0,0
4117,259,2026-04-10,18070.0,3060.0,7230.0,1810.0,0
4118,283,2026-07-17,21670.0,3700.0,8670.0,2740.0,0
4119,5746,2026-01-01,45460.0,6450.0,18180.0,4340.0,0
4120,1899,2025-11-29,20550.0,1860.0,8220.0,2220.0,0
4121,4136,2024-11-09,33540.0,7110.0,13420.0,3500.0,300000
4122,6630,2024-10-19,20830.0,4180.0,8330.0,3220.0,0
4123,2977,2025-03-11,17990.0,3630.0,7190.0,1780.0,50000
4124,2268,2026-02-06,14320.0,3440.0,5730.0,1660.0,0
4125,3201,2025-02-11,11880.0,2180.0,4750.0,940.0,50000
4126,5111,2026-02-07,12740.0,1870.0,5100.0,1340.0,300000
4127,7168,2025-10-13,32450.0,6090.0,12980.0,3130.0,150000
4128,7688,2025-04-14,19340.0,3270.0,7740.0,2180.0,300000
4129,613,2025-07-24,17510.0,2970.0,7010.0,2180.0,0
4130,7072,2026-06-15,15240.0,2540.0,6100.0,1390.0,50000
4131,6012,2026-01-24,22060.0,3140.0,8820.0,1670.0,0
4132,688,2025-10-16,41220.0,5850.0,16490.0,4050.0,0
4133,3691,2024-11-04,16860.0,4210.0,6750.0,2100.0,150000
4134,613,2025-04-28,17510.0,2340.0,7010.0,2180.0,50000
4135,2308,2026-06-04,19330.0,3320.0,7730.0,2420.0,300000
4136,7134,2026-04-13,13770.0,2380.0,5510.0,1760.0,150000
4137,3014,2024-12-06,27850.0,2220.0,11140.0,2970.0,50000
4138,6510,2026-01-24,23970.0,3610.0,9590.0,2450.0,0
4139,1782,2025-05-28,28030.0,3890.0,11210.0,3520.0,0
4140,5907,2025-03-27,34780.0,3480.0,13910.0,3160.0,150000
4141,2592,2026-04-21,31670.0,4050.0,12670.0,2860.0,150000
4142,2697,2025-09-04,32220.0,3070.0,12890.0,2620.0,0
4143,5644,2024-11-01,27530.0,5140.0,11010.0,3410.0,0
